onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.848	2.087	face	n/a	age	pain	female	African	old	task-faces/7Pain_Model4_1Female_3African_2Old.mp4
5.935	1.844	rating	0.2698	age	pain	female	African	old	n/a
6.735	1.044	rating_mouse_trajectory	0.2698	age	pain	female	African	old	n/a
8.101	1.319	face	n/a	age	fear	female	African	old	task-faces/3Fear_Model4_1Female_3African_2Old.mp4
9.42	0.875	rating	0.2597	age	fear	female	African	old	n/a
9.636	0.658	rating_mouse_trajectory	0.2597	age	fear	female	African	old	n/a
11.383	1.305	face	n/a	age	surprise	male	WC	old	task-faces/2Surprise_Model3_2Male_1WC_2Old.mp4
12.688	0.873	rating	0.5287	age	surprise	male	WC	old	n/a
12.988	0.573	rating_mouse_trajectory	0.5287	age	surprise	male	WC	old	n/a
15.651	1.305	face	n/a	age	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
16.956	0.988	rating	0.1525	age	fear	female	WC	young	n/a
17.256	0.688	rating_mouse_trajectory	0.1525	age	fear	female	WC	young	n/a
18.907	1.333	face	n/a	age	happy	male	African	old	task-faces/1Happy_Model2_2Male_3African_2Old.mp4
20.24	1.087	rating	0.6723	age	happy	male	African	old	n/a
20.54	0.787	rating_mouse_trajectory	0.6723	age	happy	male	African	old	n/a
26.218	1.308	face	n/a	age	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
27.526	0.852	rating	0.3871	age	surprise	male	African	young	n/a
27.81	0.569	rating_mouse_trajectory	0.3871	age	surprise	male	African	young	n/a
29.45	1.311	face	n/a	age	disgust	female	African	old	task-faces/4Disgust_Model1_1Female_3African_2Old.mp4
30.761	0.936	rating	0.5712	age	disgust	female	African	old	n/a
31.044	0.652	rating_mouse_trajectory	0.5712	age	disgust	female	African	old	n/a
32.685	1.31	face	n/a	age	sad	male	African	young	task-faces/6Sad_Model5_2Male_3African_1Young.mp4
33.996	0.885	rating	0.1525	age	sad	male	African	young	n/a
34.262	0.619	rating_mouse_trajectory	0.1525	age	sad	male	African	young	n/a
35.92	1.31	face	n/a	age	fear	female	EA	old	task-faces/3Fear_Model3_1Female_2EA_2Old.mp4
37.23	0.852	rating	0.5368	age	fear	female	EA	old	n/a
37.38	0.702	rating_mouse_trajectory	0.5368	age	fear	female	EA	old	n/a
39.155	2.043	face	n/a	age	pain	male	African	old	task-faces/7Pain_Model3_2Male_3African_2Old.mp4
41.198	1.135	rating	0.7674	age	pain	male	African	old	n/a
41.548	0.785	rating_mouse_trajectory	0.7674	age	pain	male	African	old	n/a
45.117	1.317	face	n/a	age	sad	female	WC	old	task-faces/6Sad_Model3_1Female_1WC_2Old.mp4
46.434	0.953	rating	0.6966	age	sad	female	WC	old	n/a
46.667	0.719	rating_mouse_trajectory	0.6966	age	sad	female	WC	old	n/a
49.35	1.318	face	n/a	age	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
50.668	1.559	rating	0.2091	age	sad	female	WC	young	n/a
50.952	1.275	rating_mouse_trajectory	0.2091	age	sad	female	WC	young	n/a
54.593	2.044	face	n/a	age	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
56.637	0.84	rating	0.3285	age	pain	male	EA	young	n/a
57.004	0.473	rating_mouse_trajectory	0.3285	age	pain	male	EA	young	n/a
59.564	1.308	face	n/a	age	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
60.872	1.138	rating	0.2961	age	disgust	female	EA	young	n/a
61.156	0.855	rating_mouse_trajectory	0.2961	age	disgust	female	EA	young	n/a
63.8	1.307	face	n/a	age	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
65.107	0.87	rating	0.2071	age	anger	female	WC	young	n/a
65.207	0.77	rating_mouse_trajectory	0.2071	age	anger	female	WC	young	n/a
68.032	1.31	face	n/a	age	happy	female	WC	young	task-faces/1Happy_Model3_1Female_1WC_1Young.mp4
69.342	1.569	rating	0.3689	age	happy	female	WC	young	n/a
69.859	1.052	rating_mouse_trajectory	0.3689	age	happy	female	WC	young	n/a
72.25	1.31	face	n/a	age	anger	female	EA	young	task-faces/5Anger_Model2_1Female_2EA_1Young.mp4
73.56	1.069	rating	0.3467	age	anger	female	EA	young	n/a
73.977	0.652	rating_mouse_trajectory	0.3467	age	anger	female	EA	young	n/a
76.485	2.044	face	n/a	age	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
78.529	1.469	rating	0.2395	age	pleasure	female	WC	young	n/a
78.896	1.102	rating_mouse_trajectory	0.2395	age	pleasure	female	WC	young	n/a
83.45	2.048	face	n/a	age	pleasure	male	African	old	task-faces/8Pleasure_Model5_2Male_3African_2Old.mp4
85.498	1.169	rating	0.7451	age	pleasure	male	African	old	n/a
85.831	0.835	rating_mouse_trajectory	0.7451	age	pleasure	male	African	old	n/a
87.422	2.044	face	n/a	age	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
89.466	1.136	rating	0.3912	age	pleasure	male	EA	young	n/a
89.8	0.802	rating_mouse_trajectory	0.3912	age	pleasure	male	EA	young	n/a
92.374	2.044	face	n/a	age	pleasure	male	WC	old	task-faces/8Pleasure_Model1_2Male_1WC_2Old.mp4
94.418	1.019	rating	0.7613	age	pleasure	male	WC	old	n/a
94.701	0.736	rating_mouse_trajectory	0.7613	age	pleasure	male	WC	old	n/a
96.349	1.304	face	n/a	age	anger	male	WC	young	task-faces/5Anger_Model3_2Male_1WC_1Young.mp4
97.653	0.836	rating	0.3629	age	anger	male	WC	young	n/a
97.986	0.502	rating_mouse_trajectory	0.3629	age	anger	male	WC	young	n/a
100.583	1.305	face	n/a	age	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
101.888	1.506	rating	0.7896	age	anger	female	African	old	n/a
102.288	1.106	rating_mouse_trajectory	0.7896	age	anger	female	African	old	n/a
104.812	1.31	face	n/a	age	surprise	female	African	young	task-faces/2Surprise_Model3_1Female_3African_1Young.mp4
106.122	1.688	rating	0.2253	age	surprise	female	African	young	n/a
106.606	1.205	rating_mouse_trajectory	0.2253	age	surprise	female	African	young	n/a
109.047	2.044	face	n/a	age	pain	female	EA	old	task-faces/7Pain_Model5_1Female_2EA_2Old.mp4
111.091	1.22	rating	0.8382	age	pain	female	EA	old	n/a
111.474	0.837	rating_mouse_trajectory	0.8382	age	pain	female	EA	old	n/a
113.015	1.31	face	n/a	age	anger	male	WC	old	task-faces/5Anger_Model5_2Male_1WC_2Old.mp4
114.326	0.902	rating	0.7633	age	anger	male	WC	old	n/a
114.609	0.619	rating_mouse_trajectory	0.7633	age	anger	male	WC	old	n/a
116.25	1.31	face	n/a	age	sad	female	EA	old	task-faces/6Sad_Model2_1Female_2EA_2Old.mp4
117.56	1.135	rating	0.6905	age	sad	female	EA	old	n/a
117.843	0.852	rating_mouse_trajectory	0.6905	age	sad	female	EA	old	n/a
119.484	1.311	face	n/a	age	sad	female	EA	young	task-faces/6Sad_Model4_1Female_2EA_1Young.mp4
120.795	1.653	rating	0.1869	age	sad	female	EA	young	n/a
121.095	1.353	rating_mouse_trajectory	0.1869	age	sad	female	EA	young	n/a
123.719	1.311	face	n/a	age	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
125.03	1.453	rating	0.2456	age	fear	female	African	young	n/a
125.313	1.169	rating_mouse_trajectory	0.2456	age	fear	female	African	young	n/a
127.955	1.31	face	n/a	age	sad	male	EA	old	task-faces/6Sad_Model3_2Male_2EA_2Old.mp4
129.264	1.797	rating	0.7189	age	sad	male	EA	old	n/a
129.464	1.597	rating_mouse_trajectory	0.7189	age	sad	male	EA	old	n/a
132.19	1.31	face	n/a	age	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
133.499	0.829	rating	0.29	age	fear	male	EA	young	n/a
133.783	0.545	rating_mouse_trajectory	0.29	age	fear	male	EA	young	n/a
135.415	2.052	face	n/a	age	pain	female	WC	young	task-faces/7Pain_Model3_1Female_1WC_1Young.mp4
137.467	0.927	rating	0.3062	age	pain	female	WC	young	n/a
137.751	0.643	rating_mouse_trajectory	0.3062	age	pain	female	WC	young	n/a
139.384	2.052	face	n/a	age	pain	male	African	young	task-faces/7Pain_Model5_2Male_3African_1Young.mp4
141.436	1.109	rating	0.3871	age	pain	male	African	young	n/a
141.736	0.809	rating_mouse_trajectory	0.3871	age	pain	male	African	young	n/a
144.367	1.304	face	n/a	age	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
145.671	1.407	rating	0.3285	age	happy	female	African	young	n/a
146.304	0.774	rating_mouse_trajectory	0.3285	age	happy	female	African	young	n/a
147.595	1.31	face	n/a	age	disgust	male	African	old	task-faces/4Disgust_Model4_2Male_3African_2Old.mp4
148.905	1.239	rating	0.7714	age	disgust	male	African	old	n/a
149.205	0.939	rating_mouse_trajectory	0.7714	age	disgust	male	African	old	n/a
150.829	2.044	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
152.873	1.604	rating	0.7755	age	pain	male	WC	old	n/a
153.157	1.321	rating_mouse_trajectory	0.7755	age	pain	male	WC	old	n/a
156.8	1.309	face	n/a	age	happy	female	EA	old	task-faces/1Happy_Model2_1Female_2EA_2Old.mp4
158.109	1.069	rating	0.6966	age	happy	female	EA	old	n/a
158.475	0.702	rating_mouse_trajectory	0.6966	age	happy	female	EA	old	n/a
162.017	1.31	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
163.327	0.969	rating	0.8159	age	disgust	male	WC	old	n/a
163.61	0.685	rating_mouse_trajectory	0.8159	age	disgust	male	WC	old	n/a
168.25	1.313	face	n/a	age	sad	male	WC	old	task-faces/6Sad_Model5_2Male_1WC_2Old.mp4
169.563	1.636	rating	0.6946	age	sad	male	WC	old	n/a
169.896	1.303	rating_mouse_trajectory	0.6946	age	sad	male	WC	old	n/a
172.487	2.044	face	n/a	age	pleasure	female	African	old	task-faces/8Pleasure_Model2_1Female_3African_2Old.mp4
174.531	1.602	rating	0.7654	age	pleasure	female	African	old	n/a
174.631	1.502	rating_mouse_trajectory	0.7654	age	pleasure	female	African	old	n/a
177.456	2.044	face	n/a	age	pain	male	EA	old	task-faces/7Pain_Model2_2Male_2EA_2Old.mp4
179.5	1.561	rating	0.8341	age	pain	male	EA	old	n/a
179.783	1.278	rating_mouse_trajectory	0.8341	age	pain	male	EA	old	n/a
181.416	1.302	face	n/a	age	fear	female	EA	young	task-faces/3Fear_Model5_1Female_2EA_1Young.mp4
182.718	1.843	rating	0.1222	age	fear	female	EA	young	n/a
183.034	1.527	rating_mouse_trajectory	0.1222	age	fear	female	EA	young	n/a
185.643	1.309	face	n/a	age	sad	male	African	old	task-faces/6Sad_Model3_2Male_3African_2Old.mp4
186.953	0.992	rating	0.7735	age	sad	male	African	old	n/a
187.369	0.575	rating_mouse_trajectory	0.7735	age	sad	male	African	old	n/a
188.876	1.311	face	n/a	age	surprise	female	WC	old	task-faces/2Surprise_Model1_1Female_1WC_2Old.mp4
190.187	1.407	rating	0.8119	age	surprise	female	WC	old	n/a
190.47	1.124	rating_mouse_trajectory	0.8119	age	surprise	female	WC	old	n/a
194.112	1.31	face	n/a	age	sad	female	African	young	task-faces/6Sad_Model1_1Female_3African_1Young.mp4
195.422	1.072	rating	0.199	age	sad	female	African	young	n/a
195.789	0.705	rating_mouse_trajectory	0.199	age	sad	female	African	young	n/a
199.351	1.307	face	n/a	age	happy	female	WC	old	task-faces/1Happy_Model3_1Female_1WC_2Old.mp4
200.658	1.753	rating	0.64	age	happy	female	WC	old	n/a
201.358	1.053	rating_mouse_trajectory	0.64	age	happy	female	WC	old	n/a
203.584	1.309	face	n/a	age	happy	male	African	young	task-faces/1Happy_Model2_2Male_3African_1Young.mp4
204.893	0.768	rating	0.3406	age	happy	male	African	young	n/a
205.209	0.452	rating_mouse_trajectory	0.3406	age	happy	male	African	young	n/a
207.818	1.31	face	n/a	age	anger	male	African	young	task-faces/5Anger_Model3_2Male_3African_1Young.mp4
209.128	1.003	rating	0.2941	age	anger	male	African	young	n/a
209.328	0.803	rating_mouse_trajectory	0.2941	age	anger	male	African	young	n/a
212.053	1.31	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
213.362	0.785	rating	0.3811	age	happy	male	WC	young	n/a
213.646	0.502	rating_mouse_trajectory	0.3811	age	happy	male	WC	young	n/a
216.283	1.314	face	n/a	age	happy	female	African	old	task-faces/1Happy_Model2_1Female_3African_2Old.mp4
217.597	0.719	rating	0.729	age	happy	female	African	old	n/a
217.881	0.435	rating_mouse_trajectory	0.729	age	happy	female	African	old	n/a
220.522	1.31	face	n/a	age	surprise	female	WC	young	task-faces/2Surprise_Model1_1Female_1WC_1Young.mp4
221.832	1.136	rating	0.1383	age	surprise	female	WC	young	n/a
222.049	0.919	rating_mouse_trajectory	0.1383	age	surprise	female	WC	young	n/a
224.751	2.05	face	n/a	age	pleasure	female	WC	old	task-faces/8Pleasure_Model4_1Female_1WC_2Old.mp4
226.801	0.911	rating	0.6865	age	pleasure	female	WC	old	n/a
226.851	0.861	rating_mouse_trajectory	0.6865	age	pleasure	female	WC	old	n/a
229.716	1.303	face	n/a	age	disgust	female	EA	old	task-faces/4Disgust_Model4_1Female_2EA_2Old.mp4
231.019	0.892	rating	0.7168	age	disgust	female	EA	old	n/a
231.169	0.742	rating_mouse_trajectory	0.7168	age	disgust	female	EA	old	n/a
232.943	1.311	face	n/a	age	anger	male	EA	old	task-faces/5Anger_Model1_2Male_2EA_2Old.mp4
234.254	0.974	rating	0.6602	age	anger	male	EA	old	n/a
234.687	0.541	rating_mouse_trajectory	0.6602	age	anger	male	EA	old	n/a
236.182	1.306	face	n/a	age	fear	male	EA	old	task-faces/3Fear_Model3_2Male_2EA_2Old.mp4
237.488	1.106	rating	0.2071	age	fear	male	EA	old	n/a
237.955	0.64	rating_mouse_trajectory	0.2071	age	fear	male	EA	old	n/a
241.416	1.307	face	n/a	age	sad	male	EA	young	task-faces/6Sad_Model1_2Male_2EA_1Young.mp4
242.723	1.088	rating	0.1444	age	sad	male	EA	young	n/a
