onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.811	3.114	cue	n/a	n/a	mentalizing	angry	n/a
5.925	5.227	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
11.248	2.655	rating	14.21	Moderate	mentalizing	angry	n/a
12.281	1.622	rating_mouse_trajectory	14.21	Moderate	mentalizing	angry	n/a
16.351	5.568	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
21.985	2.168	rating	12.03	Moderate	mentalizing	angry	n/a
22.885	1.268	rating_mouse_trajectory	12.03	Moderate	mentalizing	angry	n/a
27.059	5.51	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
32.639	2.685	rating	12.48	Moderate	mentalizing	angry	n/a
33.822	1.501	rating_mouse_trajectory	12.48	Moderate	mentalizing	angry	n/a
37.674	3.14	cue	n/a	n/a	likeability	n/a	n/a
40.814	6.848	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
47.728	2.425	rating	43.34	Strong	likeability	n/a	n/a
48.145	2.008	rating_mouse_trajectory	43.34	Strong	likeability	n/a	n/a
52.799	5.8	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
58.682	2.271	rating	52.58	Strong	likeability	n/a	n/a
59.082	1.871	rating_mouse_trajectory	52.58	Strong	likeability	n/a	n/a
63.78	5.173	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
69.019	2.135	rating	2.8	Barely detectable	likeability	n/a	n/a
69.653	1.502	rating_mouse_trajectory	2.8	Barely detectable	likeability	n/a	n/a
74.038	3.169	cue	n/a	n/a	similarity	n/a	n/a
77.206	5.113	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
82.391	1.201	rating	0.0	No sensation	similarity	n/a	n/a
82.958	0.634	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
87.481	6.839	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
94.379	1.591	rating	24.2	Moderate	similarity	n/a	n/a
94.962	1.007	rating_mouse_trajectory	24.2	Moderate	similarity	n/a	n/a
99.52	6.682	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
106.266	1.736	rating	0.7	Barely detectable	similarity	n/a	n/a
107.066	0.936	rating_mouse_trajectory	0.7	Barely detectable	similarity	n/a	n/a
111.285	3.125	cue	n/a	n/a	likeability	n/a	n/a
114.41	6.192	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
120.672	1.284	rating	7.64	Weak	likeability	n/a	n/a
121.322	0.634	rating_mouse_trajectory	7.64	Weak	likeability	n/a	n/a
125.799	5.111	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
130.976	1.251	rating	0.0	No sensation	likeability	n/a	n/a
131.292	0.934	rating_mouse_trajectory	0.0	No sensation	likeability	n/a	n/a
136.085	5.568	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
141.713	1.573	rating	43.23	Strong	likeability	n/a	n/a
142.346	0.94	rating_mouse_trajectory	43.23	Strong	likeability	n/a	n/a
146.732	3.112	cue	n/a	n/a	mentalizing	tired	n/a
149.844	5.292	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
155.201	2.335	rating	11.81	Moderate	mentalizing	tired	n/a
156.251	1.285	rating_mouse_trajectory	11.81	Moderate	mentalizing	tired	n/a
160.311	6.345	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
166.722	2.368	rating	78.69	Very strong	mentalizing	tired	n/a
167.439	1.651	rating_mouse_trajectory	78.69	Very strong	mentalizing	tired	n/a
171.846	5.114	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
177.026	1.601	rating	66.14	Very strong	mentalizing	tired	n/a
177.826	0.801	rating_mouse_trajectory	66.14	Very strong	mentalizing	tired	n/a
182.045	3.133	cue	n/a	n/a	similarity	n/a	n/a
185.178	5.02	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
190.264	1.638	rating	6.26	Weak	similarity	n/a	n/a
190.998	0.905	rating_mouse_trajectory	6.26	Weak	similarity	n/a	n/a
195.355	5.031	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
200.452	1.118	rating	0.23	Barely detectable	similarity	n/a	n/a
200.968	0.601	rating_mouse_trajectory	0.23	Barely detectable	similarity	n/a	n/a
205.52	5.219	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
210.789	1.168	rating	1.46	Barely detectable	similarity	n/a	n/a
211.322	0.634	rating_mouse_trajectory	1.46	Barely detectable	similarity	n/a	n/a
215.807	3.185	cue	n/a	n/a	likeability	n/a	n/a
218.992	6.669	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
225.728	1.151	rating	0.92	Barely detectable	likeability	n/a	n/a
226.361	0.517	rating_mouse_trajectory	0.92	Barely detectable	likeability	n/a	n/a
230.808	5.307	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
236.165	1.804	rating	24.06	Moderate	likeability	n/a	n/a
236.698	1.271	rating_mouse_trajectory	24.06	Moderate	likeability	n/a	n/a
241.239	5.23	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
246.535	2.068	rating	8.62	Weak	likeability	n/a	n/a
246.969	1.634	rating_mouse_trajectory	8.62	Weak	likeability	n/a	n/a
251.571	3.129	cue	n/a	n/a	mentalizing	enjoy	n/a
254.7	5.007	video	n/a	n/a	mentalizing	enjoy	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
259.774	3.051	rating	100.19	Strongest possible	mentalizing	enjoy	n/a
261.19	1.635	rating_mouse_trajectory	100.19	Strongest possible	mentalizing	enjoy	n/a
264.856	6.197	video	n/a	n/a	mentalizing	enjoy	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
271.111	1.925	rating	162.09	Strongest possible	mentalizing	enjoy	n/a
271.828	1.208	rating_mouse_trajectory	162.09	Strongest possible	mentalizing	enjoy	n/a
276.224	5.562	video	n/a	n/a	mentalizing	enjoy	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
281.865	1.854	rating	127.09	Strongest possible	mentalizing	enjoy	n/a
282.399	1.321	rating_mouse_trajectory	127.09	Strongest possible	mentalizing	enjoy	n/a
286.901	3.137	cue	n/a	n/a	similarity	n/a	n/a
290.037	5.183	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
295.287	0.851	rating	2.3	Barely detectable	similarity	n/a	n/a
295.67	0.467	rating_mouse_trajectory	2.3	Barely detectable	similarity	n/a	n/a
300.359	5.399	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
305.824	1.367	rating	0.24	Barely detectable	similarity	n/a	n/a
306.658	0.534	rating_mouse_trajectory	0.24	Barely detectable	similarity	n/a	n/a
310.94	5.555	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
316.562	1.017	rating	20.67	Moderate	similarity	n/a	n/a
317.062	0.517	rating_mouse_trajectory	20.67	Moderate	similarity	n/a	n/a
