onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.811	2.061	face	n/a	age	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
5.872	1.383	rating	0.2091	age	pain	female	African	young	n/a
6.488	0.767	rating_mouse_trajectory	0.2091	age	pain	female	African	young	n/a
7.786	1.32	face	n/a	age	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
9.106	1.75	rating	0.1242	age	fear	female	African	young	n/a
10.19	0.667	rating_mouse_trajectory	0.1242	age	fear	female	African	young	n/a
11.02	1.304	face	n/a	age	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
12.324	1.467	rating	0.0748	age	anger	female	WC	young	n/a
12.774	1.017	rating_mouse_trajectory	0.0748	age	anger	female	WC	young	n/a
15.23	1.312	face	n/a	age	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
16.542	1.667	rating	0.1201	age	happy	female	African	young	n/a
17.009	1.2	rating_mouse_trajectory	0.1201	age	happy	female	African	young	n/a
18.479	2.048	face	n/a	age	pleasure	male	African	young	task-faces/8Pleasure_Model4_2Male_3African_1Young.mp4
20.527	1.083	rating	0.2354	age	pleasure	male	African	young	n/a
21.061	0.55	rating_mouse_trajectory	0.2354	age	pleasure	male	African	young	n/a
26.454	1.309	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
27.763	1.067	rating	0.1404	age	anger	male	EA	young	n/a
28.48	0.35	rating_mouse_trajectory	0.1404	age	anger	male	EA	young	n/a
29.685	1.313	face	n/a	age	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
30.998	1.317	rating	0.1485	age	surprise	male	EA	young	n/a
31.564	0.75	rating_mouse_trajectory	0.1485	age	surprise	male	EA	young	n/a
32.919	1.313	face	n/a	age	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
34.232	1.817	rating	0.1869	age	surprise	male	WC	young	n/a
34.782	1.267	rating_mouse_trajectory	0.1869	age	surprise	male	WC	young	n/a
36.135	1.315	face	n/a	age	sad	female	African	old	task-faces/6Sad_Model5_1Female_3African_2Old.mp4
37.45	0.85	rating	0.3467	age	sad	female	African	old	n/a
37.967	0.333	rating_mouse_trajectory	0.3467	age	sad	female	African	old	n/a
39.371	1.313	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
40.685	0.8	rating	0.5773	age	disgust	male	WC	old	n/a
40.735	0.75	rating_mouse_trajectory	0.5773	age	disgust	male	WC	old	n/a
44.604	2.05	face	n/a	age	pain	male	African	old	task-faces/7Pain_Model3_2Male_3African_2Old.mp4
46.654	1.833	rating	0.5186	age	pain	male	African	old	n/a
47.404	1.083	rating_mouse_trajectory	0.5186	age	pain	male	African	old	n/a
49.569	2.036	face	n/a	age	pleasure	female	African	young	task-faces/8Pleasure_Model4_1Female_3African_1Young.mp4
51.605	1.667	rating	0.2759	age	pleasure	female	African	young	n/a
52.622	0.65	rating_mouse_trajectory	0.2759	age	pleasure	female	African	young	n/a
55.52	2.038	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
57.558	1.6	rating	0.5631	age	pain	male	WC	old	n/a
57.874	1.283	rating_mouse_trajectory	0.5631	age	pain	male	WC	old	n/a
60.479	1.314	face	n/a	age	disgust	male	African	old	task-faces/4Disgust_Model4_2Male_3African_2Old.mp4
