onset	duration	trial_type	response_value	stim_file
2.768	119.118	video	n/a	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
125.554	3.607	rating_relevance	13.33	n/a
128.605	1.638	rating_happy	0.0	n/a
134.707	2.732	rating_sad	63.54	n/a
139.609	2.616	rating_afraid	37.29	n/a
145.278	3.266	rating_disgusted	66.67	n/a
148.495	1.465	rating_warm	0.0	n/a
155.331	3.282	rating_engaged	48.33	n/a
157.084	207.965	video	n/a	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
368.277	3.2	rating_relevance	12.81	n/a
373.096	2.999	rating_happy	37.19	n/a
378.781	3.665	rating_sad	38.54	n/a
382.583	2.45	rating_afraid	0.52	n/a
386.417	1.266	rating_disgusted	0.0	n/a
393.987	3.817	rating_warm	27.6	n/a
396.621	1.433	rating_engaged	31.35	n/a
400.222	203.927	video	n/a	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
607.2	3.018	rating_relevance	11.15	n/a
611.551	2.35	rating_happy	5.94	n/a
615.72	1.5	rating_sad	1.88	n/a
622.522	3.284	rating_afraid	18.75	n/a
626.907	2.65	rating_disgusted	0.0	n/a
631.442	2.166	rating_warm	0.0	n/a
637.444	3.154	rating_engaged	68.33	n/a
639.327	177.521	video	n/a	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
820.829	3.949	rating_relevance	10.83	n/a
825.048	3.149	rating_happy	43.33	n/a
829.333	2.416	rating_sad	42.6	n/a
833.034	1.1	rating_afraid	0.0	n/a
837.436	0.483	rating_disgusted	0.0	n/a
845.305	3.334	rating_warm	58.02	n/a
849.707	2.716	rating_engaged	72.81	n/a
