onset	duration	trial_type	response_value	stim_file
2.783	26.765	video	n/a	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
33.296	3.679	rating_relevance	5.94	n/a
37.014	2.381	rating_happy	2.29	n/a
40.882	1.232	rating_sad	0.0	n/a
47.935	3.266	rating_afraid	40.42	n/a
52.019	2.326	rating_disgusted	8.54	n/a
55.954	1.249	rating_warm	0.0	n/a
61.49	1.766	rating_engaged	65.21	n/a
64.875	71.493	video	n/a	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
138.835	2.432	rating_relevance	51.35	n/a
144.754	3.333	rating_happy	11.04	n/a
147.522	1.083	rating_sad	0.0	n/a
154.091	2.638	rating_afraid	61.15	n/a
157.625	1.156	rating_disgusted	0.0	n/a
163.444	1.952	rating_warm	19.17	n/a
169.58	3.065	rating_engaged	80.52	n/a
171.571	111.128	video	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
286.207	3.473	rating_relevance	21.04	n/a
290.708	2.965	rating_happy	74.48	n/a
294.593	1.833	rating_sad	16.77	n/a
299.628	1.849	rating_afraid	0.1	n/a
304.297	1.499	rating_disgusted	0.0	n/a
309.899	2.083	rating_warm	52.71	n/a
315.834	3.0	rating_engaged	42.29	n/a
317.879	30.569	video	n/a	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
351.398	2.913	rating_relevance	20.1	n/a
356.1	2.6	rating_happy	33.54	n/a
360.568	2.05	rating_sad	1.98	n/a
364.603	1.067	rating_afraid	5.42	n/a
371.555	3.0	rating_disgusted	0.0	n/a
376.307	2.734	rating_warm	16.35	n/a
380.925	2.333	rating_engaged	24.58	n/a
