onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
11.85	22.115	narrative_presentation	n/a	n/a	An enemy loved	forest	Text	task-narratives/Narrative2Situation1.txt
33.965	3.702	rating_feeling	906	496	An enemy loved	forest	Text	n/a
35.531	2.135	feeling_mouse_trajectory	906	496	An enemy loved	forest	Text	n/a
38.012	2.768	rating_expectation	773	536	An enemy loved	forest	Text	n/a
39.495	1.285	expectation_mouse_trajectory	773	536	An enemy loved	forest	Text	n/a
44.078	36.185	narrative_presentation	n/a	n/a	Enmity of kin	forest	Text	task-narratives/Narrative2Situation2.txt
80.263	2.885	rating_feeling	727	551	Enmity of kin	forest	Text	n/a
81.347	1.801	feeling_mouse_trajectory	727	551	Enmity of kin	forest	Text	n/a
84.279	2.485	rating_expectation	639	435	Enmity of kin	forest	Text	n/a
85.395	1.368	expectation_mouse_trajectory	639	435	Enmity of kin	forest	Text	n/a
92.346	9.372	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	forest	Text	task-narratives/Narrative2Situation3.txt
101.719	2.827	rating_feeling	693	537	Necessity of sacrificing loved ones	forest	Text	n/a
102.902	1.643	feeling_mouse_trajectory	693	537	Necessity of sacrificing loved ones	forest	Text	n/a
105.737	2.809	rating_expectation	576	401	Necessity of sacrificing loved ones	forest	Text	n/a
106.637	1.909	expectation_mouse_trajectory	576	401	Necessity of sacrificing loved ones	forest	Text	n/a
112.804	18.426	narrative_presentation	n/a	n/a	Murderous adultury	town	Text	task-narratives/Narrative2Situation4.txt
131.23	2.818	rating_feeling	576	392	Murderous adultury	town	Text	n/a
131.98	2.068	feeling_mouse_trajectory	576	392	Murderous adultury	town	Text	n/a
135.265	3.718	rating_expectation	586	380	Murderous adultury	town	Text	n/a
135.731	3.252	expectation_mouse_trajectory	586	380	Murderous adultury	town	Text	n/a
142.332	16.742	narrative_presentation	n/a	n/a	Daring Enterprise	town	Text	task-narratives/Narrative2Situation5.txt
159.074	3.005	rating_feeling	736	485	Daring Enterprise	town	Text	n/a
160.424	1.655	feeling_mouse_trajectory	736	485	Daring Enterprise	town	Text	n/a
163.095	3.604	rating_expectation	612	381	Daring Enterprise	town	Text	n/a
164.695	2.004	expectation_mouse_trajectory	612	381	Daring Enterprise	town	Text	n/a
169.158	5.688	narrative_presentation	n/a	n/a	Ambition	town	Text	task-narratives/Narrative2Situation6.txt
174.847	2.785	rating_feeling	553	430	Ambition	town	Text	n/a
175.897	1.735	feeling_mouse_trajectory	553	430	Ambition	town	Text	n/a
178.864	2.301	rating_expectation	593	392	Ambition	town	Text	n/a
179.031	2.134	expectation_mouse_trajectory	593	392	Ambition	town	Text	n/a
183.931	19.093	narrative_presentation	n/a	n/a	Mistaken jealousy	hospital	Text	task-narratives/Narrative2Situation7.txt
203.024	3.822	rating_feeling	792	347	Mistaken jealousy	hospital	Text	n/a
203.674	3.172	feeling_mouse_trajectory	792	347	Mistaken jealousy	hospital	Text	n/a
207.045	2.504	rating_expectation	688	401	Mistaken jealousy	hospital	Text	n/a
208.012	1.537	expectation_mouse_trajectory	688	401	Mistaken jealousy	hospital	Text	n/a
214.109	18.093	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative2Situation8.txt
232.202	3.652	rating_feeling	935	480	Discovery of dishonour of loved one	hospital	Text	n/a
233.368	2.485	feeling_mouse_trajectory	935	480	Discovery of dishonour of loved one	hospital	Text	n/a
236.219	2.127	rating_expectation	790	571	Discovery of dishonour of loved one	hospital	Text	n/a
237.136	1.21	expectation_mouse_trajectory	790	571	Discovery of dishonour of loved one	hospital	Text	n/a
243.286	15.411	narrative_presentation	n/a	n/a	Self-sacrifice for an ideal	hospital	Text	task-narratives/Narrative2Situation9.txt
258.697	2.185	rating_feeling	1224	543	Self-sacrifice for an ideal	hospital	Text	n/a
259.397	1.485	feeling_mouse_trajectory	1224	543	Self-sacrifice for an ideal	hospital	Text	n/a
262.712	2.134	rating_expectation	759	579	Self-sacrifice for an ideal	hospital	Text	n/a
264.029	0.818	expectation_mouse_trajectory	759	579	Self-sacrifice for an ideal	hospital	Text	n/a
269.779	10.391	narrative_presentation	n/a	n/a	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
280.171	2.244	rating_feeling	960	707	Supplication	hospital	Text	n/a
284.187	2.109	rating_expectation	960	707	Supplication	hospital	Text	n/a
290.254	14.41	narrative_presentation	n/a	n/a	Madness	hospital	Text	task-narratives/Narrative1Situation2.txt
304.663	1.984	rating_feeling	761	550	Madness	hospital	Text	n/a
305.563	1.084	feeling_mouse_trajectory	761	550	Madness	hospital	Text	n/a
308.679	2.668	rating_expectation	652	480	Madness	hospital	Text	n/a
310.046	1.301	expectation_mouse_trajectory	652	480	Madness	hospital	Text	n/a
313.746	20.779	narrative_presentation	n/a	n/a	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
334.525	3.223	rating_feeling	646	472	Murderous adultury	hospital	Text	n/a
335.575	2.173	feeling_mouse_trajectory	646	472	Murderous adultury	hospital	Text	n/a
338.547	3.205	rating_expectation	813	511	Murderous adultury	hospital	Text	n/a
339.68	2.072	expectation_mouse_trajectory	813	511	Murderous adultury	hospital	Text	n/a
345.641	18.427	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Text	task-narratives/Narrative1Situation4.txt
364.068	3.151	rating_feeling	1076	559	Recovery of a lost one	town	Text	n/a
365.634	1.585	feeling_mouse_trajectory	1076	559	Recovery of a lost one	town	Text	n/a
