onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
7.818	15.336	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
23.154	3.983	rating_feeling	910	627	Necessity of sacrificing loved ones	town	Audio	n/a
25.137	2.0	feeling_mouse_trajectory	910	627	Necessity of sacrificing loved ones	town	Audio	n/a
27.211	3.983	rating_expectation	908	625	Necessity of sacrificing loved ones	town	Audio	n/a
27.945	3.25	expectation_mouse_trajectory	908	625	Necessity of sacrificing loved ones	town	Audio	n/a
34.407	8.781	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
43.188	2.52	rating_feeling	761	591	Abduction	town	Audio	n/a
43.804	1.904	feeling_mouse_trajectory	761	591	Abduction	town	Audio	n/a
47.211	3.236	rating_expectation	854	521	Abduction	town	Audio	n/a
48.394	2.052	expectation_mouse_trajectory	854	521	Abduction	town	Audio	n/a
55.281	22.148	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
77.429	2.557	rating_feeling	729	566	Adultery	town	Audio	n/a
77.729	2.257	feeling_mouse_trajectory	729	566	Adultery	town	Audio	n/a
81.462	2.806	rating_expectation	843	522	Adultery	town	Audio	n/a
82.379	1.889	expectation_mouse_trajectory	843	522	Adultery	town	Audio	n/a
88.547	12.611	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
101.157	3.818	rating_feeling	877	491	Obtaining	city	Audio	n/a
101.891	3.085	feeling_mouse_trajectory	877	491	Obtaining	city	Audio	n/a
105.18	2.752	rating_expectation	776	475	Obtaining	city	Audio	n/a
106.28	1.652	expectation_mouse_trajectory	776	475	Obtaining	city	Audio	n/a
111.256	6.621	narrative_presentation	n/a	n/a	Supplication	city	Audio	task-narratives/Narrative8Situation5.mp3
117.877	3.535	rating_feeling	924	558	Supplication	city	Audio	n/a
118.793	2.618	feeling_mouse_trajectory	924	558	Supplication	city	Audio	n/a
121.907	2.474	rating_expectation	997	582	Supplication	city	Audio	n/a
122.874	1.507	expectation_mouse_trajectory	997	582	Supplication	city	Audio	n/a
128.008	5.978	narrative_presentation	n/a	n/a	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
133.986	2.386	rating_feeling	1113	591	Rivalry of kin	city	Audio	n/a
134.536	1.836	feeling_mouse_trajectory	1113	591	Rivalry of kin	city	Audio	n/a
138.011	2.635	rating_expectation	1114	582	Rivalry of kin	city	Audio	n/a
139.661	0.985	expectation_mouse_trajectory	1114	582	Rivalry of kin	city	Audio	n/a
145.064	10.781	narrative_presentation	n/a	n/a	Recovery of a lost one	beach	Audio	task-narratives/Narrative8Situation7.mp3
155.845	3.302	rating_feeling	849	468	Recovery of a lost one	beach	Audio	n/a
157.029	2.119	feeling_mouse_trajectory	849	468	Recovery of a lost one	beach	Audio	n/a
159.867	3.567	rating_expectation	837	565	Recovery of a lost one	beach	Audio	n/a
161.434	2.0	expectation_mouse_trajectory	837	565	Recovery of a lost one	beach	Audio	n/a
166.939	11.281	narrative_presentation	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
178.219	2.503	rating_feeling	705	548	Rivalry of superior versus inferior	beach	Audio	n/a
178.553	2.17	feeling_mouse_trajectory	705	548	Rivalry of superior versus inferior	beach	Audio	n/a
182.244	3.152	rating_expectation	901	544	Rivalry of superior versus inferior	beach	Audio	n/a
182.677	2.718	expectation_mouse_trajectory	901	544	Rivalry of superior versus inferior	beach	Audio	n/a
189.297	10.11	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	beach	Audio	task-narratives/Narrative8Situation9.mp3
199.407	2.468	rating_feeling	1173	576	Slaying of kin unrecognized	beach	Audio	n/a
199.823	2.051	feeling_mouse_trajectory	1173	576	Slaying of kin unrecognized	beach	Audio	n/a
203.434	2.96	rating_expectation	1260	546	Slaying of kin unrecognized	beach	Audio	n/a
204.417	1.977	expectation_mouse_trajectory	1260	546	Slaying of kin unrecognized	beach	Audio	n/a
209.505	54.282	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
263.787	3.988	rating_feeling	775	524	Deliverance	prison	Audio	n/a
264.187	3.588	feeling_mouse_trajectory	775	524	Deliverance	prison	Audio	n/a
267.81	0.02	rating_expectation	960	707	Deliverance	prison	Audio	n/a
267.877	-0.047	expectation_mouse_trajectory	960	707	Deliverance	prison	Audio	n/a
274.862	5.942	narrative_presentation	n/a	n/a	Adultery	prison	Audio	task-narratives/Narrative7Situation2.mp3
280.804	2.668	rating_feeling	908	622	Adultery	prison	Audio	n/a
281.587	1.885	feeling_mouse_trajectory	908	622	Adultery	prison	Audio	n/a
284.83	2.568	rating_expectation	1003	595	Adultery	prison	Audio	n/a
285.764	1.634	expectation_mouse_trajectory	1003	595	Adultery	prison	Audio	n/a
296.888	7.447	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
304.335	3.189	rating_feeling	786	591	Pursuit	prison	Audio	n/a
304.935	2.589	feeling_mouse_trajectory	786	591	Pursuit	prison	Audio	n/a
308.36	2.705	rating_expectation	745	559	Pursuit	prison	Audio	n/a
309.56	1.505	expectation_mouse_trajectory	745	559	Pursuit	prison	Audio	n/a
315.429	11.476	narrative_presentation	n/a	n/a	Conflict with a god	park	Audio	task-narratives/Narrative7Situation4.mp3
326.906	3.983	rating_feeling	933	600	Conflict with a god	park	Audio	n/a
327.906	2.983	feeling_mouse_trajectory	933	600	Conflict with a god	park	Audio	n/a
330.931	2.501	rating_expectation	949	575	Conflict with a god	park	Audio	n/a
332.064	1.368	expectation_mouse_trajectory	949	575	Conflict with a god	park	Audio	n/a
339.987	7.978	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
347.965	1.623	rating_feeling	816	632	Recovery of a lost one	park	Audio	n/a
348.298	1.29	feeling_mouse_trajectory	816	632	Recovery of a lost one	park	Audio	n/a
351.994	2.188	rating_expectation	813	570	Recovery of a lost one	park	Audio	n/a
352.81	1.372	expectation_mouse_trajectory	813	570	Recovery of a lost one	park	Audio	n/a
359.063	8.777	narrative_presentation	n/a	n/a	Supplication	park	Audio	task-narratives/Narrative7Situation6.mp3
367.84	2.401	rating_feeling	887	631	Supplication	park	Audio	n/a
368.49	1.751	feeling_mouse_trajectory	887	631	Supplication	park	Audio	n/a
