onset	duration	trial_type	response_value	stim_file
2.767	38.901	video	n/a	task-alignvideo/ses-04_run-02_order-01_content-dogdance.mp4
44.936	3.223	rating_relevance	20.1	n/a
49.404	2.673	rating_happy	78.02	n/a
54.056	2.315	rating_sad	3.44	n/a
58.291	1.532	rating_afraid	0.0	n/a
64.86	3.086	rating_disgusted	3.12	n/a
70.062	3.266	rating_warm	55.83	n/a
75.614	3.8	rating_engaged	53.33	n/a
76.848	74.566	video	n/a	task-alignvideo/ses-04_run-02_order-02_content-littleboat.mp4
154.444	2.997	rating_relevance	7.19	n/a
159.312	2.848	rating_happy	7.81	n/a
163.13	1.649	rating_sad	3.65	n/a
171.016	n/a	rating_afraid	n/a	n/a
176.035	n/a	rating_disgusted	n/a	n/a
181.07	n/a	rating_warm	n/a	n/a
185.439	3.85	rating_engaged	25.1	n/a
186.62	138.888	video	n/a	task-alignvideo/ses-04_run-02_order-03_content-gangan.mp4
328.909	3.359	rating_relevance	24.38	n/a
331.676	1.116	rating_happy	20.21	n/a
336.812	1.232	rating_sad	39.27	n/a
341.58	0.982	rating_afraid	0.0	n/a
347.616	2.0	rating_disgusted	0.0	n/a
355.152	n/a	rating_warm	n/a	n/a
357.319	1.65	rating_engaged	30.31	n/a
360.706	27.041	video	n/a	task-alignvideo/ses-04_run-02_order-04_content-tornado.mp4
390.498	2.71	rating_relevance	12.92	n/a
394.433	1.633	rating_happy	0.0	n/a
400.752	2.934	rating_sad	20.73	n/a
407.338	n/a	rating_afraid	n/a	n/a
409.722	1.867	rating_disgusted	26.35	n/a
414.574	1.705	rating_warm	0.0	n/a
419.693	1.804	rating_engaged	20.73	n/a
