onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.799	3.161	cue	n/a	n/a	similarity	n/a	n/a
5.961	5.562	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
11.603	2.437	rating	39.09	Strong	similarity	n/a	n/a
12.369	1.67	rating_mouse_trajectory	39.09	Strong	similarity	n/a	n/a
16.725	5.332	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
22.123	1.868	rating	15.02	Moderate	similarity	n/a	n/a
22.757	1.235	rating_mouse_trajectory	15.02	Moderate	similarity	n/a	n/a
27.236	4.074	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
31.377	1.601	rating	3.0	Weak	similarity	n/a	n/a
31.91	1.068	rating_mouse_trajectory	3.0	Weak	similarity	n/a	n/a
36.412	3.123	cue	n/a	n/a	mentalizing	remember	n/a
39.535	5.505	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
45.099	4.324	rating	59.62	Strong	mentalizing	remember	n/a
46.815	2.608	rating_mouse_trajectory	59.62	Strong	mentalizing	remember	n/a
50.172	5.218	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
55.469	3.287	rating	5.76	Weak	mentalizing	remember	n/a
57.036	1.721	rating_mouse_trajectory	5.76	Weak	mentalizing	remember	n/a
60.565	5.559	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
66.19	3.419	rating	35.28	Strong	mentalizing	remember	n/a
67.056	2.552	rating_mouse_trajectory	35.28	Strong	mentalizing	remember	n/a
71.208	3.158	cue	n/a	n/a	similarity	n/a	n/a
74.367	5.173	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
79.595	2.028	rating	4.4	Weak	similarity	n/a	n/a
