onset	duration	trial_type	response_value	stim_file_TODO
2.779	148.052	video	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
155.416	4.483	rating_relevance	4.06	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
157.633	1.69	rating_happy	38.96	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
162.985	2.015	rating_sad	0.52	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
168.12	2.132	rating_afraid	8.02	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
173.339	2.325	rating_disgusted	0.62	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
178.424	2.399	rating_warm	48.85	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
183.426	2.383	rating_engaged	100.0	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
186.183	86.593	video	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
275.027	2.212	rating_relevance	65.83	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
279.612	1.783	rating_happy	13.65	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
285.247	2.4	rating_sad	21.98	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
290.416	2.55	rating_afraid	0.52	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
294.451	1.566	rating_disgusted	33.23	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
299.369	1.472	rating_warm	56.15	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
306.089	3.17	rating_engaged	100.0	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
307.98	196.696	video	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
507.88	3.172	rating_relevance	55.31	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
511.448	1.722	rating_happy	10.31	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
517.117	2.382	rating_sad	6.88	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
521.919	2.166	rating_afraid	1.98	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
526.637	1.866	rating_disgusted	1.56	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
531.339	1.549	rating_warm	45.1	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
536.141	1.332	rating_engaged	66.15	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
539.853	35.155	video	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
578.057	3.016	rating_relevance	18.85	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
581.908	1.849	rating_happy	16.98	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
589.594	n/a	rating_sad	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
590.211	0.099	rating_afraid	0.0	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
598.564	3.433	rating_disgusted	2.29	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
601.649	1.499	rating_warm	23.85	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
606.567	1.399	rating_engaged	45.94	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
