onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.83	3.332	cue	n/a	n/a	mentalizing	remember	n/a
6.162	5.231	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
11.5	4.667	rating	9.91	Weak	mentalizing	remember	n/a
12.416	3.75	rating_mouse_trajectory	9.91	Weak	mentalizing	remember	n/a
16.763	5.558	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
22.387	3.923	rating	17.44	Moderate	mentalizing	remember	n/a
23.354	2.956	rating_mouse_trajectory	17.44	Moderate	mentalizing	remember	n/a
27.492	5.501	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
33.058	2.436	rating	91.58	Very-strong	mentalizing	remember	n/a
33.991	1.502	rating_mouse_trajectory	91.58	Very-strong	mentalizing	remember	n/a
38.11	3.13	cue	n/a	n/a	similarity	n/a	n/a
41.24	6.19	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
47.496	2.851	rating	12.63	Moderate	similarity	n/a	n/a
48.13	2.218	rating_mouse_trajectory	12.63	Moderate	similarity	n/a	n/a
52.582	5.302	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
57.95	2.852	rating	63.22	Strong	similarity	n/a	n/a
58.184	2.618	rating_mouse_trajectory	63.22	Strong	similarity	n/a	n/a
63.064	5.796	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
68.921	3.039	rating	52.33	Strong	similarity	n/a	n/a
69.638	2.322	rating_mouse_trajectory	52.33	Strong	similarity	n/a	n/a
73.956	3.154	cue	n/a	n/a	likeability	n/a	n/a
77.11	5.333	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
82.509	2.135	rating	94.94	Very-strong	likeability	n/a	n/a
83.159	1.485	rating_mouse_trajectory	94.94	Very-strong	likeability	n/a	n/a
87.62	5.01	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
92.697	2.133	rating	90.0	Very-strong	likeability	n/a	n/a
94.83	0.0	rating_mouse_trajectory	90.0	Very-strong	likeability	n/a	n/a
97.774	5.394	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
103.234	2.776	rating	23.68	Moderate	likeability	n/a	n/a
103.734	2.276	rating_mouse_trajectory	23.68	Moderate	likeability	n/a	n/a
108.252	3.144	cue	n/a	n/a	similarity	n/a	n/a
111.397	5.559	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
117.022	1.638	rating	12.48	Moderate	similarity	n/a	n/a
117.322	1.338	rating_mouse_trajectory	12.48	Moderate	similarity	n/a	n/a
122.136	5.324	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
127.526	2.501	rating	16.01	Moderate	similarity	n/a	n/a
128.393	1.634	rating_mouse_trajectory	16.01	Moderate	similarity	n/a	n/a
132.637	4.077	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
136.78	1.834	rating	52.24	Strong	similarity	n/a	n/a
137.78	0.834	rating_mouse_trajectory	52.24	Strong	similarity	n/a	n/a
141.815	3.177	cue	n/a	n/a	mentalizing	danger	n/a
144.992	5.117	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
150.168	3.958	rating	59.2	Strong	mentalizing	danger	n/a
151.251	2.875	rating_mouse_trajectory	59.2	Strong	mentalizing	danger	n/a
155.25	5.306	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
160.622	2.021	rating	12.78	Moderate	mentalizing	danger	n/a
160.989	1.654	rating_mouse_trajectory	12.78	Moderate	mentalizing	danger	n/a
165.739	6.337	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
172.143	3.702	rating	132.54	Strongest-possible	mentalizing	danger	n/a
172.926	2.918	rating_mouse_trajectory	132.54	Strongest-possible	mentalizing	danger	n/a
177.178	3.148	cue	n/a	n/a	likeability	n/a	n/a
180.326	5.555	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
185.948	2.084	rating	61.49	Strong	likeability	n/a	n/a
186.615	1.418	rating_mouse_trajectory	61.49	Strong	likeability	n/a	n/a
191.054	5.048	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
196.169	2.858	rating	2.99	Barely-detectable	likeability	n/a	n/a
197.069	1.958	rating_mouse_trajectory	2.99	Barely-detectable	likeability	n/a	n/a
201.284	5.009	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
206.356	3.654	rating	57.69	Strong	likeability	n/a	n/a
207.606	2.404	rating_mouse_trajectory	57.69	Strong	likeability	n/a	n/a
211.391	3.156	cue	n/a	n/a	similarity	n/a	n/a
214.547	6.832	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
221.445	1.751	rating	23.68	Moderate	similarity	n/a	n/a
222.011	1.184	rating_mouse_trajectory	23.68	Moderate	similarity	n/a	n/a
226.589	6.671	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
233.316	4.817	rating	8.64	Weak	similarity	n/a	n/a
235.932	2.2	rating_mouse_trajectory	8.64	Weak	similarity	n/a	n/a
238.452	5.118	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
243.636	1.89	rating	2.8	Barely-detectable	similarity	n/a	n/a
244.253	1.273	rating_mouse_trajectory	2.8	Barely-detectable	similarity	n/a	n/a
248.671	3.129	cue	n/a	n/a	mentalizing	tired	n/a
251.801	6.192	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
258.058	4.635	rating	2.1	Barely-detectable	mentalizing	tired	n/a
259.892	2.802	rating_mouse_trajectory	2.1	Barely-detectable	mentalizing	tired	n/a
263.317	5.562	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
268.946	4.052	rating	5.3	Weak	mentalizing	tired	n/a
270.029	2.968	rating_mouse_trajectory	5.3	Weak	mentalizing	tired	n/a
274.05	5.01	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
279.116	2.968	rating	4.38	Weak	mentalizing	tired	n/a
279.916	2.168	rating_mouse_trajectory	4.38	Weak	mentalizing	tired	n/a
284.151	3.162	cue	n/a	n/a	likeability	n/a	n/a
287.314	4.079	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
291.454	2.022	rating	129.9	Strongest-possible	likeability	n/a	n/a
291.771	1.706	rating_mouse_trajectory	129.9	Strongest-possible	likeability	n/a	n/a
296.526	5.5	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
302.091	1.685	rating	31.56	Strong	likeability	n/a	n/a
302.191	1.585	rating_mouse_trajectory	31.56	Strong	likeability	n/a	n/a
307.208	6.351	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
313.629	1.968	rating	25.53	Moderate	likeability	n/a	n/a
314.029	1.568	rating_mouse_trajectory	25.53	Moderate	likeability	n/a	n/a
318.664	3.148	cue	n/a	n/a	mentalizing	heights	n/a
321.812	5.014	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
326.884	4.983	rating	24.59	Moderate	mentalizing	heights	n/a
331.351	0.517	rating_mouse_trajectory	24.59	Moderate	mentalizing	heights	n/a
331.987	5.839	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
337.888	2.388	rating	8.24	Weak	mentalizing	heights	n/a
339.621	0.655	rating_mouse_trajectory	8.24	Weak	mentalizing	heights	n/a
342.992	5.184	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
348.259	1.701	rating	4.17	Weak	mentalizing	heights	n/a
349.175	0.784	rating_mouse_trajectory	4.17	Weak	mentalizing	heights	n/a
353.294	3.14	cue	n/a	n/a	likeability	n/a	n/a
356.434	6.843	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
363.331	1.904	rating	43.03	Strong	likeability	n/a	n/a
363.731	1.504	rating_mouse_trajectory	43.03	Strong	likeability	n/a	n/a
368.408	5.802	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
374.268	3.041	rating	51.06	Strong	likeability	n/a	n/a
374.718	2.591	rating_mouse_trajectory	51.06	Strong	likeability	n/a	n/a
