onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.854	3.141	cue	n/a	n/a	mentalizing	remember	n/a
5.995	5.229	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
11.34	3.285	rating	9.5	Weak	mentalizing	remember	n/a
12.107	2.519	rating_mouse_trajectory	9.5	Weak	mentalizing	remember	n/a
16.568	5.511	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
22.161	3.009	rating	61.86	Strong	mentalizing	remember	n/a
22.828	2.343	rating_mouse_trajectory	61.86	Strong	mentalizing	remember	n/a
27.318	5.569	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
32.965	2.705	rating	25.92	Moderate	mentalizing	remember	n/a
33.415	2.255	rating_mouse_trajectory	25.92	Moderate	mentalizing	remember	n/a
38.017	3.17	cue	n/a	n/a	similarity	n/a	n/a
41.187	5.567	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
46.837	2.002	rating	47.87	Strong	similarity	n/a	n/a
47.454	1.385	rating_mouse_trajectory	47.87	Strong	similarity	n/a	n/a
51.986	5.339	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
57.424	2.618	rating	10.62	Moderate	similarity	n/a	n/a
57.824	2.218	rating_mouse_trajectory	10.62	Moderate	similarity	n/a	n/a
62.603	4.092	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
66.778	2.569	rating	2.09	Barely detectable	similarity	n/a	n/a
67.111	2.236	rating_mouse_trajectory	2.09	Barely detectable	similarity	n/a	n/a
71.813	3.157	cue	n/a	n/a	likeability	n/a	n/a
74.97	5.567	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
80.616	2.237	rating	21.42	Moderate	likeability	n/a	n/a
81.45	1.404	rating_mouse_trajectory	21.42	Moderate	likeability	n/a	n/a
85.749	5.022	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
90.853	2.151	rating	30.64	Strong	likeability	n/a	n/a
91.82	1.185	rating_mouse_trajectory	30.64	Strong	likeability	n/a	n/a
95.971	5.053	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
101.091	1.813	rating	49.89	Strong	likeability	n/a	n/a
101.391	1.513	rating_mouse_trajectory	49.89	Strong	likeability	n/a	n/a
106.126	3.165	cue	n/a	n/a	mentalizing	danger	n/a
109.291	6.363	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
115.729	3.425	rating	32.45	Strong	mentalizing	danger	n/a
115.779	3.375	rating_mouse_trajectory	32.45	Strong	mentalizing	danger	n/a
120.821	5.299	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
126.2	2.304	rating	11.5	Moderate	mentalizing	danger	n/a
127.0	1.504	rating_mouse_trajectory	11.5	Moderate	mentalizing	danger	n/a
131.359	5.129	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
136.571	2.835	rating	60.04	Strong	mentalizing	danger	n/a
137.437	1.968	rating_mouse_trajectory	60.04	Strong	mentalizing	danger	n/a
141.606	3.131	cue	n/a	n/a	likeability	n/a	n/a
144.737	5.506	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
150.309	2.395	rating	50.77	Strong	likeability	n/a	n/a
