onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file
299.841	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a
299.841	0.3	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a
317.631	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a
317.631	0.3	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a
335.521	2.101	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a
335.521	0.3	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a
356.996	2.101	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a
356.996	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a
374.836	2.101	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a
374.836	0.3	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a
393.526	2.084	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a
393.526	0.3	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a
411.733	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a
411.733	0.3	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a
429.806	2.101	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a
429.806	0.3	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a
447.33	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a
447.33	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a
466.387	2.101	tomspunt	pressing button?	block_question_presentation	n/a	n/a	n/a	n/a
466.387	0.3	tomspunt	pressing button?	block_question_presentation	n/a	n/a	n/a	n/a
483.91	2.101	tomspunt	looking at camera?	block_question_presentation	n/a	n/a	n/a	n/a
483.91	0.3	tomspunt	looking at camera?	block_question_presentation	n/a	n/a	n/a	n/a
502.867	2.101	tomspunt	self-doubt?	block_question_presentation	n/a	n/a	n/a	n/a
502.867	0.3	tomspunt	self-doubt?	block_question_presentation	n/a	n/a	n/a	n/a
520.39	2.101	tomspunt	self-protection?	block_question_presentation	n/a	n/a	n/a	n/a
520.39	0.3	tomspunt	self-protection?	block_question_presentation	n/a	n/a	n/a	n/a
538.614	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a
538.614	0.3	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a
556.487	2.101	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a
556.487	0.3	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a
578.962	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a
578.962	0.3	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a
