onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
7.806	12.65	narrative_presentation	n/a	n/a	Enmity of kin	prison	Audio	task-narratives/Narrative5Situation1.mp3
20.457	2.422	rating_feeling	840	561	Enmity of kin	prison	Audio	n/a
21.44	1.438	feeling_mouse_trajectory	840	561	Enmity of kin	prison	Audio	n/a
24.498	1.654	rating_expectation	960	612	Enmity of kin	prison	Audio	n/a
24.848	1.304	expectation_mouse_trajectory	960	612	Enmity of kin	prison	Audio	n/a
31.565	28.123	narrative_presentation	n/a	n/a	All sacrificed for passion	prison	Audio	task-narratives/Narrative5Situation2.mp3
59.688	3.074	rating_feeling	684	474	All sacrificed for passion	prison	Audio	n/a
60.138	2.624	feeling_mouse_trajectory	684	474	All sacrificed for passion	prison	Audio	n/a
63.707	1.939	rating_expectation	819	523	All sacrificed for passion	prison	Audio	n/a
64.191	1.456	expectation_mouse_trajectory	819	523	All sacrificed for passion	prison	Audio	n/a
70.782	13.307	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	prison	Audio	task-narratives/Narrative5Situation3.mp3
84.089	2.368	rating_feeling	679	485	Discovery of dishonour of loved one	prison	Audio	n/a
84.506	1.951	feeling_mouse_trajectory	679	485	Discovery of dishonour of loved one	prison	Audio	n/a
88.117	1.801	rating_expectation	663	517	Discovery of dishonour of loved one	prison	Audio	n/a
88.383	1.534	expectation_mouse_trajectory	663	517	Discovery of dishonour of loved one	prison	Audio	n/a
93.17	20.15	narrative_presentation	n/a	n/a	Crimes of love	park	Audio	task-narratives/Narrative5Situation4.mp3
113.321	2.554	rating_feeling	580	384	Crimes of love	park	Audio	n/a
113.721	2.154	feeling_mouse_trajectory	580	384	Crimes of love	park	Audio	n/a
117.346	2.152	rating_expectation	618	420	Crimes of love	park	Audio	n/a
117.813	1.686	expectation_mouse_trajectory	618	420	Crimes of love	park	Audio	n/a
126.399	14.112	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	park	Audio	task-narratives/Narrative5Situation5.mp3
140.512	3.335	rating_feeling	745	490	Necessity of sacrificing loved ones	park	Audio	n/a
141.162	2.685	feeling_mouse_trajectory	745	490	Necessity of sacrificing loved ones	park	Audio	n/a
144.537	2.518	rating_expectation	670	424	Necessity of sacrificing loved ones	park	Audio	n/a
145.137	1.918	expectation_mouse_trajectory	670	424	Necessity of sacrificing loved ones	park	Audio	n/a
151.609	5.48	narrative_presentation	n/a	n/a	Adultery	park	Audio	task-narratives/Narrative5Situation6.mp3
157.088	3.187	rating_feeling	677	489	Adultery	park	Audio	n/a
158.172	2.104	feeling_mouse_trajectory	677	489	Adultery	park	Audio	n/a
161.113	1.653	rating_expectation	716	496	Adultery	park	Audio	n/a
161.413	1.353	expectation_mouse_trajectory	716	496	Adultery	park	Audio	n/a
169.166	20.816	narrative_presentation	n/a	n/a	Revolt	beach	Audio	task-narratives/Narrative5Situation7.mp3
189.982	3.075	rating_feeling	713	509	Revolt	beach	Audio	n/a
190.698	2.359	feeling_mouse_trajectory	713	509	Revolt	beach	Audio	n/a
194.006	1.974	rating_expectation	737	513	Revolt	beach	Audio	n/a
194.356	1.624	expectation_mouse_trajectory	737	513	Revolt	beach	Audio	n/a
201.061	7.278	narrative_presentation	n/a	n/a	An enemy loved	beach	Audio	task-narratives/Narrative5Situation8.mp3
208.339	2.818	rating_feeling	587	377	An enemy loved	beach	Audio	n/a
209.039	2.118	feeling_mouse_trajectory	587	377	An enemy loved	beach	Audio	n/a
212.363	1.734	rating_expectation	572	397	An enemy loved	beach	Audio	n/a
212.696	1.401	expectation_mouse_trajectory	572	397	An enemy loved	beach	Audio	n/a
219.418	37.939	narrative_presentation	n/a	n/a	Mistaken jealousy	beach	Audio	task-narratives/Narrative5Situation9.mp3
257.357	3.702	rating_feeling	1116	561	Mistaken jealousy	beach	Audio	n/a
257.907	3.152	feeling_mouse_trajectory	1116	561	Mistaken jealousy	beach	Audio	n/a
261.381	1.667	rating_expectation	955	588	Mistaken jealousy	beach	Audio	n/a
262.048	1.001	expectation_mouse_trajectory	955	588	Mistaken jealousy	beach	Audio	n/a
267.453	25.971	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Audio	task-narratives/Narrative6Situation1.mp3
293.424	2.303	rating_feeling	656	398	Recovery of a lost one	town	Audio	n/a
293.74	1.987	feeling_mouse_trajectory	656	398	Recovery of a lost one	town	Audio	n/a
297.446	1.168	rating_expectation	962	584	Recovery of a lost one	town	Audio	n/a
297.813	0.802	expectation_mouse_trajectory	962	584	Recovery of a lost one	town	Audio	n/a
304.499	27.969	narrative_presentation	n/a	n/a	The enigma	town	Audio	task-narratives/Narrative6Situation2.mp3
332.469	3.817	rating_feeling	876	467	The enigma	town	Audio	n/a
332.835	3.45	feeling_mouse_trajectory	876	467	The enigma	town	Audio	n/a
336.496	2.237	rating_expectation	829	563	The enigma	town	Audio	n/a
336.529	2.204	expectation_mouse_trajectory	829	563	The enigma	town	Audio	n/a
345.549	11.98	narrative_presentation	n/a	n/a	Revolt	town	Audio	task-narratives/Narrative6Situation3.mp3
357.529	2.134	rating_feeling	843	542	Revolt	town	Audio	n/a
357.829	1.834	feeling_mouse_trajectory	843	542	Revolt	town	Audio	n/a
361.552	1.911	rating_expectation	832	576	Revolt	town	Audio	n/a
361.902	1.561	expectation_mouse_trajectory	832	576	Revolt	town	Audio	n/a
367.606	11.983	narrative_presentation	n/a	n/a	Loss of loved one	swamp	Audio	task-narratives/Narrative6Situation4.mp3
379.589	2.355	rating_feeling	722	476	Loss of loved one	swamp	Audio	n/a
379.906	2.038	feeling_mouse_trajectory	722	476	Loss of loved one	swamp	Audio	n/a
383.612	2.603	rating_expectation	588	373	Loss of loved one	swamp	Audio	n/a
383.646	2.57	expectation_mouse_trajectory	588	373	Loss of loved one	swamp	Audio	n/a
389.665	7.312	narrative_presentation	n/a	n/a	An enemy loved	swamp	Audio	task-narratives/Narrative6Situation5.mp3
396.977	2.968	rating_feeling	608	389	An enemy loved	swamp	Audio	n/a
397.644	2.301	feeling_mouse_trajectory	608	389	An enemy loved	swamp	Audio	n/a
401.0	2.201	rating_expectation	606	356	An enemy loved	swamp	Audio	n/a
401.25	1.951	expectation_mouse_trajectory	606	356	An enemy loved	swamp	Audio	n/a
407.055	10.82	narrative_presentation	n/a	n/a	Daring Enterprise	swamp	Audio	task-narratives/Narrative6Situation6.mp3
417.876	2.307	rating_feeling	587	375	Daring Enterprise	swamp	Audio	n/a
418.226	1.957	feeling_mouse_trajectory	587	375	Daring Enterprise	swamp	Audio	n/a
421.913	2.789	rating_expectation	616	348	Daring Enterprise	swamp	Audio	n/a
422.229	2.472	expectation_mouse_trajectory	616	348	Daring Enterprise	swamp	Audio	n/a
430.982	23.283	narrative_presentation	n/a	n/a	Self-sacrifice for kin	city	Audio	task-narratives/Narrative6Situation7.mp3
454.265	2.985	rating_feeling	653	387	Self-sacrifice for kin	city	Audio	n/a
454.582	2.668	feeling_mouse_trajectory	653	387	Self-sacrifice for kin	city	Audio	n/a
458.288	1.818	rating_expectation	790	462	Self-sacrifice for kin	city	Audio	n/a
458.688	1.418	expectation_mouse_trajectory	790	462	Self-sacrifice for kin	city	Audio	n/a
467.347	5.278	narrative_presentation	n/a	n/a	Falling prey to misfortune	city	Audio	task-narratives/Narrative6Situation8.mp3
472.625	3.703	rating_feeling	728	458	Falling prey to misfortune	city	Audio	n/a
473.758	2.57	feeling_mouse_trajectory	728	458	Falling prey to misfortune	city	Audio	n/a
476.646	1.552	rating_expectation	653	407	Falling prey to misfortune	city	Audio	n/a
476.996	1.202	expectation_mouse_trajectory	653	407	Falling prey to misfortune	city	Audio	n/a
484.7	9.314	narrative_presentation	n/a	n/a	Madness	city	Audio	task-narratives/Narrative6Situation9.mp3
494.014	2.451	rating_feeling	634	338	Madness	city	Audio	n/a
494.347	2.118	feeling_mouse_trajectory	634	338	Madness	city	Audio	n/a
498.036	2.218	rating_expectation	613	349	Madness	city	Audio	n/a
498.336	1.918	expectation_mouse_trajectory	613	349	Madness	city	Audio	n/a
