onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.825	26.001	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Audio	task-narratives/Narrative6Situation1.mp3
30.826	2.39	rating_feeling	1008	522	Recovery of a lost one	town	Audio	n/a
31.476	1.74	feeling_mouse_trajectory	1008	522	Recovery of a lost one	town	Audio	n/a
34.857	2.705	rating_expectation	795	552	Recovery of a lost one	town	Audio	n/a
36.24	1.322	expectation_mouse_trajectory	795	552	Recovery of a lost one	town	Audio	n/a
41.941	27.986	narrative_presentation	n/a	n/a	The enigma	town	Audio	task-narratives/Narrative6Situation2.mp3
69.927	2.309	rating_feeling	1028	576	The enigma	town	Audio	n/a
70.66	1.576	feeling_mouse_trajectory	1028	576	The enigma	town	Audio	n/a
73.955	2.574	rating_expectation	598	431	The enigma	town	Audio	n/a
75.321	1.207	expectation_mouse_trajectory	598	431	The enigma	town	Audio	n/a
83.037	11.978	narrative_presentation	n/a	n/a	Revolt	town	Audio	task-narratives/Narrative6Situation3.mp3
95.015	1.751	rating_feeling	690	569	Revolt	town	Audio	n/a
95.365	1.401	feeling_mouse_trajectory	690	569	Revolt	town	Audio	n/a
99.04	1.518	rating_expectation	584	460	Revolt	town	Audio	n/a
99.524	1.035	expectation_mouse_trajectory	584	460	Revolt	town	Audio	n/a
105.095	11.977	narrative_presentation	n/a	n/a	Loss of loved one	swamp	Audio	task-narratives/Narrative6Situation4.mp3
117.072	3.275	rating_feeling	671	557	Loss of loved one	swamp	Audio	n/a
118.055	2.292	feeling_mouse_trajectory	671	557	Loss of loved one	swamp	Audio	n/a
121.099	1.79	rating_expectation	615	457	Loss of loved one	swamp	Audio	n/a
121.799	1.09	expectation_mouse_trajectory	615	457	Loss of loved one	swamp	Audio	n/a
127.17	7.312	narrative_presentation	n/a	n/a	An enemy loved	swamp	Audio	task-narratives/Narrative6Situation5.mp3
134.482	1.935	rating_feeling	739	511	An enemy loved	swamp	Audio	n/a
135.215	1.201	feeling_mouse_trajectory	739	511	An enemy loved	swamp	Audio	n/a
138.505	2.485	rating_expectation	552	452	An enemy loved	swamp	Audio	n/a
138.971	2.018	expectation_mouse_trajectory	552	452	An enemy loved	swamp	Audio	n/a
