onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.824	54.295	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
59.119	3.8	rating_feeling	768	586	Deliverance	prison	Audio	n/a
60.552	2.367	feeling_mouse_trajectory	768	586	Deliverance	prison	Audio	n/a
63.179	3.933	rating_expectation	832	624	Deliverance	prison	Audio	n/a
64.546	2.567	expectation_mouse_trajectory	832	624	Deliverance	prison	Audio	n/a
70.327	5.945	narrative_presentation	n/a	n/a	Adultery	prison	Audio	task-narratives/Narrative7Situation2.mp3
76.272	3.65	rating_feeling	1159	577	Adultery	prison	Audio	n/a
77.189	2.733	feeling_mouse_trajectory	1159	577	Adultery	prison	Audio	n/a
80.312	3.983	rating_expectation	1110	589	Adultery	prison	Audio	n/a
81.879	2.417	expectation_mouse_trajectory	1110	589	Adultery	prison	Audio	n/a
92.385	7.468	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
99.854	3.933	rating_feeling	1137	596	Pursuit	prison	Audio	n/a
100.887	2.9	feeling_mouse_trajectory	1137	596	Pursuit	prison	Audio	n/a
103.896	3.633	rating_expectation	1137	600	Pursuit	prison	Audio	n/a
103.946	3.583	expectation_mouse_trajectory	1137	600	Pursuit	prison	Audio	n/a
110.976	11.479	narrative_presentation	n/a	n/a	Conflict with a god	park	Audio	task-narratives/Narrative7Situation4.mp3
122.454	3.633	rating_feeling	1100	560	Conflict with a god	park	Audio	n/a
123.504	2.583	feeling_mouse_trajectory	1100	560	Conflict with a god	park	Audio	n/a
126.478	2.433	rating_expectation	804	593	Conflict with a god	park	Audio	n/a
126.545	2.367	expectation_mouse_trajectory	804	593	Conflict with a god	park	Audio	n/a
135.556	8.003	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
143.558	2.983	rating_feeling	765	609	Recovery of a lost one	park	Audio	n/a
144.042	2.5	feeling_mouse_trajectory	765	609	Recovery of a lost one	park	Audio	n/a
147.597	3.067	rating_expectation	740	594	Recovery of a lost one	park	Audio	n/a
148.247	2.417	expectation_mouse_trajectory	740	594	Recovery of a lost one	park	Audio	n/a
154.692	8.78	narrative_presentation	n/a	n/a	Supplication	park	Audio	task-narratives/Narrative7Situation6.mp3
163.471	3.05	rating_feeling	1106	596	Supplication	park	Audio	n/a
164.255	2.267	feeling_mouse_trajectory	1106	596	Supplication	park	Audio	n/a
167.496	1.483	rating_expectation	777	580	Supplication	park	Audio	n/a
168.096	0.883	expectation_mouse_trajectory	777	580	Supplication	park	Audio	n/a
176.549	16.646	narrative_presentation	n/a	n/a	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
193.195	3.033	rating_feeling	755	618	Involuntary crimes of love	hospital	Audio	n/a
193.978	2.25	feeling_mouse_trajectory	755	618	Involuntary crimes of love	hospital	Audio	n/a
197.228	3.783	rating_expectation	804	595	Involuntary crimes of love	hospital	Audio	n/a
199.911	1.1	expectation_mouse_trajectory	804	595	Involuntary crimes of love	hospital	Audio	n/a
203.309	8.784	narrative_presentation	n/a	n/a	An enemy loved	hospital	Audio	task-narratives/Narrative7Situation8.mp3
212.094	1.85	rating_feeling	778	615	An enemy loved	hospital	Audio	n/a
212.844	1.1	feeling_mouse_trajectory	778	615	An enemy loved	hospital	Audio	n/a
216.112	1.6	rating_expectation	782	596	An enemy loved	hospital	Audio	n/a
216.629	1.083	expectation_mouse_trajectory	782	596	An enemy loved	hospital	Audio	n/a
222.166	7.993	narrative_presentation	n/a	n/a	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
230.16	3.65	rating_feeling	1161	561	Ambition	hospital	Audio	n/a
230.66	3.15	feeling_mouse_trajectory	1161	561	Ambition	hospital	Audio	n/a
234.185	2.65	rating_expectation	1171	558	Ambition	hospital	Audio	n/a
234.752	2.083	expectation_mouse_trajectory	1171	558	Ambition	hospital	Audio	n/a
243.258	15.315	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
258.572	1.95	rating_feeling	742	583	Necessity of sacrificing loved ones	town	Audio	n/a
259.122	1.4	feeling_mouse_trajectory	742	583	Necessity of sacrificing loved ones	town	Audio	n/a
262.596	2.317	rating_expectation	765	562	Necessity of sacrificing loved ones	town	Audio	n/a
263.213	1.7	expectation_mouse_trajectory	765	562	Necessity of sacrificing loved ones	town	Audio	n/a
269.651	8.777	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
278.428	2.483	rating_feeling	729	573	Abduction	town	Audio	n/a
278.845	2.067	feeling_mouse_trajectory	729	573	Abduction	town	Audio	n/a
282.453	1.6	rating_expectation	733	546	Abduction	town	Audio	n/a
283.07	0.983	expectation_mouse_trajectory	733	546	Abduction	town	Audio	n/a
290.525	22.148	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
312.673	3.7	rating_feeling	1104	564	Adultery	town	Audio	n/a
