onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
54.919	1.017	memory	dummy	study_dummy	n/a	task-memory/obj123goat.png	n/a	n/a
56.969	1.017	memory	dummy	study_dummy	n/a	task-memory/obj124grapes.png	n/a	n/a
59.004	1.017	memory	dummy	study_dummy	n/a	task-memory/obj268sink.png	n/a	n/a
71.091	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.152	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.212	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.273	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.819	2.0	memory	test	test_old	incorrect	task-memory/obj038broom.png	n/a	n/a
191.37	2.0	memory	test	test_new	correct	task-memory/obj086door.png	n/a	n/a
194.221	2.0	memory	test	test_old	incorrect	task-memory/obj325vest.png	n/a	n/a
197.088	1.085	memory	test	test_new	incorrect	task-memory/obj036bread.png	old	n/a
199.956	1.35	memory	test	test_old	incorrect	task-memory/obj029bomb.png	new	n/a
202.69	1.072	memory	test	test_old	correct	task-memory/obj278snowman.png	old	n/a
205.642	1.259	memory	test	test_old	incorrect	task-memory/obj031book.png	new	n/a
208.459	1.553	memory	test	test_new	correct	task-memory/obj158knight.png	new	n/a
211.327	0.933	memory	test	test_new	correct	task-memory/obj206panda.png	new	n/a
214.195	1.505	memory	test	test_old	correct	task-memory/obj171lizard.png	old	n/a
216.862	1.616	memory	test	test_old	correct	task-memory/obj284spoon.png	old	n/a
219.847	2.0	memory	test	test_old	incorrect	task-memory/obj301thimble.png	n/a	n/a
222.865	1.177	memory	test	test_new	correct	task-memory/obj289submarine.png	new	n/a
225.482	1.456	memory	test	test_old	correct	task-memory/obj001accordion.png	old	n/a
228.333	2.0	memory	test	test_old	incorrect	task-memory/obj043cage.png	n/a	n/a
231.134	1.099	memory	test	test_new	correct	task-memory/obj299tent.png	new	n/a
234.052	1.353	memory	test	test_new	correct	task-memory/obj052carrot.png	new	n/a
236.67	0.959	memory	test	test_old	correct	task-memory/obj120glasses.png	old	n/a
239.337	2.0	memory	test	test_new	correct	task-memory/obj319typewriter.png	n/a	n/a
241.905	0.984	memory	test	test_old	correct	task-memory/obj270skeleton.png	old	n/a
244.839	2.0	memory	test	test_new	correct	task-memory/obj307tomato.png	n/a	n/a
247.407	2.0	memory	test	test_old	incorrect	task-memory/obj106flashlight.png	n/a	n/a
250.358	2.0	memory	test	test_old	incorrect	task-memory/obj231pumpkin.png	n/a	n/a
253.393	0.919	memory	test	test_new	correct	task-memory/obj144hose.png	new	n/a
256.227	2.0	memory	test	test_new	correct	task-memory/obj132hanger.png	n/a	n/a
259.078	2.0	memory	test	test_old	incorrect	task-memory/obj265shoe.png	n/a	n/a
262.046	2.0	memory	test	test_new	correct	task-memory/obj104fish.png	n/a	n/a
264.83	2.0	memory	test	test_new	correct	task-memory/obj073crackers.png	n/a	n/a
267.481	2.0	memory	test	test_old	incorrect	task-memory/obj141hoof.png	n/a	n/a
270.082	2.0	memory	test	test_old	incorrect	task-memory/obj251rose.png	n/a	n/a
272.733	2.0	memory	test	test_new	correct	task-memory/obj074cross.png	n/a	n/a
275.734	1.214	memory	test	test_new	correct	task-memory/obj207pants.png	new	n/a
278.352	1.115	memory	test	test_new	correct	task-memory/obj208paper.png	new	n/a
280.936	0.985	memory	test	test_new	correct	task-memory/obj173lock.png	new	n/a
283.554	2.0	memory	test	test_new	correct	task-memory/obj022bell.png	n/a	n/a
286.255	1.249	memory	test	test_old	incorrect	task-memory/obj017barbecue.png	new	n/a
288.989	1.469	memory	test	test_old	correct	task-memory/obj230priest.png	old	n/a
291.874	2.0	memory	test	test_old	incorrect	task-memory/obj234queen.png	n/a	n/a
294.908	2.0	memory	test	test_new	correct	task-memory/obj210peacock.png	n/a	n/a
297.659	2.0	memory	test	test_new	correct	task-memory/obj181microphone.png	n/a	n/a
308.246	1.017	memory	dummy	study_dummy	n/a	task-memory/obj021bed.png	n/a	n/a
310.281	1.017	memory	dummy	study_dummy	n/a	task-memory/obj062cigarette.png	n/a	n/a
312.315	1.034	memory	dummy	study_dummy	n/a	task-memory/obj193needle.png	n/a	n/a
314.365	1.034	memory	study	study	n/a	task-memory/obj059chicken.png	n/a	n/a
316.416	1.017	memory	study	study	n/a	task-memory/obj338whistle.png	n/a	n/a
318.467	1.017	memory	study	study	n/a	task-memory/obj137helicopter.png	n/a	n/a
320.501	1.017	memory	study	study	n/a	task-memory/obj279sock.png	n/a	n/a
322.535	1.017	memory	study	study	n/a	task-memory/obj177map.png	n/a	n/a
324.586	1.017	memory	study	study	n/a	task-memory/obj117ghost.png	n/a	n/a
326.637	1.017	memory	study	study	n/a	task-memory/obj080diaper.png	n/a	n/a
328.671	1.017	memory	study	study	n/a	task-memory/obj217piano.png	n/a	n/a
330.705	1.017	memory	study	study	n/a	task-memory/obj143horse.png	n/a	n/a
332.739	1.017	memory	study	study	n/a	task-memory/obj188mountain.png	n/a	n/a
334.773	1.017	memory	study	study	n/a	task-memory/obj023belt.png	n/a	n/a
336.807	1.017	memory	study	study	n/a	task-memory/obj189mouse.png	n/a	n/a
338.841	1.017	memory	study	study	n/a	task-memory/obj030bone.png	n/a	n/a
340.875	1.017	memory	study	study	n/a	task-memory/obj149jacket.png	n/a	n/a
342.909	1.017	memory	study	study	n/a	task-memory/obj115funnel.png	n/a	n/a
344.943	1.017	memory	study	study	n/a	task-memory/obj087dragon.png	n/a	n/a
346.978	1.017	memory	study	study	n/a	task-memory/obj246rockingchair.png	n/a	n/a
349.012	1.017	memory	study	study	n/a	task-memory/obj107flower.png	n/a	n/a
351.046	1.017	memory	study	study	n/a	task-memory/obj111fork.png	n/a	n/a
353.08	1.017	memory	study	study	n/a	task-memory/obj253saddle.png	n/a	n/a
355.114	1.017	memory	dummy	study_dummy	n/a	task-memory/obj277snake.png	n/a	n/a
357.148	1.017	memory	dummy	study_dummy	n/a	task-memory/obj288strawberry.png	n/a	n/a
359.182	1.034	memory	dummy	study_dummy	n/a	task-memory/obj320umbrella.png	n/a	n/a
371.353	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
399.43	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
427.491	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
455.551	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
488.931	2.0	memory	test	test_old	incorrect	task-memory/obj137helicopter.png	n/a	n/a
491.782	2.0	memory	test	test_new	correct	task-memory/obj191mushroom.png	n/a	n/a
494.583	2.0	memory	test	test_new	correct	task-memory/obj013balloon.png	n/a	n/a
497.484	2.0	memory	test	test_new	correct	task-memory/obj045camel.png	n/a	n/a
500.068	2.0	memory	test	test_new	correct	task-memory/obj327volcano.png	n/a	n/a
502.636	2.0	memory	test	test_new	correct	task-memory/obj114frog.png	n/a	n/a
505.303	2.0	memory	test	test_old	incorrect	task-memory/obj087dragon.png	n/a	n/a
507.888	2.0	memory	test	test_old	incorrect	task-memory/obj080diaper.png	n/a	n/a
510.572	2.0	memory	test	test_old	incorrect	task-memory/obj338whistle.png	n/a	n/a
513.49	2.0	memory	test	test_old	incorrect	task-memory/obj023belt.png	n/a	n/a
516.041	2.0	memory	test	test_new	correct	task-memory/obj098fan.png	n/a	n/a
518.608	2.0	memory	test	test_new	correct	task-memory/obj263seahorse.png	n/a	n/a
521.326	2.0	memory	test	test_old	incorrect	task-memory/obj149jacket.png	n/a	n/a
524.277	2.0	memory	test	test_old	incorrect	task-memory/obj117ghost.png	n/a	n/a
526.995	2.0	memory	test	test_old	incorrect	task-memory/obj189mouse.png	n/a	n/a
529.612	2.0	memory	test	test_new	correct	task-memory/obj047can.png	n/a	n/a
532.28	2.0	memory	test	test_new	correct	task-memory/obj321unicorn.png	n/a	n/a
534.831	2.0	memory	test	test_new	correct	task-memory/obj063city.png	n/a	n/a
537.399	2.0	memory	test	test_old	incorrect	task-memory/obj279sock.png	n/a	n/a
540.05	2.0	memory	test	test_new	correct	task-memory/obj064clock.png	n/a	n/a
542.984	2.0	memory	test	test_old	incorrect	task-memory/obj217piano.png	n/a	n/a
545.968	2.0	memory	test	test_old	incorrect	task-memory/obj143horse.png	n/a	n/a
548.77	2.0	memory	test	test_old	incorrect	task-memory/obj059chicken.png	n/a	n/a
551.471	2.0	memory	test	test_old	incorrect	task-memory/obj177map.png	n/a	n/a
554.505	2.0	memory	test	test_old	incorrect	task-memory/obj111fork.png	n/a	n/a
557.439	2.0	memory	test	test_new	correct	task-memory/obj249rooster.png	n/a	n/a
560.24	2.0	memory	test	test_old	incorrect	task-memory/obj030bone.png	n/a	n/a
562.875	2.0	memory	test	test_old	incorrect	task-memory/obj115funnel.png	n/a	n/a
565.642	2.0	memory	test	test_new	correct	task-memory/obj238rain.png	n/a	n/a
568.193	2.0	memory	test	test_old	incorrect	task-memory/obj107flower.png	n/a	n/a
570.794	2.0	memory	test	test_old	incorrect	task-memory/obj246rockingchair.png	n/a	n/a
573.579	2.0	memory	test	test_new	correct	task-memory/obj272skunk.png	n/a	n/a
576.38	1.726	memory	test	test_new	incorrect	task-memory/obj199onion.png	old	n/a
579.198	1.053	memory	test	test_new	incorrect	task-memory/obj084dolphin.png	old	n/a
581.849	1.272	memory	test	test_new	incorrect	task-memory/obj236raccoon.png	old	n/a
584.383	1.199	memory	test	test_new	correct	task-memory/obj331watermelon.png	new	n/a
586.984	1.71	memory	test	test_old	correct	task-memory/obj188mountain.png	old	n/a
590.052	1.191	memory	test	test_new	incorrect	task-memory/obj344worm.png	old	n/a
592.736	0.005	memory	test	test_new	incorrect	task-memory/obj332well.png	old	n/a
595.337	1.454	memory	test	test_old	correct	task-memory/obj253saddle.png	old	n/a
