onset	duration	event_type	value	response_accuracy	stim_file
12.0529680156708	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
100.569418897629	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
159.591500988007	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
218.613583078384	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
248.124624958038	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
336.674422016144	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
395.696503629684	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
425.207544794083	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
513.740669002533	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
572.762752285004	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
41.5473363304138	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
71.058377494812	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
130.080460300446	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
189.102542390823	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
277.635666360855	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
307.146707286835	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
366.185463180542	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
454.718585958481	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
484.229628076553	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
543.251709690094	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
23.0237393283844	2.78877067565918	response	falsebelief	correct	tomsaxe/2b_question.txt
111.55686258316	3.27457761764526	response	falsebelief	correct	tomsaxe/4b_question.txt
170.578944673538	2.72144150733948	response	falsebelief	correct	tomsaxe/1b_question.txt
229.601027479172	3.64166259765625	response	falsebelief	correct	tomsaxe/3b_question.txt
259.112068881989	2.41899728775024	response	falsebelief	correct	tomsaxe/10b_question.txt
347.661866178513	3.51053786277771	response	falsebelief	correct	tomsaxe/9b_question.txt
406.683948030472	2.88908505439758	response	falsebelief	correct	tomsaxe/6b_question.txt
436.194988956451	5.74709701538086	response	falsebelief	correct	tomsaxe/7b_question.txt
524.728113164902	4.00935101509094	response	falsebelief	correct	tomsaxe/8b_question.txt
583.750195493698	2.28692555427551	response	falsebelief	incorrect	tomsaxe/5b_question.txt
52.5347790622711	3.65841102600098	response	falsephoto	correct	tomsaxe/2p_question.txt
82.0458218955994	4.26244425773621	response	falsephoto	correct	tomsaxe/4p_question.txt
141.067903747559	4.85330033302307	response	falsephoto	correct	tomsaxe/1p_question.txt
200.089985837936	3.30687022209167	response	falsephoto	correct	tomsaxe/3p_question.txt
288.623110284805	2.37703084945679	response	falsephoto	correct	tomsaxe/10p_question.txt
318.134150495529	2.4494616985321	response	falsephoto	correct	tomsaxe/9p_question.txt
377.172906866074	3.69136428833008	response	falsephoto	correct	tomsaxe/6p_question.txt
465.706030359268	1.48308062553406	response	falsephoto	correct	tomsaxe/7p_question.txt
495.217071523666	2.087566614151	response	falsephoto	correct	tomsaxe/8p_question.txt
554.239153614044	2.37591242790222	response	falsephoto	correct	tomsaxe/5p_question.txt
