onset	duration	trial_type	response_value	stim_file_TODO
2.766	105.978	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
111.794	3.016	rating_relevance	53.33	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
115.429	1.633	rating_happy	49.79	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
120.298	1.483	rating_sad	11.25	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
124.849	1.016	rating_afraid	2.5	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
130.135	1.283	rating_disgusted	4.58	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
135.603	1.738	rating_warm	65.31	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
140.572	1.686	rating_engaged	65.83	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
143.923	74.828	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
220.502	1.718	rating_relevance	27.6	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
225.904	2.104	rating_happy	44.58	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
229.772	0.953	rating_sad	7.92	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
234.924	1.082	rating_afraid	1.15	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
241.259	2.4	rating_disgusted	3.85	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
245.661	1.784	rating_warm	61.46	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
250.713	1.817	rating_engaged	59.79	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
253.928	196.914	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
452.822	1.95	rating_relevance	1.98	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
458.14	2.249	rating_happy	3.33	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
462.008	1.099	rating_sad	5.94	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
467.144	1.217	rating_afraid	32.08	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
472.729	1.783	rating_disgusted	13.85	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
477.231	1.266	rating_warm	5.0	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
481.916	0.933	rating_engaged	11.77	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
