onset	duration	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
7.05094003677368	0.2	invalid_cue	incorrect	right	n/a	n/a	1
7.26768708229065	n/a	target_response	incorrect	right	left	n/a	1
10.5522458553314	0.2	valid_cue	incorrect	right	n/a	n/a	2
10.7523198127747	n/a	target_response	incorrect	right	right	n/a	2
13.6200556755066	0.2	invalid_cue	correct	right	n/a	n/a	3
13.8201313018799	0.616838693618774	target_response	correct	right	left	left	3
16.7879030704498	0.2	valid_cue	correct	right	n/a	n/a	4
16.9879784584045	0.647637605667114	target_response	correct	right	right	right	4
20.0557897090912	0.2	invalid_cue	correct	left	n/a	n/a	5
20.2558643817902	0.563194751739502	target_response	correct	left	right	right	5
23.5237493515015	0.2	valid_cue	correct	right	n/a	n/a	6
23.7238235473633	0.591238498687744	target_response	correct	right	right	right	6
30.9932019710541	0.2	valid_cue	correct	left	n/a	n/a	7
31.1932752132416	0.506263971328735	target_response	correct	left	left	left	7
36.1617958545685	0.2	valid_cue	incorrect	right	n/a	n/a	8
36.3618702888489	0.0199348926544189	target_response	incorrect	right	right	left	8
39.2296068668365	0.2	valid_cue	correct	left	n/a	n/a	9
39.4296803474426	0.492817640304565	target_response	correct	left	left	left	9
46.699059009552	0.2	invalid_cue	correct	left	n/a	n/a	10
46.8991317749023	0.491627216339111	target_response	correct	left	right	right	10
50.3670938014984	0.2	invalid_cue	correct	right	n/a	n/a	11
50.5671675205231	0.471727609634399	target_response	correct	right	left	left	11
54.5353138446808	0.2	invalid_cue	correct	left	n/a	n/a	12
54.7353889942169	0.475285053253174	target_response	correct	left	right	right	12
62.0047664642334	0.2	valid_cue	correct	right	n/a	n/a	13
62.2048408985138	0.518711090087891	target_response	correct	right	right	right	13
65.0725767612457	0.2	invalid_cue	correct	right	n/a	n/a	14
65.2726516723633	0.514978408813477	target_response	correct	right	left	left	14
68.240424156189	0.2	valid_cue	correct	left	n/a	n/a	15
68.4404990673065	0.564835071563721	target_response	correct	left	left	left	15
71.3082354068756	0.2	valid_cue	correct	left	n/a	n/a	16
71.5083105564117	0.492421627044678	target_response	correct	left	left	left	16
76.9770169258118	0.2	invalid_cue	correct	left	n/a	n/a	17
77.1770918369293	0.485530138015747	target_response	correct	left	right	right	17
80.0448279380798	0.2	invalid_cue	correct	left	n/a	n/a	18
80.2449016571045	0.500022411346436	target_response	correct	left	right	right	18
87.5142793655396	0.2	invalid_cue	correct	right	n/a	n/a	19
87.7143542766571	0.398546695709229	target_response	correct	right	left	left	19
94.9837322235107	0.2	invalid_cue	correct	right	n/a	n/a	20
95.1838068962097	0.386792182922363	target_response	correct	right	left	left	20
98.3516550064087	0.2	invalid_cue	correct	right	n/a	n/a	21
98.5517282485962	0.406927824020386	target_response	correct	right	left	left	21
101.519501686096	0.2	valid_cue	correct	right	n/a	n/a	22
101.719576358795	0.544561624526978	target_response	correct	right	right	right	22
104.58731341362	0.2	invalid_cue	correct	right	n/a	n/a	23
104.787387371063	0.430376768112183	target_response	correct	right	left	left	23
113.657362699509	0.2	valid_cue	correct	left	n/a	n/a	24
113.85743689537	0.345871210098267	target_response	correct	left	left	left	24
118.425806760788	0.2	valid_cue	correct	left	n/a	n/a	25
118.625882148743	0.39018702507019	target_response	correct	left	left	left	25
125.895260095596	0.2	valid_cue	correct	left	n/a	n/a	26
126.095333337784	0.759987831115723	target_response	correct	left	left	left	26
131.864150762558	0.2	valid_cue	correct	left	n/a	n/a	27
132.064226865768	0.289467096328735	target_response	correct	left	left	left	27
139.333604812622	0.2	valid_cue	correct	right	n/a	n/a	28
139.533678770065	0.497803211212158	target_response	correct	right	right	right	28
143.301750183105	0.2	valid_cue	correct	left	n/a	n/a	29
143.501824855804	0.334693193435669	target_response	correct	left	left	left	29
147.169859170914	0.2	invalid_cue	correct	left	n/a	n/a	30
147.369934797287	0.641593217849731	target_response	correct	left	right	right	30
152.838640213013	0.2	valid_cue	correct	left	n/a	n/a	31
153.038714885712	0.602832078933716	target_response	correct	left	left	left	31
160.308092355728	0.2	invalid_cue	correct	left	n/a	n/a	32
160.508167743683	0.505463361740112	target_response	correct	left	right	right	32
164.476313829422	0.2	valid_cue	correct	right	n/a	n/a	33
164.67638874054	0.65068244934082	target_response	correct	right	right	right	33
168.44446015358	0.2	valid_cue	correct	right	n/a	n/a	34
168.644534826279	0.89886736869812	target_response	correct	right	right	right	34
174.613427639008	0.2	invalid_cue	correct	right	n/a	n/a	35
174.813501358032	0.586382627487183	target_response	correct	right	left	left	35
180.782394647598	0.2	valid_cue	correct	left	n/a	n/a	36
180.982470035553	0.884618043899536	target_response	correct	left	left	left	36
189.352256059647	0.2	invalid_cue	incorrect	left	n/a	n/a	37
189.552331209183	0.0063507556915283	target_response	incorrect	left	right	left	37
193.320403575897	0.2	invalid_cue	correct	right	n/a	n/a	38
193.520479202271	0.421092987060547	target_response	correct	right	left	left	38
200.789855718613	0.2	invalid_cue	correct	left	n/a	n/a	39
200.989930868149	0.507790327072144	target_response	correct	left	right	right	39
