onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
7.051	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	1
7.268	n/a	posner	target_response	incorrect	right	left	n/a	1
10.552	0.2	posner	valid_cue	incorrect	right	n/a	n/a	2
10.752	n/a	posner	target_response	incorrect	right	right	n/a	2
13.62	0.2	posner	invalid_cue	correct	right	n/a	n/a	3
13.82	0.617	posner	target_response	correct	right	left	left	3
16.788	0.2	posner	valid_cue	correct	right	n/a	n/a	4
16.988	0.648	posner	target_response	correct	right	right	right	4
20.056	0.2	posner	invalid_cue	correct	left	n/a	n/a	5
20.256	0.563	posner	target_response	correct	left	right	right	5
23.524	0.2	posner	valid_cue	correct	right	n/a	n/a	6
23.724	0.591	posner	target_response	correct	right	right	right	6
30.993	0.2	posner	valid_cue	correct	left	n/a	n/a	7
31.193	0.506	posner	target_response	correct	left	left	left	7
36.162	0.2	posner	valid_cue	incorrect	right	n/a	n/a	8
36.362	0.02	posner	target_response	incorrect	right	right	left	8
39.23	0.2	posner	valid_cue	correct	left	n/a	n/a	9
39.43	0.493	posner	target_response	correct	left	left	left	9
46.699	0.2	posner	invalid_cue	correct	left	n/a	n/a	10
46.899	0.492	posner	target_response	correct	left	right	right	10
50.367	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
50.567	0.472	posner	target_response	correct	right	left	left	11
54.535	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
54.735	0.475	posner	target_response	correct	left	right	right	12
62.005	0.2	posner	valid_cue	correct	right	n/a	n/a	13
62.205	0.519	posner	target_response	correct	right	right	right	13
65.073	0.2	posner	invalid_cue	correct	right	n/a	n/a	14
65.273	0.515	posner	target_response	correct	right	left	left	14
68.24	0.2	posner	valid_cue	correct	left	n/a	n/a	15
68.44	0.565	posner	target_response	correct	left	left	left	15
71.308	0.2	posner	valid_cue	correct	left	n/a	n/a	16
71.508	0.492	posner	target_response	correct	left	left	left	16
76.977	0.2	posner	invalid_cue	correct	left	n/a	n/a	17
77.177	0.486	posner	target_response	correct	left	right	right	17
80.045	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
80.245	0.5	posner	target_response	correct	left	right	right	18
87.514	0.2	posner	invalid_cue	correct	right	n/a	n/a	19
87.714	0.399	posner	target_response	correct	right	left	left	19
94.984	0.2	posner	invalid_cue	correct	right	n/a	n/a	20
95.184	0.387	posner	target_response	correct	right	left	left	20
98.352	0.2	posner	invalid_cue	correct	right	n/a	n/a	21
98.552	0.407	posner	target_response	correct	right	left	left	21
101.52	0.2	posner	valid_cue	correct	right	n/a	n/a	22
101.72	0.545	posner	target_response	correct	right	right	right	22
104.587	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
104.787	0.43	posner	target_response	correct	right	left	left	23
113.657	0.2	posner	valid_cue	correct	left	n/a	n/a	24
113.857	0.346	posner	target_response	correct	left	left	left	24
118.426	0.2	posner	valid_cue	correct	left	n/a	n/a	25
118.626	0.39	posner	target_response	correct	left	left	left	25
125.895	0.2	posner	valid_cue	correct	left	n/a	n/a	26
126.095	0.76	posner	target_response	correct	left	left	left	26
131.864	0.2	posner	valid_cue	correct	left	n/a	n/a	27
132.064	0.289	posner	target_response	correct	left	left	left	27
139.334	0.2	posner	valid_cue	correct	right	n/a	n/a	28
139.534	0.498	posner	target_response	correct	right	right	right	28
143.302	0.2	posner	valid_cue	correct	left	n/a	n/a	29
143.502	0.335	posner	target_response	correct	left	left	left	29
147.17	0.2	posner	invalid_cue	correct	left	n/a	n/a	30
147.37	0.642	posner	target_response	correct	left	right	right	30
152.839	0.2	posner	valid_cue	correct	left	n/a	n/a	31
153.039	0.603	posner	target_response	correct	left	left	left	31
160.308	0.2	posner	invalid_cue	correct	left	n/a	n/a	32
160.508	0.505	posner	target_response	correct	left	right	right	32
164.476	0.2	posner	valid_cue	correct	right	n/a	n/a	33
164.676	0.651	posner	target_response	correct	right	right	right	33
168.444	0.2	posner	valid_cue	correct	right	n/a	n/a	34
168.645	0.899	posner	target_response	correct	right	right	right	34
174.613	0.2	posner	invalid_cue	correct	right	n/a	n/a	35
174.814	0.586	posner	target_response	correct	right	left	left	35
180.782	0.2	posner	valid_cue	correct	left	n/a	n/a	36
180.982	0.885	posner	target_response	correct	left	left	left	36
189.352	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	37
189.552	0.006	posner	target_response	incorrect	left	right	left	37
193.32	0.2	posner	invalid_cue	correct	right	n/a	n/a	38
193.52	0.421	posner	target_response	correct	right	left	left	38
200.79	0.2	posner	invalid_cue	correct	left	n/a	n/a	39
200.99	0.508	posner	target_response	correct	left	right	right	39
204.158	0.2	posner	valid_cue	correct	right	n/a	n/a	40
204.358	0.452	posner	target_response	correct	right	right	right	40
