onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
7.089	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
7.289	0.55	posner	target_response	correct	left	right	right	1
10.19	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
10.39	0.511	posner	target_response	correct	right	left	left	2
13.975	0.2	posner	valid_cue	correct	left	n/a	n/a	3
14.175	0.822	posner	target_response	correct	left	left	left	3
21.444	0.2	posner	valid_cue	correct	left	n/a	n/a	4
21.644	0.416	posner	target_response	correct	left	left	left	4
24.912	0.2	posner	valid_cue	correct	left	n/a	n/a	5
25.112	0.368	posner	target_response	correct	left	left	left	5
28.297	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
28.497	0.525	posner	target_response	correct	right	left	left	6
36.667	0.2	posner	invalid_cue	correct	right	n/a	n/a	7
36.867	0.399	posner	target_response	correct	right	left	left	7
40.035	0.2	posner	valid_cue	correct	left	n/a	n/a	8
40.235	0.458	posner	target_response	correct	left	left	left	8
43.303	0.2	posner	invalid_cue	correct	left	n/a	n/a	9
43.503	0.506	posner	target_response	correct	left	right	right	9
46.27	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
46.47	0.468	posner	target_response	correct	right	left	left	10
49.538	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
49.738	0.436	posner	target_response	correct	left	right	right	11
52.489	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
52.689	0.449	posner	target_response	correct	right	left	left	12
55.557	0.2	posner	invalid_cue	correct	right	n/a	n/a	13
55.757	0.428	posner	target_response	correct	right	left	left	13
59.425	0.2	posner	invalid_cue	correct	right	n/a	n/a	14
59.625	0.38	posner	target_response	correct	right	left	left	14
63.193	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
63.393	0.381	posner	target_response	correct	right	left	left	15
66.161	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
66.361	0.459	posner	target_response	correct	left	right	right	16
69.229	0.2	posner	valid_cue	correct	right	n/a	n/a	17
69.429	0.491	posner	target_response	correct	right	right	right	17
72.297	0.2	posner	valid_cue	correct	left	n/a	n/a	18
72.497	0.541	posner	target_response	correct	left	left	left	18
82.367	0.2	posner	valid_cue	correct	left	n/a	n/a	19
82.567	0.385	posner	target_response	correct	left	left	left	19
