onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.874	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
7.074	0.499	posner	target_response	correct	left	right	right	1
10.142	0.2	posner	valid_cue	correct	left	n/a	n/a	2
10.342	0.517	posner	target_response	correct	left	left	left	2
13.51	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
13.71	0.469	posner	target_response	correct	left	right	right	3
17.078	0.2	posner	valid_cue	correct	left	n/a	n/a	4
17.278	0.513	posner	target_response	correct	left	left	left	4
20.746	0.2	posner	invalid_cue	correct	right	n/a	n/a	5
20.946	0.57	posner	target_response	correct	right	left	left	5
27.115	0.2	posner	invalid_cue	correct	left	n/a	n/a	6
27.315	0.57	posner	target_response	correct	left	right	right	6
34.985	0.2	posner	valid_cue	correct	left	n/a	n/a	7
35.185	0.644	posner	target_response	correct	left	left	left	7
40.253	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
40.453	0.585	posner	target_response	correct	right	left	left	8
48.423	0.2	posner	valid_cue	correct	right	n/a	n/a	9
48.623	1.284	posner	target_response	correct	right	right	right	9
55.892	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
56.093	0.629	posner	target_response	correct	right	left	left	10
63.262	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	11
63.462	n/a	posner	target_response	incorrect	left	right	n/a	11
66.73	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
66.93	0.432	posner	target_response	correct	right	left	left	12
70.198	0.2	posner	valid_cue	correct	right	n/a	n/a	13
70.398	0.59	posner	target_response	correct	right	right	right	13
73.266	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	14
73.466	n/a	posner	target_response	incorrect	right	left	n/a	14
80.735	0.2	posner	valid_cue	correct	left	n/a	n/a	15
80.935	0.438	posner	target_response	correct	left	left	left	15
84.103	0.2	posner	valid_cue	correct	left	n/a	n/a	16
84.303	0.541	posner	target_response	correct	left	left	left	16
89.872	0.2	posner	valid_cue	incorrect	right	n/a	n/a	17
90.072	n/a	posner	target_response	incorrect	right	right	n/a	17
92.94	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
93.14	1.452	posner	target_response	correct	left	right	right	18
95.907	0.2	posner	valid_cue	correct	left	n/a	n/a	19
96.107	0.445	posner	target_response	correct	left	left	left	19
