onset	duration	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.87415480613708	0.2	invalid_cue	correct	left	n/a	n/a	1
7.07422971725464	0.498604297637939	target_response	correct	left	right	right	1
10.1420397758484	0.2	valid_cue	correct	left	n/a	n/a	2
10.3421149253845	0.517022132873535	target_response	correct	left	left	left	2
13.5099627971649	0.2	invalid_cue	correct	left	n/a	n/a	3
13.7100377082825	0.469296216964722	target_response	correct	left	right	right	3
17.0779595375061	0.2	valid_cue	correct	left	n/a	n/a	4
17.2780344486237	0.513334512710571	target_response	correct	left	left	left	4
20.7459948062897	0.2	invalid_cue	correct	right	n/a	n/a	5
20.9460685253143	0.569663524627686	target_response	correct	right	left	left	5
27.1150357723236	0.2	invalid_cue	correct	left	n/a	n/a	6
27.3151109218597	0.569633960723877	target_response	correct	left	right	right	6
34.984637260437	0.2	valid_cue	correct	left	n/a	n/a	7
35.1847128868103	0.643678188323975	target_response	correct	left	left	left	7
40.2532699108124	0.2	invalid_cue	correct	right	n/a	n/a	8
40.4533438682556	0.584649085998535	target_response	correct	right	left	left	8
48.4229829311371	0.2	valid_cue	correct	right	n/a	n/a	9
48.6230578422546	1.28402423858643	target_response	correct	right	right	right	9
55.8924345970154	0.2	invalid_cue	correct	right	n/a	n/a	10
56.0925097465515	0.629456281661987	target_response	correct	right	left	left	10
63.2618501186371	0.2	invalid_cue	incorrect	left	n/a	n/a	11
63.4619240760803	n/a	target_response	incorrect	left	right	n/a	11
66.7298095226288	0.2	invalid_cue	correct	right	n/a	n/a	12
66.9298844337463	0.432032585144043	target_response	correct	right	left	left	12
70.1977698802948	0.2	valid_cue	correct	right	n/a	n/a	13
70.3978440761566	0.589975833892822	target_response	correct	right	right	right	13
73.26557970047	0.2	invalid_cue	incorrect	right	n/a	n/a	14
73.4656546115875	n/a	target_response	incorrect	right	left	n/a	14
80.7350325584412	0.2	valid_cue	correct	left	n/a	n/a	15
80.9351069927216	0.438046932220459	target_response	correct	left	left	left	15
84.1029558181763	0.2	valid_cue	correct	left	n/a	n/a	16
84.3030300140381	0.540931940078735	target_response	correct	left	left	left	16
