onset	duration	trial_type	response_value	stim_file
2.766	116.372	video	n/a	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
122.58	3.404	rating_relevance	20.0	n/a
128.699	n/a	rating_happy	n/a	n/a
131.317	2.098	rating_sad	25.83	n/a
136.168	1.932	rating_afraid	0.94	n/a
141.204	1.949	rating_disgusted	36.77	n/a
148.056	3.784	rating_warm	35.94	n/a
152.625	3.333	rating_engaged	58.75	n/a
154.322	179.354	video	n/a	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
336.376	2.662	rating_relevance	3.44	n/a
341.428	2.7	rating_happy	36.98	n/a
345.28	1.533	rating_sad	10.73	n/a
350.899	2.138	rating_afraid	4.58	n/a
355.967	2.187	rating_disgusted	27.92	n/a
361.169	2.368	rating_warm	14.9	n/a
366.188	2.365	rating_engaged	76.67	n/a
368.852	26.869	video	n/a	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
399.25	3.496	rating_relevance	20.1	n/a
403.785	3.015	rating_happy	0.1	n/a
408.07	2.282	rating_sad	27.29	n/a
413.472	2.666	rating_afraid	55.83	n/a
417.974	2.15	rating_disgusted	2.4	n/a
423.609	2.767	rating_warm	0.42	n/a
429.595	3.734	rating_engaged	58.85	n/a
430.893	62.859	video	n/a	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
496.503	2.708	rating_relevance	2.6	n/a
501.305	2.499	rating_happy	0.31	n/a
507.324	3.5	rating_sad	52.5	n/a
513.309	4.468	rating_afraid	13.23	n/a
517.344	3.484	rating_disgusted	5.83	n/a
522.212	3.333	rating_warm	0.31	n/a
526.147	2.25	rating_engaged	27.81	n/a
