onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.884	1.346	face	n/a	sex	happy	male	WC	old	task-faces/1Happy_Model3_2Male_1WC_2Old.mp4
5.23	1.833	rating	0.2273	sex	happy	male	WC	old	n/a
6.697	0.367	rating_mouse_trajectory	0.2273	sex	happy	male	WC	old	n/a
7.406	2.059	face	n/a	sex	pleasure	female	EA	young	task-faces/8Pleasure_Model1_1Female_2EA_1Young.mp4
9.465	1.745	rating	0.909	sex	pleasure	female	EA	young	n/a
9.765	1.445	rating_mouse_trajectory	0.909	sex	pleasure	female	EA	young	n/a
11.399	1.317	face	n/a	sex	disgust	male	African	old	task-faces/4Disgust_Model5_2Male_3African_2Old.mp4
12.716	1.87	rating	0.0	sex	disgust	male	African	old	n/a
13.333	1.253	rating_mouse_trajectory	0.0	sex	disgust	male	African	old	n/a
15.697	2.087	face	n/a	sex	pain	male	WC	old	task-faces/7Pain_Model2_2Male_1WC_2Old.mp4
17.785	1.85	rating	0.0959	sex	pain	male	WC	old	n/a
18.135	1.5	rating_mouse_trajectory	0.0959	sex	pain	male	WC	old	n/a
19.715	1.321	face	n/a	sex	anger	male	African	old	task-faces/5Anger_Model3_2Male_3African_2Old.mp4
21.036	1.833	rating	0.7047	sex	anger	male	African	old	n/a
21.269	1.6	rating_mouse_trajectory	0.7047	sex	anger	male	African	old	n/a
26.993	1.329	face	n/a	sex	happy	male	African	young	task-faces/1Happy_Model1_2Male_3African_1Young.mp4
28.322	1.333	rating	0.7249	sex	happy	male	African	young	n/a
28.756	0.9	rating_mouse_trajectory	0.7249	sex	happy	male	African	young	n/a
30.248	1.309	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
31.557	1.87	rating	0.1727	sex	disgust	male	African	young	n/a
31.64	1.787	rating_mouse_trajectory	0.1727	sex	disgust	male	African	young	n/a
33.481	1.31	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
34.791	1.102	rating	0.197	sex	fear	male	African	old	n/a
35.175	0.719	rating_mouse_trajectory	0.197	sex	fear	male	African	old	n/a
36.704	1.306	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
38.009	1.786	rating	0.8625	sex	fear	female	African	young	n/a
38.359	1.436	rating_mouse_trajectory	0.8625	sex	fear	female	African	young	n/a
39.923	1.304	face	n/a	sex	happy	male	EA	young	task-faces/1Happy_Model1_2Male_2EA_1Young.mp4
41.227	1.668	rating	0.2354	sex	happy	male	EA	young	n/a
42.094	0.802	rating_mouse_trajectory	0.2354	sex	happy	male	EA	young	n/a
45.151	1.312	face	n/a	sex	fear	male	WC	old	task-faces/3Fear_Model3_2Male_1WC_2Old.mp4
46.462	1.652	rating	0.108	sex	fear	male	WC	old	n/a
46.996	1.118	rating_mouse_trajectory	0.108	sex	fear	male	WC	old	n/a
49.386	2.045	face	n/a	sex	pain	female	African	young	task-faces/7Pain_Model4_1Female_3African_1Young.mp4
51.431	1.85	rating	0.909	sex	pain	female	African	young	n/a
51.764	1.517	rating_mouse_trajectory	0.909	sex	pain	female	African	young	n/a
55.35	2.05	face	n/a	sex	pain	male	African	young	task-faces/7Pain_Model3_2Male_3African_1Young.mp4
57.4	1.85	rating	0.4357	sex	pain	male	African	young	n/a
58.266	0.983	rating_mouse_trajectory	0.4357	sex	pain	male	African	young	n/a
60.327	1.308	face	n/a	sex	disgust	female	WC	young	task-faces/4Disgust_Model2_1Female_1WC_1Young.mp4
61.635	1.442	rating	0.8362	sex	disgust	female	WC	young	n/a
62.085	0.992	rating_mouse_trajectory	0.8362	sex	disgust	female	WC	young	n/a
64.564	2.039	face	n/a	sex	pain	male	WC	young	task-faces/7Pain_Model4_2Male_1WC_1Young.mp4
