onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
13.951	0.2	posner	valid_cue	correct	right	n/a	n/a	1
14.168	0.643	posner	target_response	correct	right	right	right	1
18.336	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
18.536	0.774	posner	target_response	correct	right	left	left	2
21.704	0.2	posner	valid_cue	correct	left	n/a	n/a	3
21.904	0.522	posner	target_response	correct	left	left	left	3
28.073	0.2	posner	invalid_cue	correct	left	n/a	n/a	4
28.273	0.653	posner	target_response	correct	left	right	right	4
31.441	0.2	posner	valid_cue	correct	right	n/a	n/a	5
31.641	0.586	posner	target_response	correct	right	right	right	5
38.91	0.2	posner	valid_cue	correct	left	n/a	n/a	6
39.11	0.588	posner	target_response	correct	left	left	left	6
42.478	0.2	posner	valid_cue	correct	left	n/a	n/a	7
42.678	0.493	posner	target_response	correct	left	left	left	7
45.746	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
45.946	0.615	posner	target_response	correct	right	left	left	8
49.914	0.2	posner	valid_cue	correct	left	n/a	n/a	9
50.114	0.682	posner	target_response	correct	left	left	left	9
53.182	0.2	posner	valid_cue	correct	left	n/a	n/a	10
53.382	0.457	posner	target_response	correct	left	left	left	10
59.351	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
59.551	0.538	posner	target_response	correct	right	left	left	11
62.919	0.2	posner	valid_cue	correct	right	n/a	n/a	12
63.119	0.592	posner	target_response	correct	right	right	right	12
66.787	0.2	posner	valid_cue	correct	left	n/a	n/a	13
66.987	0.454	posner	target_response	correct	left	left	left	13
70.455	0.2	posner	invalid_cue	correct	left	n/a	n/a	14
70.655	0.518	posner	target_response	correct	left	right	right	14
75.924	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
76.124	0.582	posner	target_response	correct	right	left	left	15
79.192	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
79.392	0.49	posner	target_response	correct	left	right	right	16
85.661	0.2	posner	invalid_cue	correct	left	n/a	n/a	17
85.861	0.57	posner	target_response	correct	left	right	right	17
93.131	0.2	posner	valid_cue	correct	right	n/a	n/a	18
93.331	0.787	posner	target_response	correct	right	right	right	18
98.299	0.2	posner	invalid_cue	correct	right	n/a	n/a	19
98.499	0.517	posner	target_response	correct	right	left	left	19
102.767	0.2	posner	valid_cue	correct	right	n/a	n/a	20
102.968	0.494	posner	target_response	correct	right	right	right	20
110.237	0.2	posner	valid_cue	correct	left	n/a	n/a	21
110.437	0.4	posner	target_response	correct	left	left	left	21
113.705	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
113.905	0.692	posner	target_response	correct	right	left	left	22
117.073	0.2	posner	valid_cue	correct	left	n/a	n/a	23
117.273	1.454	posner	target_response	correct	left	left	left	23
120.241	0.2	posner	valid_cue	correct	right	n/a	n/a	24
120.441	0.472	posner	target_response	correct	right	right	right	24
123.208	0.2	posner	valid_cue	correct	left	n/a	n/a	25
123.408	0.339	posner	target_response	correct	left	left	left	25
130.678	0.2	posner	invalid_cue	correct	right	n/a	n/a	26
130.878	0.469	posner	target_response	correct	right	left	left	26
133.646	0.2	posner	invalid_cue	correct	right	n/a	n/a	27
133.846	0.625	posner	target_response	correct	right	left	left	27
140.415	0.2	posner	valid_cue	correct	right	n/a	n/a	28
140.615	0.475	posner	target_response	correct	right	right	right	28
145.383	0.2	posner	invalid_cue	correct	left	n/a	n/a	29
145.583	0.691	posner	target_response	correct	left	right	right	29
148.651	0.2	posner	invalid_cue	correct	left	n/a	n/a	30
148.851	0.71	posner	target_response	correct	left	right	right	30
151.719	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
151.919	0.684	posner	target_response	correct	left	right	right	31
155.087	0.2	posner	invalid_cue	correct	left	n/a	n/a	32
155.287	0.589	posner	target_response	correct	left	right	right	32
162.556	0.2	posner	valid_cue	correct	left	n/a	n/a	33
162.757	0.511	posner	target_response	correct	left	left	left	33
171.326	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	34
171.526	n/a	posner	target_response	incorrect	left	right	n/a	34
177.695	0.2	posner	valid_cue	correct	right	n/a	n/a	35
177.895	0.533	posner	target_response	correct	right	right	right	35
181.564	0.2	posner	invalid_cue	correct	right	n/a	n/a	36
181.764	0.445	posner	target_response	correct	right	left	left	36
185.832	0.2	posner	valid_cue	correct	left	n/a	n/a	37
186.032	0.544	posner	target_response	correct	left	left	left	37
190.0	0.2	posner	valid_cue	correct	right	n/a	n/a	38
190.2	0.425	posner	target_response	correct	right	right	right	38
193.468	0.2	posner	invalid_cue	correct	left	n/a	n/a	39
193.668	0.465	posner	target_response	correct	left	right	right	39
197.036	0.2	posner	invalid_cue	correct	right	n/a	n/a	40
197.236	0.424	posner	target_response	correct	right	left	left	40
205.606	0.2	posner	valid_cue	correct	right	n/a	n/a	41
205.806	0.405	posner	target_response	correct	right	right	right	41
212.375	0.2	posner	valid_cue	correct	left	n/a	n/a	42
212.575	0.407	posner	target_response	correct	left	left	left	42
215.643	0.2	posner	valid_cue	correct	left	n/a	n/a	43
215.843	0.522	posner	target_response	correct	left	left	left	43
219.411	0.2	posner	valid_cue	correct	left	n/a	n/a	44
219.611	0.386	posner	target_response	correct	left	left	left	44
222.579	0.2	posner	valid_cue	correct	left	n/a	n/a	45
222.779	0.484	posner	target_response	correct	left	left	left	45
225.947	0.2	posner	invalid_cue	correct	right	n/a	n/a	46
226.147	0.583	posner	target_response	correct	right	left	left	46
229.115	0.2	posner	invalid_cue	correct	right	n/a	n/a	47
229.315	0.535	posner	target_response	correct	right	left	left	47
233.183	0.2	posner	invalid_cue	correct	left	n/a	n/a	48
233.383	0.626	posner	target_response	correct	left	right	right	48
237.051	0.2	posner	valid_cue	correct	right	n/a	n/a	49
237.251	0.474	posner	target_response	correct	right	right	right	49
241.819	0.2	posner	invalid_cue	correct	right	n/a	n/a	50
242.019	0.806	posner	target_response	correct	right	left	left	50
245.888	0.2	posner	invalid_cue	correct	left	n/a	n/a	51
246.088	0.503	posner	target_response	correct	left	right	right	51
254.057	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	52
254.257	n/a	posner	target_response	incorrect	left	right	n/a	52
258.025	0.2	posner	invalid_cue	correct	right	n/a	n/a	53
258.225	0.624	posner	target_response	correct	right	left	left	53
262.094	0.2	posner	valid_cue	correct	left	n/a	n/a	54
262.294	0.385	posner	target_response	correct	left	left	left	54
265.361	0.2	posner	valid_cue	correct	left	n/a	n/a	55
265.562	0.318	posner	target_response	correct	left	left	left	55
270.53	0.2	posner	invalid_cue	correct	right	n/a	n/a	56
270.73	0.451	posner	target_response	correct	right	left	left	56
275.198	0.2	posner	invalid_cue	correct	left	n/a	n/a	57
275.399	0.484	posner	target_response	correct	left	right	right	57
278.366	0.2	posner	valid_cue	correct	right	n/a	n/a	58
278.566	0.861	posner	target_response	correct	right	right	right	58
282.535	0.2	posner	invalid_cue	correct	right	n/a	n/a	59
282.735	0.533	posner	target_response	correct	right	left	left	59
286.103	0.2	posner	invalid_cue	correct	left	n/a	n/a	60
286.303	1.059	posner	target_response	correct	left	right	right	60
289.17	0.2	posner	valid_cue	correct	right	n/a	n/a	61
289.37	0.448	posner	target_response	correct	right	right	right	61
292.238	0.2	posner	invalid_cue	correct	right	n/a	n/a	62
292.438	0.375	posner	target_response	correct	right	left	left	62
297.807	0.2	posner	valid_cue	correct	right	n/a	n/a	63
298.007	0.454	posner	target_response	correct	right	right	right	63
301.375	0.2	posner	valid_cue	correct	right	n/a	n/a	64
301.575	0.51	posner	target_response	correct	right	right	right	64
305.243	0.2	posner	valid_cue	correct	right	n/a	n/a	65
305.443	0.757	posner	target_response	correct	right	right	right	65
308.811	0.2	posner	valid_cue	correct	right	n/a	n/a	66
309.011	0.383	posner	target_response	correct	right	right	right	66
311.979	0.2	posner	invalid_cue	correct	right	n/a	n/a	67
312.179	0.764	posner	target_response	correct	right	left	left	67
319.248	0.2	posner	invalid_cue	correct	right	n/a	n/a	68
319.448	0.501	posner	target_response	correct	right	left	left	68
324.417	0.2	posner	invalid_cue	correct	right	n/a	n/a	69
324.617	1.805	posner	target_response	correct	right	left	left	69
330.602	0.2	posner	valid_cue	correct	left	n/a	n/a	70
330.803	0.34	posner	target_response	correct	left	left	left	70
333.97	0.2	posner	invalid_cue	correct	left	n/a	n/a	71
334.17	0.422	posner	target_response	correct	left	right	right	71
345.441	0.2	posner	invalid_cue	correct	left	n/a	n/a	72
345.641	0.64	posner	target_response	correct	left	right	right	72
348.609	0.2	posner	valid_cue	correct	left	n/a	n/a	73
348.809	0.55	posner	target_response	correct	left	left	left	73
351.777	0.2	posner	invalid_cue	correct	left	n/a	n/a	74
351.977	0.404	posner	target_response	correct	left	right	right	74
356.946	0.2	posner	valid_cue	correct	right	n/a	n/a	75
357.146	0.369	posner	target_response	correct	right	right	right	75
360.514	0.2	posner	invalid_cue	correct	left	n/a	n/a	76
360.714	1.444	posner	target_response	correct	left	right	right	76
366.983	0.2	posner	valid_cue	correct	left	n/a	n/a	77
367.183	0.445	posner	target_response	correct	left	left	left	77
370.05	0.2	posner	valid_cue	correct	right	n/a	n/a	78
370.251	0.365	posner	target_response	correct	right	right	right	78
377.12	0.2	posner	valid_cue	correct	right	n/a	n/a	79
377.32	0.482	posner	target_response	correct	right	right	right	79
384.589	0.2	posner	invalid_cue	correct	right	n/a	n/a	80
384.789	0.67	posner	target_response	correct	right	left	left	80
392.059	0.2	posner	invalid_cue	correct	right	n/a	n/a	81
392.259	1.487	posner	target_response	correct	right	left	left	81
395.243	0.2	posner	invalid_cue	correct	left	n/a	n/a	82
395.443	0.613	posner	target_response	correct	left	right	right	82
404.313	0.2	posner	valid_cue	incorrect	left	n/a	n/a	83
404.513	n/a	posner	target_response	incorrect	left	left	n/a	83
411.783	0.2	posner	invalid_cue	correct	right	n/a	n/a	84
411.983	0.537	posner	target_response	correct	right	left	left	84
419.252	0.2	posner	invalid_cue	correct	right	n/a	n/a	85
419.452	0.695	posner	target_response	correct	right	left	left	85
426.722	0.2	posner	valid_cue	correct	right	n/a	n/a	86
426.922	1.16	posner	target_response	correct	right	right	right	86
430.59	0.2	posner	invalid_cue	correct	left	n/a	n/a	87
430.79	0.469	posner	target_response	correct	left	right	right	87
433.858	0.2	posner	valid_cue	incorrect	left	n/a	n/a	88
434.058	n/a	posner	target_response	incorrect	left	left	n/a	88
445.329	0.2	posner	valid_cue	correct	right	n/a	n/a	89
445.529	0.687	posner	target_response	correct	right	right	right	89
448.496	0.2	posner	valid_cue	incorrect	right	n/a	n/a	90
448.696	n/a	posner	target_response	incorrect	right	right	n/a	90
452.465	0.2	posner	valid_cue	correct	left	n/a	n/a	91
452.665	0.346	posner	target_response	correct	left	left	left	91
456.033	0.2	posner	invalid_cue	correct	left	n/a	n/a	92
456.233	0.614	posner	target_response	correct	left	right	right	92
459.3	0.2	posner	valid_cue	incorrect	right	n/a	n/a	93
459.5	n/a	posner	target_response	incorrect	right	right	n/a	93
463.469	0.2	posner	valid_cue	incorrect	left	n/a	n/a	94
463.669	n/a	posner	target_response	incorrect	left	left	n/a	94
466.536	0.2	posner	valid_cue	correct	right	n/a	n/a	95
466.737	0.33	posner	target_response	correct	right	right	right	95
469.804	0.2	posner	valid_cue	correct	left	n/a	n/a	96
470.004	0.331	posner	target_response	correct	left	left	left	96
476.073	0.2	posner	valid_cue	correct	right	n/a	n/a	97
476.273	0.419	posner	target_response	correct	right	right	right	97
483.343	0.2	posner	valid_cue	correct	left	n/a	n/a	98
483.543	0.45	posner	target_response	correct	left	left	left	98
486.711	0.2	posner	valid_cue	correct	left	n/a	n/a	99
486.911	1.663	posner	target_response	correct	left	left	left	99
491.446	0.2	posner	valid_cue	correct	left	n/a	n/a	100
491.646	0.522	posner	target_response	correct	left	left	left	100
497.415	0.2	posner	invalid_cue	correct	left	n/a	n/a	101
497.615	0.585	posner	target_response	correct	left	right	right	101
502.383	0.2	posner	invalid_cue	correct	left	n/a	n/a	102
502.583	0.547	posner	target_response	correct	left	right	right	102
511.153	0.2	posner	invalid_cue	correct	left	n/a	n/a	103
511.353	1.449	posner	target_response	correct	left	right	right	103
515.321	0.2	posner	invalid_cue	correct	left	n/a	n/a	104
515.521	0.486	posner	target_response	correct	left	right	right	104
524.792	0.2	posner	invalid_cue	correct	left	n/a	n/a	105
524.992	0.47	posner	target_response	correct	left	right	right	105
528.059	0.2	posner	invalid_cue	correct	left	n/a	n/a	106
528.259	0.49	posner	target_response	correct	left	right	right	106
531.928	0.2	posner	valid_cue	correct	right	n/a	n/a	107
532.128	0.787	posner	target_response	correct	right	right	right	107
535.796	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	108
535.996	n/a	posner	target_response	incorrect	left	right	n/a	108
542.265	0.2	posner	invalid_cue	correct	right	n/a	n/a	109
542.465	0.587	posner	target_response	correct	right	left	left	109
545.333	0.2	posner	valid_cue	correct	right	n/a	n/a	110
545.533	0.59	posner	target_response	correct	right	right	right	110
548.901	0.2	posner	invalid_cue	correct	right	n/a	n/a	111
549.101	0.387	posner	target_response	correct	right	left	left	111
553.669	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	112
553.869	n/a	posner	target_response	incorrect	right	left	n/a	112
561.138	0.2	posner	invalid_cue	correct	right	n/a	n/a	113
561.338	0.455	posner	target_response	correct	right	left	left	113
567.307	0.2	posner	invalid_cue	correct	left	n/a	n/a	114
567.507	0.439	posner	target_response	correct	left	right	right	114
570.675	0.2	posner	valid_cue	correct	right	n/a	n/a	115
570.875	0.404	posner	target_response	correct	right	right	right	115
574.143	0.2	posner	invalid_cue	correct	right	n/a	n/a	116
574.343	0.527	posner	target_response	correct	right	left	left	116
580.912	0.2	posner	valid_cue	correct	right	n/a	n/a	117
581.113	0.312	posner	target_response	correct	right	right	right	117
583.88	0.2	posner	valid_cue	correct	left	n/a	n/a	118
584.08	0.45	posner	target_response	correct	left	left	left	118
591.35	0.2	posner	valid_cue	correct	left	n/a	n/a	119
591.55	1.645	posner	target_response	correct	left	left	left	119
599.669	0.2	posner	invalid_cue	correct	right	n/a	n/a	120
599.87	0.451	posner	target_response	correct	right	left	left	120
