onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
5.825	10.394	narrative_presentation	n/a	n/a	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
16.219	2.917	rating_feeling	954	673	Supplication	hospital	Text	n/a
17.436	1.7	feeling_mouse_trajectory	954	673	Supplication	hospital	Text	n/a
20.351	2.617	rating_expectation	1110	619	Supplication	hospital	Text	n/a
22.034	0.933	expectation_mouse_trajectory	1110	619	Supplication	hospital	Text	n/a
26.433	14.41	narrative_presentation	n/a	n/a	Madness	hospital	Text	task-narratives/Narrative1Situation2.txt
40.843	2.333	rating_feeling	783	573	Madness	hospital	Text	n/a
41.559	1.617	feeling_mouse_trajectory	783	573	Madness	hospital	Text	n/a
44.86	1.867	rating_expectation	759	555	Madness	hospital	Text	n/a
45.126	1.6	expectation_mouse_trajectory	759	555	Madness	hospital	Text	n/a
49.925	20.778	narrative_presentation	n/a	n/a	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
70.704	3.267	rating_feeling	808	552	Murderous adultury	hospital	Text	n/a
72.354	1.617	feeling_mouse_trajectory	808	552	Murderous adultury	hospital	Text	n/a
74.721	3.917	rating_expectation	778	571	Murderous adultury	hospital	Text	n/a
75.054	3.583	expectation_mouse_trajectory	778	571	Murderous adultury	hospital	Text	n/a
81.82	18.428	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Text	task-narratives/Narrative1Situation4.txt
100.248	2.883	rating_feeling	737	546	Recovery of a lost one	town	Text	n/a
100.865	2.267	feeling_mouse_trajectory	737	546	Recovery of a lost one	town	Text	n/a
104.266	2.4	rating_expectation	713	478	Recovery of a lost one	town	Text	n/a
105.183	1.483	expectation_mouse_trajectory	713	478	Recovery of a lost one	town	Text	n/a
111.331	11.059	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
122.391	1.35	rating_feeling	690	549	Slaying of kin unrecognized	town	Text	n/a
123.091	0.65	feeling_mouse_trajectory	690	549	Slaying of kin unrecognized	town	Text	n/a
126.407	2.883	rating_expectation	1076	551	Slaying of kin unrecognized	town	Text	n/a
127.157	2.133	expectation_mouse_trajectory	1076	551	Slaying of kin unrecognized	town	Text	n/a
131.472	25.13	narrative_presentation	n/a	n/a	An enemy loved	town	Text	task-narratives/Narrative1Situation6.txt
156.602	3.183	rating_feeling	1136	606	An enemy loved	town	Text	n/a
158.269	1.517	feeling_mouse_trajectory	1136	606	An enemy loved	town	Text	n/a
160.62	2.617	rating_expectation	1072	506	An enemy loved	town	Text	n/a
161.237	2.0	expectation_mouse_trajectory	1072	506	An enemy loved	town	Text	n/a
167.686	22.112	narrative_presentation	n/a	n/a	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
189.798	3.983	rating_feeling	1169	500	Fatal imprudence	prison	Text	n/a
190.748	3.033	feeling_mouse_trajectory	1169	500	Fatal imprudence	prison	Text	n/a
193.816	2.383	rating_expectation	1119	451	Fatal imprudence	prison	Text	n/a
193.849	2.35	expectation_mouse_trajectory	1119	451	Fatal imprudence	prison	Text	n/a
198.881	12.392	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	prison	Text	task-narratives/Narrative1Situation8.txt
211.273	2.183	rating_feeling	867	504	Discovery of dishonour of loved one	prison	Text	n/a
212.556	0.9	feeling_mouse_trajectory	867	504	Discovery of dishonour of loved one	prison	Text	n/a
215.29	3.467	rating_expectation	1096	469	Discovery of dishonour of loved one	prison	Text	n/a
