onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
9.964	0.2	posner	valid_cue	correct	right	n/a	n/a	1
10.18	0.534	posner	target_response	correct	right	right	right	1
14.265	0.2	posner	invalid_cue	correct	left	n/a	n/a	2
14.465	0.525	posner	target_response	correct	left	right	right	2
17.333	0.2	posner	valid_cue	correct	right	n/a	n/a	3
17.533	0.48	posner	target_response	correct	right	right	right	3
20.301	0.2	posner	invalid_cue	correct	left	n/a	n/a	4
20.501	0.618	posner	target_response	correct	left	right	right	4
23.469	0.2	posner	valid_cue	correct	right	n/a	n/a	5
23.669	0.829	posner	target_response	correct	right	right	right	5
28.237	0.2	posner	valid_cue	correct	left	n/a	n/a	6
28.437	0.586	posner	target_response	correct	left	left	left	6
31.205	0.2	posner	valid_cue	correct	left	n/a	n/a	7
31.405	0.483	posner	target_response	correct	left	left	left	7
38.674	0.2	posner	valid_cue	correct	right	n/a	n/a	8
38.874	0.583	posner	target_response	correct	right	right	right	8
42.142	0.2	posner	valid_cue	correct	left	n/a	n/a	9
42.342	0.487	posner	target_response	correct	left	left	left	9
45.51	0.2	posner	valid_cue	correct	right	n/a	n/a	10
45.71	0.467	posner	target_response	correct	right	right	right	10
50.279	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
50.479	0.535	posner	target_response	correct	left	right	right	11
53.547	0.2	posner	valid_cue	correct	right	n/a	n/a	12
53.747	0.55	posner	target_response	correct	right	right	right	12
57.415	0.2	posner	invalid_cue	correct	right	n/a	n/a	13
57.615	0.498	posner	target_response	correct	right	left	left	13
60.783	0.2	posner	invalid_cue	correct	left	n/a	n/a	14
60.983	0.492	posner	target_response	correct	left	right	right	14
63.85	0.2	posner	valid_cue	correct	right	n/a	n/a	15
64.051	0.455	posner	target_response	correct	right	right	right	15
67.118	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
67.318	0.59	posner	target_response	correct	left	right	right	16
70.686	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
70.886	0.528	posner	target_response	correct	right	left	left	17
75.955	0.2	posner	valid_cue	correct	left	n/a	n/a	18
76.155	0.465	posner	target_response	correct	left	left	left	18
80.423	0.2	posner	valid_cue	correct	right	n/a	n/a	19
80.623	0.391	posner	target_response	correct	right	right	right	19
87.893	0.2	posner	valid_cue	correct	left	n/a	n/a	20
88.093	0.381	posner	target_response	correct	left	left	left	20
92.661	0.2	posner	valid_cue	correct	left	n/a	n/a	21
92.861	0.388	posner	target_response	correct	left	left	left	21
97.63	0.2	posner	invalid_cue	correct	left	n/a	n/a	22
97.83	0.455	posner	target_response	correct	left	right	right	22
101.598	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
101.798	0.414	posner	target_response	correct	right	left	left	23
106.166	0.2	posner	invalid_cue	correct	right	n/a	n/a	24
106.366	0.462	posner	target_response	correct	right	left	left	24
