onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
7.829	12.647	narrative_presentation	n/a	n/a	Enmity of kin	prison	Audio	task-narratives/Narrative5Situation1.mp3
20.476	2.484	rating_feeling	837	544	Enmity of kin	prison	Audio	n/a
21.459	1.501	feeling_mouse_trajectory	837	544	Enmity of kin	prison	Audio	n/a
24.502	1.568	rating_expectation	1096	591	Enmity of kin	prison	Audio	n/a
24.835	1.234	expectation_mouse_trajectory	1096	591	Enmity of kin	prison	Audio	n/a
31.555	28.105	narrative_presentation	n/a	n/a	All sacrificed for passion	prison	Audio	task-narratives/Narrative5Situation2.mp3
59.659	1.937	rating_feeling	837	544	All sacrificed for passion	prison	Audio	n/a
60.209	1.387	feeling_mouse_trajectory	837	544	All sacrificed for passion	prison	Audio	n/a
63.683	1.952	rating_expectation	1096	591	All sacrificed for passion	prison	Audio	n/a
64.583	1.052	expectation_mouse_trajectory	1096	591	All sacrificed for passion	prison	Audio	n/a
70.736	13.309	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	prison	Audio	task-narratives/Narrative5Situation3.mp3
84.045	2.384	rating_feeling	837	544	Discovery of dishonour of loved one	prison	Audio	n/a
84.911	1.518	feeling_mouse_trajectory	837	544	Discovery of dishonour of loved one	prison	Audio	n/a
88.073	1.634	rating_expectation	1096	591	Discovery of dishonour of loved one	prison	Audio	n/a
88.69	1.017	expectation_mouse_trajectory	1096	591	Discovery of dishonour of loved one	prison	Audio	n/a
93.129	20.146	narrative_presentation	n/a	n/a	Crimes of love	park	Audio	task-narratives/Narrative5Situation4.mp3
113.275	1.401	rating_feeling	837	544	Crimes of love	park	Audio	n/a
113.625	1.051	feeling_mouse_trajectory	837	544	Crimes of love	park	Audio	n/a
117.301	1.634	rating_expectation	1096	591	Crimes of love	park	Audio	n/a
117.568	1.368	expectation_mouse_trajectory	1096	591	Crimes of love	park	Audio	n/a
126.374	14.112	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	park	Audio	task-narratives/Narrative5Situation5.mp3
140.486	1.856	rating_feeling	837	544	Necessity of sacrificing loved ones	park	Audio	n/a
141.086	1.256	feeling_mouse_trajectory	837	544	Necessity of sacrificing loved ones	park	Audio	n/a
144.516	1.555	rating_expectation	1096	591	Necessity of sacrificing loved ones	park	Audio	n/a
144.833	1.238	expectation_mouse_trajectory	1096	591	Necessity of sacrificing loved ones	park	Audio	n/a
151.585	5.473	narrative_presentation	n/a	n/a	Adultery	park	Audio	task-narratives/Narrative5Situation6.mp3
157.059	3.868	rating_feeling	837	544	Adultery	park	Audio	n/a
157.859	3.068	feeling_mouse_trajectory	837	544	Adultery	park	Audio	n/a
161.084	3.101	rating_expectation	1096	591	Adultery	park	Audio	n/a
162.467	1.718	expectation_mouse_trajectory	1096	591	Adultery	park	Audio	n/a
169.14	20.829	narrative_presentation	n/a	n/a	Revolt	beach	Audio	task-narratives/Narrative5Situation7.mp3
189.969	1.588	rating_feeling	837	544	Revolt	beach	Audio	n/a
190.519	1.038	feeling_mouse_trajectory	837	544	Revolt	beach	Audio	n/a
193.999	1.836	rating_expectation	1096	591	Revolt	beach	Audio	n/a
194.333	1.503	expectation_mouse_trajectory	1096	591	Revolt	beach	Audio	n/a
201.052	7.278	narrative_presentation	n/a	n/a	An enemy loved	beach	Audio	task-narratives/Narrative5Situation8.mp3
208.33	1.601	rating_feeling	837	544	An enemy loved	beach	Audio	n/a
208.68	1.251	feeling_mouse_trajectory	837	544	An enemy loved	beach	Audio	n/a
212.353	1.734	rating_expectation	1096	591	An enemy loved	beach	Audio	n/a
212.903	1.184	expectation_mouse_trajectory	1096	591	An enemy loved	beach	Audio	n/a
219.408	37.937	narrative_presentation	n/a	n/a	Mistaken jealousy	beach	Audio	task-narratives/Narrative5Situation9.mp3
257.345	3.135	rating_feeling	837	544	Mistaken jealousy	beach	Audio	n/a
258.895	1.585	feeling_mouse_trajectory	837	544	Mistaken jealousy	beach	Audio	n/a
261.371	3.318	rating_expectation	1096	591	Mistaken jealousy	beach	Audio	n/a
262.171	2.518	expectation_mouse_trajectory	1096	591	Mistaken jealousy	beach	Audio	n/a
267.443	25.983	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Audio	task-narratives/Narrative6Situation1.mp3
293.426	1.838	rating_feeling	837	544	Recovery of a lost one	town	Audio	n/a
293.976	1.288	feeling_mouse_trajectory	837	544	Recovery of a lost one	town	Audio	n/a
297.451	1.434	rating_expectation	1096	591	Recovery of a lost one	town	Audio	n/a
297.868	1.017	expectation_mouse_trajectory	1096	591	Recovery of a lost one	town	Audio	n/a
304.507	27.983	narrative_presentation	n/a	n/a	The enigma	town	Audio	task-narratives/Narrative6Situation2.mp3
332.49	2.401	rating_feeling	837	544	The enigma	town	Audio	n/a
332.756	2.135	feeling_mouse_trajectory	837	544	The enigma	town	Audio	n/a
336.516	3.168	rating_expectation	1096	591	The enigma	town	Audio	n/a
336.616	3.068	expectation_mouse_trajectory	1096	591	The enigma	town	Audio	n/a
345.573	11.993	narrative_presentation	n/a	n/a	Revolt	town	Audio	task-narratives/Narrative6Situation3.mp3
357.566	3.933	rating_feeling	837	544	Revolt	town	Audio	n/a
357.882	3.617	feeling_mouse_trajectory	837	544	Revolt	town	Audio	n/a
361.599	1.857	rating_expectation	1096	591	Revolt	town	Audio	n/a
361.633	1.824	expectation_mouse_trajectory	1096	591	Revolt	town	Audio	n/a
367.68	11.977	narrative_presentation	n/a	n/a	Loss of loved one	swamp	Audio	task-narratives/Narrative6Situation4.mp3
379.657	1.951	rating_feeling	837	544	Loss of loved one	swamp	Audio	n/a
380.157	1.451	feeling_mouse_trajectory	837	544	Loss of loved one	swamp	Audio	n/a
383.684	1.617	rating_expectation	1096	591	Loss of loved one	swamp	Audio	n/a
384.051	1.251	expectation_mouse_trajectory	1096	591	Loss of loved one	swamp	Audio	n/a
389.739	7.309	narrative_presentation	n/a	n/a	An enemy loved	swamp	Audio	task-narratives/Narrative6Situation5.mp3
397.047	3.368	rating_feeling	837	544	An enemy loved	swamp	Audio	n/a
397.914	2.501	feeling_mouse_trajectory	837	544	An enemy loved	swamp	Audio	n/a
401.074	1.709	rating_expectation	1096	591	An enemy loved	swamp	Audio	n/a
401.241	1.543	expectation_mouse_trajectory	1096	591	An enemy loved	swamp	Audio	n/a
407.129	10.819	narrative_presentation	n/a	n/a	Daring Enterprise	swamp	Audio	task-narratives/Narrative6Situation6.mp3
417.947	2.036	rating_feeling	837	544	Daring Enterprise	swamp	Audio	n/a
418.281	1.703	feeling_mouse_trajectory	837	544	Daring Enterprise	swamp	Audio	n/a
421.982	1.435	rating_expectation	1096	591	Daring Enterprise	swamp	Audio	n/a
422.382	1.035	expectation_mouse_trajectory	1096	591	Daring Enterprise	swamp	Audio	n/a
431.041	23.288	narrative_presentation	n/a	n/a	Self-sacrifice for kin	city	Audio	task-narratives/Narrative6Situation7.mp3
454.328	3.756	rating_feeling	837	544	Self-sacrifice for kin	city	Audio	n/a
456.812	1.273	feeling_mouse_trajectory	837	544	Self-sacrifice for kin	city	Audio	n/a
458.366	3.854	rating_expectation	1096	591	Self-sacrifice for kin	city	Audio	n/a
458.933	3.288	expectation_mouse_trajectory	1096	591	Self-sacrifice for kin	city	Audio	n/a
467.435	5.293	narrative_presentation	n/a	n/a	Falling prey to misfortune	city	Audio	task-narratives/Narrative6Situation8.mp3
472.728	2.101	rating_feeling	837	544	Falling prey to misfortune	city	Audio	n/a
473.428	1.401	feeling_mouse_trajectory	837	544	Falling prey to misfortune	city	Audio	n/a
476.752	1.334	rating_expectation	1096	591	Falling prey to misfortune	city	Audio	n/a
477.135	0.951	expectation_mouse_trajectory	1096	591	Falling prey to misfortune	city	Audio	n/a
484.808	9.315	narrative_presentation	n/a	n/a	Madness	city	Audio	task-narratives/Narrative6Situation9.mp3
494.123	1.208	rating_feeling	837	544	Madness	city	Audio	n/a
494.589	0.741	feeling_mouse_trajectory	837	544	Madness	city	Audio	n/a
498.146	2.24	rating_expectation	1096	591	Madness	city	Audio	n/a
498.846	1.54	expectation_mouse_trajectory	1096	591	Madness	city	Audio	n/a
