onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.83	1.323	face	n/a	intensity	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
5.153	1.467	rating	0.3042	intensity	disgust	female	WC	young	n/a
5.536	1.083	rating_mouse_trajectory	0.3042	intensity	disgust	female	WC	young	n/a
7.191	1.313	face	n/a	intensity	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
8.504	0.953	rating	0.5975	intensity	anger	female	WC	old	n/a
8.904	0.553	rating_mouse_trajectory	0.5975	intensity	anger	female	WC	old	n/a
10.445	1.311	face	n/a	intensity	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
11.755	0.885	rating	0.2375	intensity	disgust	male	WC	old	n/a
12.072	0.569	rating_mouse_trajectory	0.2375	intensity	disgust	male	WC	old	n/a
14.697	1.31	face	n/a	intensity	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
16.007	1.419	rating	0.3669	intensity	anger	female	African	old	n/a
16.323	1.102	rating_mouse_trajectory	0.3669	intensity	anger	female	African	old	n/a
17.935	1.307	face	n/a	intensity	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
19.241	0.836	rating	0.4903	intensity	surprise	male	African	young	n/a
19.591	0.486	rating_mouse_trajectory	0.4903	intensity	surprise	male	African	young	n/a
25.191	1.303	face	n/a	intensity	sad	male	WC	young	task-faces/6Sad_Model4_2Male_1WC_1Young.mp4
26.494	1.658	rating	0.0615	intensity	sad	male	WC	young	n/a
26.961	1.191	rating_mouse_trajectory	0.0615	intensity	sad	male	WC	young	n/a
28.418	1.311	face	n/a	intensity	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
29.729	1.257	rating	0.2658	intensity	fear	male	EA	young	n/a
30.362	0.623	rating_mouse_trajectory	0.2658	intensity	fear	male	EA	young	n/a
31.651	1.312	face	n/a	intensity	fear	male	African	old	task-faces/3Fear_Model3_2Male_3African_2Old.mp4
32.963	0.989	rating	0.2678	intensity	fear	male	African	old	n/a
33.38	0.572	rating_mouse_trajectory	0.2678	intensity	fear	male	African	old	n/a
34.885	1.312	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
36.198	1.071	rating	0.5146	intensity	surprise	male	EA	young	n/a
36.531	0.738	rating_mouse_trajectory	0.5146	intensity	surprise	male	EA	young	n/a
38.121	1.311	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
39.432	0.67	rating	0.466	intensity	anger	male	EA	young	n/a
43.356	2.045	face	n/a	intensity	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
45.401	0.968	rating	0.195	intensity	pleasure	female	WC	young	n/a
45.818	0.551	rating_mouse_trajectory	0.195	intensity	pleasure	female	WC	young	n/a
48.324	1.312	face	n/a	intensity	happy	male	African	old	task-faces/1Happy_Model2_2Male_3African_2Old.mp4
49.636	1.619	rating	0.642	intensity	happy	male	African	old	n/a
50.203	1.052	rating_mouse_trajectory	0.642	intensity	happy	male	African	old	n/a
53.557	1.314	face	n/a	intensity	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
54.871	1.152	rating	0.7391	intensity	happy	male	WC	young	n/a
55.238	0.785	rating_mouse_trajectory	0.7391	intensity	happy	male	WC	young	n/a
57.79	1.299	face	n/a	intensity	disgust	male	WC	young	task-faces/4Disgust_Model1_2Male_1WC_1Young.mp4
59.09	1.085	rating	0.1748	intensity	disgust	male	WC	young	n/a
59.39	0.785	rating_mouse_trajectory	0.1748	intensity	disgust	male	WC	young	n/a
61.996	1.312	face	n/a	intensity	fear	female	EA	young	task-faces/3Fear_Model5_1Female_2EA_1Young.mp4
63.308	0.968	rating	0.5085	intensity	fear	female	EA	young	n/a
63.724	0.552	rating_mouse_trajectory	0.5085	intensity	fear	female	EA	young	n/a
66.224	1.302	face	n/a	intensity	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
67.526	1.559	rating	0.2051	intensity	disgust	female	EA	young	n/a
67.926	1.159	rating_mouse_trajectory	0.2051	intensity	disgust	female	EA	young	n/a
70.449	1.312	face	n/a	intensity	disgust	male	African	young	task-faces/4Disgust_Model3_2Male_3African_1Young.mp4
71.761	1.174	rating	0.3143	intensity	disgust	male	African	young	n/a
72.061	0.874	rating_mouse_trajectory	0.3143	intensity	disgust	male	African	young	n/a
74.685	1.311	face	n/a	intensity	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
75.996	1.023	rating	0.0676	intensity	sad	female	WC	young	n/a
76.329	0.69	rating_mouse_trajectory	0.0676	intensity	sad	female	WC	young	n/a
80.92	2.045	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
82.965	0.853	rating	0.3952	intensity	pain	female	African	young	n/a
83.282	0.537	rating_mouse_trajectory	0.3952	intensity	pain	female	African	young	n/a
84.87	1.313	face	n/a	intensity	disgust	female	African	old	task-faces/4Disgust_Model1_1Female_3African_2Old.mp4
86.183	1.437	rating	0.4276	intensity	disgust	female	African	old	n/a
87.1	0.52	rating_mouse_trajectory	0.4276	intensity	disgust	female	African	old	n/a
89.089	2.045	face	n/a	intensity	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
91.135	1.202	rating	0.5469	intensity	pain	male	EA	young	n/a
91.618	0.718	rating_mouse_trajectory	0.5469	intensity	pain	male	EA	young	n/a
93.039	2.047	face	n/a	intensity	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
95.086	1.517	rating	0.5833	intensity	pleasure	male	EA	young	n/a
95.47	1.133	rating_mouse_trajectory	0.5833	intensity	pleasure	male	EA	young	n/a
98.007	1.314	face	n/a	intensity	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
99.321	0.973	rating	0.2941	intensity	fear	female	WC	young	n/a
99.805	0.489	rating_mouse_trajectory	0.2941	intensity	fear	female	WC	young	n/a
102.24	1.3	face	n/a	intensity	happy	female	WC	old	task-faces/1Happy_Model3_1Female_1WC_2Old.mp4
103.539	1.185	rating	0.7613	intensity	happy	female	WC	old	n/a
103.923	0.802	rating_mouse_trajectory	0.7613	intensity	happy	female	WC	old	n/a
106.446	1.311	face	n/a	intensity	fear	male	WC	young	task-faces/3Fear_Model2_2Male_1WC_1Young.mp4
107.758	1.502	rating	0.4822	intensity	fear	male	WC	young	n/a
108.424	0.835	rating_mouse_trajectory	0.4822	intensity	fear	male	WC	young	n/a
109.672	2.054	face	n/a	intensity	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
111.726	0.885	rating	0.7189	intensity	pain	male	WC	old	n/a
112.059	0.552	rating_mouse_trajectory	0.7189	intensity	pain	male	WC	old	n/a
113.639	1.305	face	n/a	intensity	happy	male	African	young	task-faces/1Happy_Model2_2Male_3African_1Young.mp4
114.944	1.025	rating	0.6966	intensity	happy	male	African	young	n/a
115.294	0.675	rating_mouse_trajectory	0.6966	intensity	happy	male	African	young	n/a
116.866	1.312	face	n/a	intensity	fear	male	WC	old	task-faces/3Fear_Model2_2Male_1WC_2Old.mp4
118.178	1.407	rating	0.729	intensity	fear	male	WC	old	n/a
118.578	1.007	rating_mouse_trajectory	0.729	intensity	fear	male	WC	old	n/a
121.102	2.045	face	n/a	intensity	pain	female	African	old	task-faces/7Pain_Model4_1Female_3African_2Old.mp4
123.147	1.072	rating	0.82	intensity	pain	female	African	old	n/a
123.513	0.705	rating_mouse_trajectory	0.82	intensity	pain	female	African	old	n/a
126.071	1.311	face	n/a	intensity	sad	male	WC	old	task-faces/6Sad_Model5_2Male_1WC_2Old.mp4
127.382	1.137	rating	0.1646	intensity	sad	male	WC	old	n/a
127.632	0.887	rating_mouse_trajectory	0.1646	intensity	sad	male	WC	old	n/a
130.306	1.311	face	n/a	intensity	surprise	female	EA	old	task-faces/2Surprise_Model1_1Female_2EA_2Old.mp4
131.617	1.169	rating	0.5328	intensity	surprise	female	EA	old	n/a
131.917	0.869	rating_mouse_trajectory	0.5328	intensity	surprise	female	EA	old	n/a
133.539	1.312	face	n/a	intensity	disgust	male	EA	old	task-faces/4Disgust_Model5_2Male_2EA_2Old.mp4
