onset	duration	question	event_type	participant_response	normative_response	response_accuracy	stim_file
5.016109943389893	n/a	reaching?	how_hand	n/a	yes	incorrect	task-tomspunt/H_007.jpg
7.066879987716675	n/a	reaching?	how_hand	n/a	no	incorrect	task-tomspunt/H_532.jpg
9.100980043411255	1.6272499561309814	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg
11.035039901733398	1.3588600158691406	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg
12.702339887619019	0.028560161590576172	reaching?	how_hand	no	yes	incorrect	task-tomspunt/H_364.jpg
13.035789966583252	0.8920300006866455	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg
14.236249923706055	1.0522899627685547	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg
15.603430032730103	1.1904799938201904	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg
22.556050062179565	1.10440993309021	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
23.973249912261963	0.9543700218200684	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg
25.240390062332153	1.0870699882507324	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg
26.64091992378235	0.8202400207519531	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg
27.7746798992157	0.8197000026702881	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
28.908439874649048	1.1025199890136719	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg
30.325639963150024	0.918720006942749	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
31.55943989753723	0.8850400447845459	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
41.66324996948242	0.884660005569458	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg
42.8636999130249	0.8853199481964111	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg
44.06414985656738	0.71871018409729	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg
45.0978798866272	0.6799201965332031	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg
46.08157992362976	0.8353500366210938	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg
47.23200988769531	0.6516599655151367	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg
48.199049949645996	0.8519299030303955	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg
49.36614990234375	0.9944601058959961	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg
60.62038993835449	0.6686000823974609	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
61.60409998893738	0.6569700241088867	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
62.57113003730774	0.572700023651123	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
63.454789876937866	0.7395801544189453	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
64.50518989562988	0.6392199993133545	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
65.45554995536804	0.7850499153137207	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
66.55595993995667	0.6186199188232422	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
67.48965001106262	0.8046598434448242	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
78.16034007072449	n/a	lifting?	how_hand	n/a	yes	incorrect	task-tomspunt/H_136.jpg
80.19443988800049	0.13435006141662598	lifting?	how_hand	yes	no	incorrect	task-tomspunt/H_038.jpg
80.6446099281311	1.5682599544525146	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg
82.5286500453949	0.7514100074768066	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg
83.59572005271912	0.817969799041748	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg
84.72948002815247	0.681879997253418	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg
85.71318006515503	0.6349999904632568	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg
86.66353988647461	1.2138099670410156	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_170.jpg
100.63546991348267	0.951740026473999	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg
101.90262007713318	0.9420499801635742	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg
103.15309000015259	0.941540002822876	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg
104.403559923172	1.0910699367523193	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg
105.80409002304077	0.8235599994659424	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg
106.93784999847412	0.9353499412536621	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg
108.18831992149353	0.7895400524139404	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg
109.28872990608215	1.018160104751587	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg
118.50886988639832	n/a	proud?	why_face	n/a	yes	incorrect	task-tomspunt/F_598.jpg
