onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.972	1.017	memory	dummy	study_dummy	n/a	task-memory/obj011backpack.png	n/a	n/a
10.006	1.017	memory	dummy	study_dummy	n/a	task-memory/obj019basket.png	n/a	n/a
12.04	1.017	memory	dummy	study_dummy	n/a	task-memory/obj147iron.png	n/a	n/a
14.074	1.017	memory	study	study	n/a	task-memory/obj136heel.png	n/a	n/a
16.108	1.017	memory	study	study	n/a	task-memory/obj346yoyo.png	n/a	n/a
18.143	1.017	memory	study	study	n/a	task-memory/obj288strawberry.png	n/a	n/a
20.177	1.017	memory	study	study	n/a	task-memory/obj112fountain.png	n/a	n/a
22.211	1.017	memory	study	study	n/a	task-memory/obj252ruler.png	n/a	n/a
24.245	1.017	memory	study	study	n/a	task-memory/obj061church.png	n/a	n/a
26.279	1.017	memory	study	study	n/a	task-memory/obj274slide.png	n/a	n/a
28.313	1.017	memory	study	study	n/a	task-memory/obj332well.png	n/a	n/a
30.347	1.017	memory	study	study	n/a	task-memory/obj341window.png	n/a	n/a
32.381	1.034	memory	study	study	n/a	task-memory/obj209paperclip.png	n/a	n/a
34.432	1.017	memory	study	study	n/a	task-memory/obj297telescope.png	n/a	n/a
36.483	1.017	memory	study	study	n/a	task-memory/obj176man.png	n/a	n/a
38.517	1.017	memory	study	study	n/a	task-memory/obj172lobster.png	n/a	n/a
40.568	1.017	memory	study	study	n/a	task-memory/obj139highchair.png	n/a	n/a
42.618	1.017	memory	study	study	n/a	task-memory/obj171lizard.png	n/a	n/a
44.669	1.017	memory	study	study	n/a	task-memory/obj048candle.png	n/a	n/a
46.703	1.017	memory	study	study	n/a	task-memory/obj119girl.png	n/a	n/a
48.737	1.017	memory	study	study	n/a	task-memory/obj193needle.png	n/a	n/a
50.771	1.017	memory	study	study	n/a	task-memory/obj128hamburger.png	n/a	n/a
52.805	1.017	memory	study	study	n/a	task-memory/obj190mousetrap.png	n/a	n/a
54.84	1.017	memory	dummy	study_dummy	n/a	task-memory/obj228porcupine.png	n/a	n/a
56.874	1.017	memory	dummy	study_dummy	n/a	task-memory/obj243robot.png	n/a	n/a
58.908	1.017	memory	dummy	study_dummy	n/a	task-memory/obj262screw.png	n/a	n/a
71.079	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.139	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.2	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.26	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.806	1.159	memory	test	test_new	correct	task-memory/obj140hinge.png	new	n/a
191.541	0.769	memory	test	test_new	correct	task-memory/obj268sink.png	new	n/a
