onset	duration	trial_type	response_value	stim_file
2.765	142.343	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
149.66	n/a	rating_relevance	n/a	n/a
154.695	n/a	rating_happy	n/a	n/a
159.714	n/a	rating_sad	n/a	n/a
164.749	n/a	rating_afraid	n/a	n/a
169.767	n/a	rating_disgusted	n/a	n/a
174.803	n/a	rating_warm	n/a	n/a
179.838	n/a	rating_engaged	n/a	n/a
180.371	339.07	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
523.983	n/a	rating_relevance	n/a	n/a
529.018	n/a	rating_happy	n/a	n/a
534.037	n/a	rating_sad	n/a	n/a
539.072	n/a	rating_afraid	n/a	n/a
544.107	n/a	rating_disgusted	n/a	n/a
549.142	n/a	rating_warm	n/a	n/a
554.161	n/a	rating_engaged	n/a	n/a
