onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
7.834	15.333	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
23.167	3.9	rating_feeling	944	625	Necessity of sacrificing loved ones	town	Audio	n/a
24.517	2.55	feeling_mouse_trajectory	944	625	Necessity of sacrificing loved ones	town	Audio	n/a
27.237	3.2	rating_expectation	775	605	Necessity of sacrificing loved ones	town	Audio	n/a
27.637	2.8	expectation_mouse_trajectory	775	605	Necessity of sacrificing loved ones	town	Audio	n/a
34.442	8.78	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
43.222	3.983	rating_feeling	675	525	Abduction	town	Audio	n/a
44.022	3.183	feeling_mouse_trajectory	675	525	Abduction	town	Audio	n/a
47.246	3.167	rating_expectation	631	475	Abduction	town	Audio	n/a
48.263	2.15	expectation_mouse_trajectory	631	475	Abduction	town	Audio	n/a
55.349	22.157	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
77.506	3.267	rating_feeling	673	493	Adultery	town	Audio	n/a
77.889	2.883	feeling_mouse_trajectory	673	493	Adultery	town	Audio	n/a
81.547	3.767	rating_expectation	573	391	Adultery	town	Audio	n/a
82.113	3.2	expectation_mouse_trajectory	573	391	Adultery	town	Audio	n/a
88.649	12.607	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
101.256	2.933	rating_feeling	685	510	Obtaining	city	Audio	n/a
102.489	1.7	feeling_mouse_trajectory	685	510	Obtaining	city	Audio	n/a
105.282	3.8	rating_expectation	773	589	Obtaining	city	Audio	n/a
106.182	2.9	expectation_mouse_trajectory	773	589	Obtaining	city	Audio	n/a
111.356	6.63	narrative_presentation	n/a	n/a	Supplication	city	Audio	task-narratives/Narrative8Situation5.mp3
117.987	3.4	rating_feeling	715	503	Supplication	city	Audio	n/a
119.237	2.15	feeling_mouse_trajectory	715	503	Supplication	city	Audio	n/a
122.024	1.883	rating_expectation	803	570	Supplication	city	Audio	n/a
