onset	duration	event_type	value	response_accuracy	stim_file
12.0603210830688	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
100.576664676666	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
159.832094898224	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
218.854105701447	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
248.365111341476	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
336.89812587738	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
395.920137634277	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
425.431142082214	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
513.964158287048	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
572.986168851852	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
41.571326007843	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
71.0656583213806	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
130.087669124603	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
189.343099822998	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
277.876116027832	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
307.387121191025	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
366.409131994247	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
454.942148199081	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
484.453153362274	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
543.475162973404	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
23.0310785675049	3.32075953483582	response	falsebelief	correct	tomsaxe/5b_question.txt
111.564094295502	3.35379576683044	response	falsebelief	correct	tomsaxe/6b_question.txt
170.819526424408	2.71640157699585	response	falsebelief	correct	tomsaxe/9b_question.txt
229.841536035538	2.67523002624512	response	falsebelief	correct	tomsaxe/10b_question.txt
259.352540960312	2.56552410125732	response	falsebelief	correct	tomsaxe/4b_question.txt
347.885556688309	4.12291836738586	response	falsebelief	correct	tomsaxe/1b_question.txt
406.907567968369	3.87811207771301	response	falsebelief	correct	tomsaxe/8b_question.txt
436.418572893143	2.66199016571045	response	falsebelief	incorrect	tomsaxe/7b_question.txt
524.951589097977	3.628497838974	response	falsebelief	incorrect	tomsaxe/3b_question.txt
583.973600139618	2.79850888252258	response	falsebelief	correct	tomsaxe/2b_question.txt
52.5420839691162	3.29824614524841	response	falsephoto	correct	tomsaxe/5p_question.txt
82.0530886554718	5.7870454788208	response	falsephoto	correct	tomsaxe/6p_question.txt
141.075099935532	6.20524501800537	response	falsephoto	correct	tomsaxe/9p_question.txt
200.330530633926	3.31754636764526	response	falsephoto	correct	tomsaxe/10p_question.txt
288.863546123505	4.41460180282593	response	falsephoto	incorrect	tomsaxe/4p_question.txt
318.374551763535	5.15439820289612	response	falsephoto	correct	tomsaxe/1p_question.txt
377.39656208992	3.76845192909241	response	falsephoto	correct	tomsaxe/8p_question.txt
465.929578056335	2.15855503082275	response	falsephoto	correct	tomsaxe/7p_question.txt
495.440583696365	2.41736721992493	response	falsephoto	correct	tomsaxe/3p_question.txt
554.462595214844	5.58791971206665	response	falsephoto	correct	tomsaxe/2p_question.txt
