onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.868	1.326	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
5.194	1.333	rating	0.0	sex	surprise	female	African	old	n/a
6.11	0.417	rating_mouse_trajectory	0.0	sex	surprise	female	African	old	n/a
7.241	1.304	face	n/a	sex	disgust	male	EA	young	task-faces/4Disgust_Model4_2Male_2EA_1Young.mp4
8.545	1.1	rating	0.0	sex	disgust	male	EA	young	n/a
9.095	0.55	rating_mouse_trajectory	0.0	sex	disgust	male	EA	young	n/a
10.506	1.307	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
11.813	1.067	rating	0.7795	sex	sad	female	WC	young	n/a
12.23	0.65	rating_mouse_trajectory	0.7795	sex	sad	female	WC	young	n/a
14.756	2.042	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
16.798	1.167	rating	0.0635	sex	pleasure	male	EA	old	n/a
17.331	0.633	rating_mouse_trajectory	0.0635	sex	pleasure	male	EA	old	n/a
18.739	2.061	face	n/a	sex	pain	male	EA	young	task-faces/7Pain_Model1_2Male_2EA_1Young.mp4
20.8	1.8	rating	0.0	sex	pain	male	EA	young	n/a
21.666	0.933	rating_mouse_trajectory	0.0	sex	pain	male	EA	young	n/a
26.758	2.044	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
28.803	1.667	rating	0.3507	sex	pleasure	female	African	young	n/a
30.153	0.317	rating_mouse_trajectory	0.3507	sex	pleasure	female	African	young	n/a
30.727	1.31	face	n/a	sex	surprise	female	EA	young	task-faces/2Surprise_Model5_1Female_2EA_1Young.mp4
32.037	1.6	rating	0.64	sex	surprise	female	EA	young	n/a
32.804	0.833	rating_mouse_trajectory	0.64	sex	surprise	female	EA	young	n/a
33.962	1.31	face	n/a	sex	disgust	female	African	old	task-faces/4Disgust_Model5_1Female_3African_2Old.mp4
35.272	0.517	rating	0.0	sex	disgust	female	African	old	n/a
35.672	0.117	rating_mouse_trajectory	0.0	sex	disgust	female	African	old	n/a
37.189	1.301	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
38.49	1.583	rating	0.2152	sex	fear	female	African	young	n/a
39.556	0.517	rating_mouse_trajectory	0.2152	sex	fear	female	African	young	n/a
40.413	2.044	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
42.458	1.767	rating	0.373	sex	pain	female	EA	old	n/a
43.108	1.117	rating_mouse_trajectory	0.373	sex	pain	female	EA	old	n/a
46.382	1.31	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
47.693	1.183	rating	0.8908	sex	fear	female	WC	young	n/a
