onset	duration	trial_type	response_value	stim_file_TODO
2.782	26.764	video	n/a	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
34.011	4.373	rating_relevance	17.4	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
37.146	2.499	rating_happy	5.21	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
42.264	2.6	rating_sad	2.6	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
47.783	3.1	rating_afraid	86.98	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
53.219	3.52	rating_disgusted	26.88	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
57.387	2.657	rating_warm	0.83	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
64.023	4.282	rating_engaged	63.96	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
64.857	71.493	video	n/a	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
138.784	2.39	rating_relevance	1.98	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
144.903	3.49	rating_happy	7.92	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
148.804	2.382	rating_sad	0.52	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
154.456	3.015	rating_afraid	65.52	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
160.025	3.566	rating_disgusted	0.94	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
163.71	2.232	rating_warm	2.29	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
170.095	3.599	rating_engaged	35.62	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
171.554	111.134	video	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
286.039	3.298	rating_relevance	86.25	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
290.64	2.882	rating_happy	75.52	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
295.125	2.349	rating_sad	15.94	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
300.627	2.832	rating_afraid	0.21	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
305.879	3.066	rating_disgusted	1.77	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
309.981	2.149	rating_warm	89.9	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
315.366	2.517	rating_engaged	24.06	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
317.894	30.585	video	n/a	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
352.413	3.874	rating_relevance	24.9	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
355.431	1.883	rating_happy	2.6	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
360.166	1.599	rating_sad	1.56	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
366.152	2.567	rating_afraid	3.85	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
370.203	1.6	rating_disgusted	1.67	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
376.672	3.056	rating_warm	3.85	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
380.857	2.221	rating_engaged	2.08	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
