onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.824	3.141	cue	n/a	n/a	similarity	n/a	n/a
5.965	5.563	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
11.628	1.134	rating	4.71	Weak	similarity	n/a	n/a
11.944	0.817	rating_mouse_trajectory	4.71	Weak	similarity	n/a	n/a
16.722	5.393	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
22.181	1.251	rating	0.7	Barely detectable	similarity	n/a	n/a
22.631	0.801	rating_mouse_trajectory	0.7	Barely detectable	similarity	n/a	n/a
27.277	5.181	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
32.519	1.756	rating	1.86	Barely detectable	similarity	n/a	n/a
32.902	1.373	rating_mouse_trajectory	1.86	Barely detectable	similarity	n/a	n/a
37.537	3.143	cue	n/a	n/a	mentalizing	remember	n/a
40.681	5.561	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
46.307	3.118	rating	6.93	Weak	mentalizing	remember	n/a
46.724	2.702	rating_mouse_trajectory	6.93	Weak	mentalizing	remember	n/a
51.387	5.508	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
56.961	3.152	rating	21.8	Moderate	mentalizing	remember	n/a
57.994	2.118	rating_mouse_trajectory	21.8	Moderate	mentalizing	remember	n/a
62.034	5.224	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
67.315	2.194	rating	0.0	No sensation	mentalizing	remember	n/a
67.715	1.794	rating_mouse_trajectory	0.0	No sensation	mentalizing	remember	n/a
72.35	3.145	cue	n/a	n/a	likeability	n/a	n/a
75.495	5.563	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
81.12	0.821	rating	1.38	Barely detectable	likeability	n/a	n/a
81.353	0.588	rating_mouse_trajectory	1.38	Barely detectable	likeability	n/a	n/a
86.225	5.049	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
91.324	1.901	rating	7.38	Weak	likeability	n/a	n/a
91.691	1.534	rating_mouse_trajectory	7.38	Weak	likeability	n/a	n/a
96.434	5.011	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
101.511	2.184	rating	16.04	Moderate	likeability	n/a	n/a
102.678	1.018	rating_mouse_trajectory	16.04	Moderate	likeability	n/a	n/a
106.53	3.112	cue	n/a	n/a	similarity	n/a	n/a
109.642	5.224	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
114.933	1.842	rating	7.53	Weak	similarity	n/a	n/a
115.549	1.226	rating_mouse_trajectory	7.53	Weak	similarity	n/a	n/a
120.039	5.048	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
125.153	1.117	rating	4.59	Weak	similarity	n/a	n/a
125.387	0.884	rating_mouse_trajectory	4.59	Weak	similarity	n/a	n/a
130.256	5.002	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
135.324	1.734	rating	3.27	Weak	similarity	n/a	n/a
136.04	1.018	rating_mouse_trajectory	3.27	Weak	similarity	n/a	n/a
140.342	3.135	cue	n/a	n/a	likeability	n/a	n/a
143.477	6.836	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
150.379	0.985	rating	8.75	Weak	likeability	n/a	n/a
150.779	0.585	rating_mouse_trajectory	8.75	Weak	likeability	n/a	n/a
155.454	5.796	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
161.3	0.958	rating	32.25	Strong	likeability	n/a	n/a
161.65	0.608	rating_mouse_trajectory	32.25	Strong	likeability	n/a	n/a
166.402	5.185	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
171.654	1.104	rating	6.01	Weak	likeability	n/a	n/a
172.137	0.621	rating_mouse_trajectory	6.01	Weak	likeability	n/a	n/a
176.672	3.123	cue	n/a	n/a	mentalizing	danger	n/a
179.795	5.297	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
185.142	1.984	rating	2.3	Barely detectable	mentalizing	danger	n/a
186.376	0.751	rating_mouse_trajectory	2.3	Barely detectable	mentalizing	danger	n/a
190.251	6.346	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
196.663	1.367	rating	51.34	Strong	mentalizing	danger	n/a
197.013	1.017	rating_mouse_trajectory	51.34	Strong	mentalizing	danger	n/a
201.798	5.11	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
206.967	1.608	rating	104.57	Strongest possible	mentalizing	danger	n/a
207.7	0.874	rating_mouse_trajectory	104.57	Strongest possible	mentalizing	danger	n/a
211.986	3.118	cue	n/a	n/a	similarity	n/a	n/a
215.104	5.787	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
220.956	1.319	rating	63.88	Strong	similarity	n/a	n/a
221.339	0.936	rating_mouse_trajectory	63.88	Strong	similarity	n/a	n/a
226.027	5.299	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
231.376	2.718	rating	21.5	Moderate	similarity	n/a	n/a
231.893	2.201	rating_mouse_trajectory	21.5	Moderate	similarity	n/a	n/a
236.464	6.194	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
242.714	2.268	rating	3.71	Weak	similarity	n/a	n/a
243.18	1.801	rating_mouse_trajectory	3.71	Weak	similarity	n/a	n/a
247.732	3.14	cue	n/a	n/a	likeability	n/a	n/a
250.873	5.836	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
256.769	1.439	rating	9.27	Weak	likeability	n/a	n/a
257.252	0.956	rating_mouse_trajectory	9.27	Weak	likeability	n/a	n/a
261.872	5.17	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
267.106	1.685	rating	5.83	Weak	likeability	n/a	n/a
267.639	1.152	rating_mouse_trajectory	5.83	Weak	likeability	n/a	n/a
272.217	6.126	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
278.41	1.918	rating	62.7	Strong	likeability	n/a	n/a
279.194	1.134	rating_mouse_trajectory	62.7	Strong	likeability	n/a	n/a
283.429	3.123	cue	n/a	n/a	mentalizing	tired	n/a
286.552	6.197	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
292.816	2.268	rating	8.82	Weak	mentalizing	tired	n/a
294.149	0.934	rating_mouse_trajectory	8.82	Weak	mentalizing	tired	n/a
297.935	5.557	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
303.553	1.288	rating	0.0	No sensation	mentalizing	tired	n/a
304.036	0.805	rating_mouse_trajectory	0.0	No sensation	mentalizing	tired	n/a
308.654	5.004	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
313.724	1.084	rating	0.46	Barely detectable	mentalizing	tired	n/a
314.374	0.434	rating_mouse_trajectory	0.46	Barely detectable	mentalizing	tired	n/a
318.742	3.158	cue	n/a	n/a	likeability	n/a	n/a
321.9	5.329	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
327.295	1.451	rating	51.68	Strong	likeability	n/a	n/a
327.862	0.884	rating_mouse_trajectory	51.68	Strong	likeability	n/a	n/a
332.369	5.397	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
337.816	1.576	rating	43.01	Strong	likeability	n/a	n/a
338.432	0.959	rating_mouse_trajectory	43.01	Strong	likeability	n/a	n/a
342.916	5.008	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
347.986	1.138	rating	0.0	No sensation	likeability	n/a	n/a
348.62	0.505	rating_mouse_trajectory	0.0	No sensation	likeability	n/a	n/a
353.005	3.148	cue	n/a	n/a	mentalizing	heights	n/a
356.152	5.022	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
361.241	2.501	rating	11.13	Moderate	mentalizing	heights	n/a
362.025	1.718	rating_mouse_trajectory	11.13	Moderate	mentalizing	heights	n/a
366.332	5.83	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
372.229	1.401	rating	0.0	No sensation	mentalizing	heights	n/a
372.645	0.984	rating_mouse_trajectory	0.0	No sensation	mentalizing	heights	n/a
