onset	duration	trial_type	response_value	stim_file
2.765	47.36	video	n/a	task-alignvideo/ses-02_run-04_order-01_content-forestfire.mp4
52.218	2.039	rating_relevance	0.52	n/a
56.303	1.104	rating_happy	0.21	n/a
62.755	2.536	rating_sad	5.73	n/a
66.273	1.035	rating_afraid	42.92	n/a
70.625	0.366	rating_disgusted	0.0	n/a
76.027	0.749	rating_warm	0.0	n/a
80.979	0.682	rating_engaged	14.79	n/a
85.327	47.805	video	n/a	task-alignvideo/ses-02_run-04_order-02_content-iceblock.mp4
134.649	1.485	rating_relevance	0.0	n/a
140.735	2.549	rating_happy	52.4	n/a
143.769	0.566	rating_sad	0.0	n/a
149.138	0.915	rating_afraid	0.0	n/a
154.657	1.415	rating_disgusted	0.31	n/a
160.176	1.916	rating_warm	0.0	n/a
164.594	1.316	rating_engaged	73.96	n/a
168.309	146.125	video	n/a	task-alignvideo/ses-02_run-04_order-03_content-alwaysafamily.mp4
316.868	2.4	rating_relevance	26.67	n/a
321.67	2.183	rating_happy	28.85	n/a
326.638	2.133	rating_sad	88.96	n/a
331.557	2.036	rating_afraid	1.56	n/a
335.525	0.984	rating_disgusted	0.21	n/a
342.428	2.867	rating_warm	69.48	n/a
346.713	2.133	rating_engaged	30.83	n/a
349.614	33.03	video	n/a	task-alignvideo/ses-02_run-04_order-04_content-visswar.mp4
384.027	1.348	rating_relevance	0.0	n/a
389.112	1.416	rating_happy	1.88	n/a
393.197	0.483	rating_sad	0.0	n/a
399.649	1.917	rating_afraid	28.96	n/a
404.134	1.383	rating_disgusted	64.48	n/a
408.086	0.316	rating_warm	0.0	n/a
413.905	1.116	rating_engaged	10.21	n/a
