onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
8.371	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
8.588	0.616	posner	target_response	correct	left	right	right	1
15.974	0.2	posner	valid_cue	correct	right	n/a	n/a	2
16.174	0.512	posner	target_response	correct	right	right	right	2
22.26	0.2	posner	valid_cue	correct	left	n/a	n/a	3
22.46	0.451	posner	target_response	correct	left	left	left	3
25.728	0.2	posner	valid_cue	correct	left	n/a	n/a	4
25.928	0.558	posner	target_response	correct	left	left	left	4
33.197	0.2	posner	valid_cue	correct	left	n/a	n/a	5
33.397	0.589	posner	target_response	correct	left	left	left	5
40.083	0.2	posner	invalid_cue	correct	left	n/a	n/a	6
40.283	0.504	posner	target_response	correct	left	right	right	6
43.451	0.2	posner	invalid_cue	correct	left	n/a	n/a	7
43.651	0.487	posner	target_response	correct	left	right	right	7
48.619	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
48.819	0.439	posner	target_response	correct	right	left	left	8
51.987	0.2	posner	invalid_cue	correct	right	n/a	n/a	9
52.187	0.664	posner	target_response	correct	right	left	left	9
58.556	0.2	posner	valid_cue	correct	left	n/a	n/a	10
58.757	0.444	posner	target_response	correct	left	left	left	10
62.024	0.2	posner	valid_cue	correct	right	n/a	n/a	11
62.224	0.69	posner	target_response	correct	right	right	right	11
66.493	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
66.693	0.397	posner	target_response	correct	right	left	left	12
71.361	0.2	posner	invalid_cue	correct	left	n/a	n/a	13
71.561	0.568	posner	target_response	correct	left	right	right	13
74.729	0.2	posner	valid_cue	correct	left	n/a	n/a	14
74.929	0.429	posner	target_response	correct	left	left	left	14
78.497	0.2	posner	invalid_cue	correct	left	n/a	n/a	15
78.697	0.46	posner	target_response	correct	left	right	right	15
83.166	0.2	posner	invalid_cue	correct	right	n/a	n/a	16
83.366	0.444	posner	target_response	correct	right	left	left	16
90.235	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
90.435	0.409	posner	target_response	correct	right	left	left	17
94.703	0.2	posner	valid_cue	correct	left	n/a	n/a	18
94.903	0.368	posner	target_response	correct	left	left	left	18
100.172	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
100.372	0.474	posner	target_response	correct	left	right	right	19
105.14	0.2	posner	invalid_cue	correct	right	n/a	n/a	20
105.341	0.33	posner	target_response	correct	right	left	left	20
111.309	0.2	posner	valid_cue	correct	left	n/a	n/a	21
111.51	0.336	posner	target_response	correct	left	left	left	21
116.278	0.2	posner	valid_cue	correct	right	n/a	n/a	22
116.478	0.563	posner	target_response	correct	right	right	right	22
119.446	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
119.646	0.519	posner	target_response	correct	right	left	left	23
123.214	0.2	posner	valid_cue	correct	right	n/a	n/a	24
123.414	0.38	posner	target_response	correct	right	right	right	24
126.282	0.2	posner	invalid_cue	correct	left	n/a	n/a	25
126.482	0.545	posner	target_response	correct	left	right	right	25
129.45	0.2	posner	invalid_cue	correct	left	n/a	n/a	26
129.65	0.669	posner	target_response	correct	left	right	right	26
132.617	0.2	posner	valid_cue	correct	right	n/a	n/a	27
132.817	0.479	posner	target_response	correct	right	right	right	27
139.787	0.2	posner	invalid_cue	correct	left	n/a	n/a	28
139.987	0.505	posner	target_response	correct	left	right	right	28
143.338	0.2	posner	invalid_cue	correct	left	n/a	n/a	29
143.538	0.412	posner	target_response	correct	left	right	right	29
148.507	0.2	posner	invalid_cue	correct	right	n/a	n/a	30
148.707	0.402	posner	target_response	correct	right	left	left	30
155.976	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
156.176	0.45	posner	target_response	correct	left	right	right	31
158.944	0.2	posner	invalid_cue	correct	left	n/a	n/a	32
159.144	0.506	posner	target_response	correct	left	right	right	32
162.712	0.2	posner	valid_cue	correct	left	n/a	n/a	33
162.912	0.383	posner	target_response	correct	left	left	left	33
165.68	0.2	posner	valid_cue	correct	left	n/a	n/a	34
165.88	0.349	posner	target_response	correct	left	left	left	34
168.948	0.2	posner	invalid_cue	correct	right	n/a	n/a	35
169.148	0.404	posner	target_response	correct	right	left	left	35
