onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.083	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
6.283	0.369	posner	target_response	correct	right	left	left	1
9.668	0.2	posner	valid_cue	correct	left	n/a	n/a	2
9.868	0.393	posner	target_response	correct	left	left	left	2
15.753	0.2	posner	invalid_cue	correct	right	n/a	n/a	3
15.953	0.363	posner	target_response	correct	right	left	left	3
21.339	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
21.539	0.332	posner	target_response	correct	right	left	left	4
24.607	0.2	posner	valid_cue	correct	right	n/a	n/a	5
24.807	0.374	posner	target_response	correct	right	right	right	5
28.408	0.2	posner	valid_cue	correct	left	n/a	n/a	6
28.608	0.313	posner	target_response	correct	left	left	left	6
35.878	0.2	posner	valid_cue	correct	right	n/a	n/a	7
36.078	0.333	posner	target_response	correct	right	right	right	7
39.846	0.2	posner	valid_cue	correct	left	n/a	n/a	8
40.046	0.292	posner	target_response	correct	left	left	left	8
43.014	0.2	posner	invalid_cue	correct	left	n/a	n/a	9
43.214	0.343	posner	target_response	correct	left	right	right	9
47.982	0.2	posner	invalid_cue	correct	left	n/a	n/a	10
48.182	0.309	posner	target_response	correct	left	right	right	10
52.651	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
52.851	0.288	posner	target_response	correct	right	left	left	11
63.521	0.2	posner	valid_cue	correct	left	n/a	n/a	12
63.721	0.265	posner	target_response	correct	left	left	left	12
70.991	0.2	posner	valid_cue	correct	right	n/a	n/a	13
71.191	0.191	posner	target_response	correct	right	right	right	13
74.559	0.2	posner	invalid_cue	correct	right	n/a	n/a	14
74.759	0.33	posner	target_response	correct	right	left	left	14
78.027	0.2	posner	valid_cue	correct	left	n/a	n/a	15
78.227	0.289	posner	target_response	correct	left	left	left	15
85.296	0.2	posner	valid_cue	correct	right	n/a	n/a	16
85.496	0.289	posner	target_response	correct	right	right	right	16
89.564	0.2	posner	valid_cue	correct	left	n/a	n/a	17
