onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.834	1.371	face	n/a	sex	anger	male	African	young	task-faces/5Anger_Model5_2Male_3African_1Young.mp4
5.204	0.967	rating	0.0	sex	anger	male	African	young	n/a
5.888	0.283	rating_mouse_trajectory	0.0	sex	anger	male	African	young	n/a
7.196	2.06	face	n/a	sex	pleasure	male	WC	young	task-faces/8Pleasure_Model4_2Male_1WC_1Young.mp4
9.256	0.383	rating	0.0	sex	pleasure	male	WC	young	n/a
9.523	0.117	rating_mouse_trajectory	0.0	sex	pleasure	male	WC	young	n/a
11.188	2.053	face	n/a	sex	pain	female	WC	young	task-faces/7Pain_Model1_1Female_1WC_1Young.mp4
13.241	n/a	rating	n/a	sex	pain	female	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	n/a	sex	pain	female	WC	young	n/a
16.164	1.328	face	n/a	sex	happy	female	WC	young	task-faces/1Happy_Model5_1Female_1WC_1Young.mp4
17.492	n/a	rating	n/a	sex	happy	female	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	n/a	sex	happy	female	WC	young	n/a
19.421	1.323	face	n/a	sex	anger	female	African	young	task-faces/5Anger_Model1_1Female_3African_1Young.mp4
20.744	0.767	rating	0.6197	sex	anger	female	African	young	n/a
21.194	0.317	rating_mouse_trajectory	0.6197	sex	anger	female	African	young	n/a
26.689	1.324	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
28.013	0.567	rating	0.0	sex	surprise	female	African	old	n/a
28.363	0.217	rating_mouse_trajectory	0.0	sex	surprise	female	African	old	n/a
29.938	1.326	face	n/a	sex	fear	female	WC	old	task-faces/3Fear_Model5_1Female_1WC_2Old.mp4
31.264	1.033	rating	1.0	sex	fear	female	WC	old	n/a
31.514	0.783	rating_mouse_trajectory	1.0	sex	fear	female	WC	old	n/a
33.169	1.33	face	n/a	sex	disgust	female	EA	young	task-faces/4Disgust_Model4_1Female_2EA_1Young.mp4
34.499	1.217	rating	0.0	sex	disgust	female	EA	young	n/a
34.849	0.867	rating_mouse_trajectory	0.0	sex	disgust	female	EA	young	n/a
36.403	1.331	face	n/a	sex	anger	male	EA	young	task-faces/5Anger_Model2_2Male_2EA_1Young.mp4
37.733	0.55	rating	0.0	sex	anger	male	EA	young	n/a
38.183	0.1	rating_mouse_trajectory	0.0	sex	anger	male	EA	young	n/a
39.655	1.312	face	n/a	sex	happy	female	EA	old	task-faces/1Happy_Model3_1Female_2EA_2Old.mp4
40.968	1.852	rating	0.0	sex	happy	female	EA	old	n/a
41.634	1.185	rating_mouse_trajectory	0.0	sex	happy	female	EA	old	n/a
44.892	1.311	face	n/a	sex	surprise	female	African	young	task-faces/2Surprise_Model5_1Female_3African_1Young.mp4
46.203	0.718	rating	0.466	sex	surprise	female	African	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	sex	surprise	female	African	young	n/a
49.127	1.311	face	n/a	sex	happy	female	African	old	task-faces/1Happy_Model3_1Female_3African_2Old.mp4
50.438	1.4	rating	0.0	sex	happy	female	African	old	n/a
50.505	1.333	rating_mouse_trajectory	0.0	sex	happy	female	African	old	n/a
54.355	2.052	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
56.407	1.094	rating	0.0	sex	pleasure	female	African	young	n/a
56.807	0.694	rating_mouse_trajectory	0.0	sex	pleasure	female	African	young	n/a
59.322	2.037	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
61.359	1.002	rating	0.0	sex	pain	female	EA	old	n/a
61.675	0.686	rating_mouse_trajectory	0.0	sex	pain	female	EA	old	n/a
64.283	1.311	face	n/a	sex	sad	male	WC	old	task-faces/6Sad_Model2_2Male_1WC_2Old.mp4
65.594	1.84	rating	0.0	sex	sad	male	WC	old	n/a
66.477	0.957	rating_mouse_trajectory	0.0	sex	sad	male	WC	old	n/a
68.517	1.312	face	n/a	sex	sad	female	African	old	task-faces/6Sad_Model1_1Female_3African_2Old.mp4
69.829	0.217	rating	0.464	sex	sad	female	African	old	n/a
