onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
7.822	15.284	narrative_presentation	n/a	n/a	Necessity-of-sacrificing-loved-ones	town	Audio	task-narratives/Narrative8Situation1.mp3
23.106	3.533	rating_feeling	957	687	Necessity-of-sacrificing-loved-ones	town	Audio	n/a
26.139	0.5	feeling_mouse_trajectory	957	687	Necessity-of-sacrificing-loved-ones	town	Audio	n/a
27.144	3.052	rating_expectation	1000	670	Necessity-of-sacrificing-loved-ones	town	Audio	n/a
28.911	1.285	expectation_mouse_trajectory	1000	670	Necessity-of-sacrificing-loved-ones	town	Audio	n/a
34.346	8.728	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
43.074	3.033	rating_feeling	911	628	Abduction	town	Audio	n/a
44.407	1.7	feeling_mouse_trajectory	911	628	Abduction	town	Audio	n/a
47.099	3.917	rating_expectation	895	636	Abduction	town	Audio	n/a
48.233	2.783	expectation_mouse_trajectory	895	636	Abduction	town	Audio	n/a
55.188	22.098	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
77.286	1.334	rating_feeling	899	564	Adultery	town	Audio	n/a
77.336	1.284	feeling_mouse_trajectory	899	564	Adultery	town	Audio	n/a
81.329	3.702	rating_expectation	825	578	Adultery	town	Audio	n/a
82.612	2.418	expectation_mouse_trajectory	825	578	Adultery	town	Audio	n/a
88.4	12.564	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
100.963	3.15	rating_feeling	751	542	Obtaining	city	Audio	n/a
101.513	2.6	feeling_mouse_trajectory	751	542	Obtaining	city	Audio	n/a
105.01	2.84	rating_expectation	826	572	Obtaining	city	Audio	n/a
106.46	1.39	expectation_mouse_trajectory	826	572	Obtaining	city	Audio	n/a
111.1	6.561	narrative_presentation	n/a	n/a	Supplication	city	Audio	task-narratives/Narrative8Situation5.mp3
117.662	3.985	rating_feeling	862	490	Supplication	city	Audio	n/a
118.962	2.685	feeling_mouse_trajectory	862	490	Supplication	city	Audio	n/a
121.696	0.017	rating_expectation	960	707	Supplication	city	Audio	n/a
121.746	-0.033	expectation_mouse_trajectory	960	707	Supplication	city	Audio	n/a
127.798	5.927	narrative_presentation	n/a	n/a	Rivalry-of-kin	city	Audio	task-narratives/Narrative8Situation6.mp3
133.724	3.15	rating_feeling	952	544	Rivalry-of-kin	city	Audio	n/a
134.441	2.433	feeling_mouse_trajectory	952	544	Rivalry-of-kin	city	Audio	n/a
137.749	2.517	rating_expectation	1095	532	Rivalry-of-kin	city	Audio	n/a
138.782	1.483	expectation_mouse_trajectory	1095	532	Rivalry-of-kin	city	Audio	n/a
144.821	10.728	narrative_presentation	n/a	n/a	Recovery-of-a-lost-one	beach	Audio	task-narratives/Narrative8Situation7.mp3
155.548	2.804	rating_feeling	640	543	Recovery-of-a-lost-one	beach	Audio	n/a
156.165	2.187	feeling_mouse_trajectory	640	543	Recovery-of-a-lost-one	beach	Audio	n/a
