onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.874	0.2	posner	valid_cue	correct	right	n/a	n/a	1
7.074	0.489	posner	target_response	correct	right	right	right	1
10.142	0.2	posner	invalid_cue	correct	left	n/a	n/a	2
10.342	0.412	posner	target_response	correct	left	right	right	2
13.51	0.2	posner	invalid_cue	correct	right	n/a	n/a	3
13.71	0.351	posner	target_response	correct	right	left	left	3
17.078	0.2	posner	invalid_cue	correct	left	n/a	n/a	4
17.278	0.34	posner	target_response	correct	left	right	right	4
20.746	0.2	posner	valid_cue	correct	right	n/a	n/a	5
20.946	0.378	posner	target_response	correct	right	right	right	5
28.715	0.2	posner	valid_cue	correct	left	n/a	n/a	6
28.915	0.317	posner	target_response	correct	left	left	left	6
36.585	0.2	posner	valid_cue	correct	right	n/a	n/a	7
36.785	0.375	posner	target_response	correct	right	right	right	7
41.854	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
42.054	0.352	posner	target_response	correct	right	left	left	8
48.423	0.2	posner	valid_cue	correct	left	n/a	n/a	9
48.623	0.337	posner	target_response	correct	left	left	left	9
55.892	0.2	posner	valid_cue	correct	left	n/a	n/a	10
56.092	0.313	posner	target_response	correct	left	left	left	10
63.262	0.2	posner	valid_cue	correct	left	n/a	n/a	11
63.462	0.309	posner	target_response	correct	left	left	left	11
66.73	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
66.93	0.418	posner	target_response	correct	left	right	right	12
70.197	0.2	posner	valid_cue	correct	right	n/a	n/a	13
70.398	0.336	posner	target_response	correct	right	right	right	13
73.265	0.2	posner	invalid_cue	correct	right	n/a	n/a	14
73.465	0.33	posner	target_response	correct	right	left	left	14
80.735	0.2	posner	valid_cue	correct	left	n/a	n/a	15
80.935	0.287	posner	target_response	correct	left	left	left	15
84.103	0.2	posner	invalid_cue	correct	right	n/a	n/a	16
84.303	0.343	posner	target_response	correct	right	left	left	16
88.271	0.2	posner	valid_cue	correct	right	n/a	n/a	17
88.471	0.289	posner	target_response	correct	right	right	right	17
91.339	0.2	posner	valid_cue	correct	right	n/a	n/a	18
91.539	0.292	posner	target_response	correct	right	right	right	18
94.306	0.2	posner	invalid_cue	correct	right	n/a	n/a	19
94.507	0.366	posner	target_response	correct	right	left	left	19
99.275	0.2	posner	valid_cue	correct	right	n/a	n/a	20
99.475	0.343	posner	target_response	correct	right	right	right	20
102.643	0.2	posner	valid_cue	correct	left	n/a	n/a	21
102.843	0.297	posner	target_response	correct	left	left	left	21
106.011	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
106.211	0.373	posner	target_response	correct	right	left	left	22
109.579	0.2	posner	valid_cue	correct	left	n/a	n/a	23
109.779	0.28	posner	target_response	correct	left	left	left	23
117.048	0.2	posner	valid_cue	correct	right	n/a	n/a	24
117.248	0.378	posner	target_response	correct	right	right	right	24
120.416	0.2	posner	valid_cue	correct	left	n/a	n/a	25
120.616	0.28	posner	target_response	correct	left	left	left	25
127.886	0.2	posner	valid_cue	correct	left	n/a	n/a	26
128.086	0.295	posner	target_response	correct	left	left	left	26
132.054	0.2	posner	invalid_cue	correct	left	n/a	n/a	27
132.254	0.42	posner	target_response	correct	left	right	right	27
135.722	0.2	posner	invalid_cue	correct	right	n/a	n/a	28
135.922	0.334	posner	target_response	correct	right	left	left	28
144.192	0.2	posner	invalid_cue	correct	right	n/a	n/a	29
144.392	0.339	posner	target_response	correct	right	left	left	29
151.661	0.2	posner	invalid_cue	correct	left	n/a	n/a	30
151.861	0.299	posner	target_response	correct	left	right	right	30
156.43	0.2	posner	valid_cue	correct	right	n/a	n/a	31
156.63	0.294	posner	target_response	correct	right	right	right	31
159.698	0.2	posner	valid_cue	correct	right	n/a	n/a	32
159.898	0.252	posner	target_response	correct	right	right	right	32
162.965	0.2	posner	valid_cue	correct	right	n/a	n/a	33
163.165	0.312	posner	target_response	correct	right	right	right	33
165.933	0.2	posner	invalid_cue	correct	right	n/a	n/a	34
166.133	0.36	posner	target_response	correct	right	left	left	34
170.001	0.2	posner	invalid_cue	correct	right	n/a	n/a	35
170.201	0.32	posner	target_response	correct	right	left	left	35
174.07	0.2	posner	invalid_cue	correct	left	n/a	n/a	36
174.27	0.331	posner	target_response	correct	left	right	right	36
178.638	0.2	posner	valid_cue	correct	left	n/a	n/a	37
178.838	0.391	posner	target_response	correct	left	left	left	37
186.107	0.2	posner	invalid_cue	correct	right	n/a	n/a	38
186.307	0.344	posner	target_response	correct	right	left	left	38
193.177	0.2	posner	valid_cue	correct	left	n/a	n/a	39
193.377	0.28	posner	target_response	correct	left	left	left	39
197.145	0.2	posner	valid_cue	correct	left	n/a	n/a	40
197.345	0.286	posner	target_response	correct	left	left	left	40
200.113	0.2	posner	invalid_cue	correct	left	n/a	n/a	41
200.313	0.472	posner	target_response	correct	left	right	right	41
205.581	0.2	posner	valid_cue	correct	right	n/a	n/a	42
205.781	0.297	posner	target_response	correct	right	right	right	42
213.051	0.2	posner	invalid_cue	correct	left	n/a	n/a	43
213.251	0.373	posner	target_response	correct	left	right	right	43
216.319	0.2	posner	valid_cue	correct	left	n/a	n/a	44
216.519	0.267	posner	target_response	correct	left	left	left	44
224.288	0.2	posner	valid_cue	correct	left	n/a	n/a	45
224.488	0.295	posner	target_response	correct	left	left	left	45
231.758	0.2	posner	invalid_cue	correct	right	n/a	n/a	46
231.958	0.371	posner	target_response	correct	right	left	left	46
234.826	0.2	posner	valid_cue	correct	right	n/a	n/a	47
235.026	0.333	posner	target_response	correct	right	right	right	47
237.993	0.2	posner	invalid_cue	correct	right	n/a	n/a	48
238.193	0.39	posner	target_response	correct	right	left	left	48
241.561	0.2	posner	valid_cue	correct	right	n/a	n/a	49
241.761	0.44	posner	target_response	correct	right	right	right	49
246.83	0.2	posner	valid_cue	correct	right	n/a	n/a	50
247.03	0.341	posner	target_response	correct	right	right	right	50
253.099	0.2	posner	valid_cue	correct	right	n/a	n/a	51
253.299	0.283	posner	target_response	correct	right	right	right	51
260.568	0.2	posner	invalid_cue	correct	left	n/a	n/a	52
260.769	0.29	posner	target_response	correct	left	right	right	52
265.137	0.2	posner	valid_cue	correct	left	n/a	n/a	53
265.337	0.402	posner	target_response	correct	left	left	left	53
269.105	0.2	posner	valid_cue	correct	left	n/a	n/a	54
269.305	0.305	posner	target_response	correct	left	left	left	54
276.574	0.2	posner	invalid_cue	correct	left	n/a	n/a	55
276.775	0.371	posner	target_response	correct	left	right	right	55
281.143	0.2	posner	valid_cue	correct	right	n/a	n/a	56
281.343	0.315	posner	target_response	correct	right	right	right	56
286.612	0.2	posner	valid_cue	correct	left	n/a	n/a	57
286.812	0.311	posner	target_response	correct	left	left	left	57
292.58	0.2	posner	invalid_cue	correct	left	n/a	n/a	58
292.78	0.332	posner	target_response	correct	left	right	right	58
295.848	0.2	posner	invalid_cue	correct	right	n/a	n/a	59
296.048	0.328	posner	target_response	correct	right	left	left	59
301.017	0.2	posner	valid_cue	correct	left	n/a	n/a	60
301.217	0.302	posner	target_response	correct	left	left	left	60
305.685	0.2	posner	invalid_cue	correct	left	n/a	n/a	61
305.885	0.351	posner	target_response	correct	left	right	right	61
311.154	0.2	posner	invalid_cue	correct	right	n/a	n/a	62
311.354	0.347	posner	target_response	correct	right	left	left	62
314.222	0.2	posner	invalid_cue	correct	right	n/a	n/a	63
314.422	0.365	posner	target_response	correct	right	left	left	63
320.291	0.2	posner	valid_cue	correct	right	n/a	n/a	64
320.491	0.359	posner	target_response	correct	right	right	right	64
326.66	0.2	posner	invalid_cue	correct	left	n/a	n/a	65
326.86	0.36	posner	target_response	correct	left	right	right	65
330.028	0.2	posner	invalid_cue	correct	left	n/a	n/a	66
330.228	0.364	posner	target_response	correct	left	right	right	66
332.995	0.2	posner	valid_cue	correct	left	n/a	n/a	67
