onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
187.174	0.2	posner	invalid_cue	correct	left	n/a	n/a	36
187.374	0.507	posner	target_response	correct	left	right	right	36
190.142	0.2	posner	valid_cue	correct	right	n/a	n/a	37
190.342	0.603	posner	target_response	correct	right	right	right	37
195.711	0.2	posner	valid_cue	correct	right	n/a	n/a	38
195.911	0.438	posner	target_response	correct	right	right	right	38
204.08	0.2	posner	invalid_cue	correct	right	n/a	n/a	39
204.28	0.503	posner	target_response	correct	right	left	left	39
210.95	0.2	posner	valid_cue	correct	right	n/a	n/a	40
211.15	0.543	posner	target_response	correct	right	right	right	40
216.018	0.2	posner	valid_cue	correct	left	n/a	n/a	41
216.218	0.488	posner	target_response	correct	left	left	left	41
223.288	0.2	posner	invalid_cue	correct	left	n/a	n/a	42
223.488	0.578	posner	target_response	correct	left	right	right	42
230.757	0.2	posner	valid_cue	correct	right	n/a	n/a	43
230.957	0.476	posner	target_response	correct	right	right	right	43
234.025	0.2	posner	valid_cue	correct	left	n/a	n/a	44
234.225	0.532	posner	target_response	correct	left	left	left	44
238.393	0.2	posner	invalid_cue	correct	right	n/a	n/a	45
238.593	0.481	posner	target_response	correct	right	left	left	45
245.763	0.2	posner	invalid_cue	correct	left	n/a	n/a	46
245.963	0.469	posner	target_response	correct	left	right	right	46
250.931	0.2	posner	valid_cue	correct	right	n/a	n/a	47
251.131	0.692	posner	target_response	correct	right	right	right	47
253.899	0.2	posner	valid_cue	correct	left	n/a	n/a	48
254.099	0.484	posner	target_response	correct	left	left	left	48
259.068	0.2	posner	invalid_cue	correct	right	n/a	n/a	49
259.268	0.484	posner	target_response	correct	right	left	left	49
266.237	0.2	posner	invalid_cue	correct	left	n/a	n/a	50
266.437	0.521	posner	target_response	correct	left	right	right	50
272.206	0.2	posner	invalid_cue	correct	left	n/a	n/a	51
272.406	0.474	posner	target_response	correct	left	right	right	51
279.675	0.2	posner	invalid_cue	correct	left	n/a	n/a	52
279.875	0.499	posner	target_response	correct	left	right	right	52
284.244	0.2	posner	valid_cue	correct	left	n/a	n/a	53
284.444	0.443	posner	target_response	correct	left	left	left	53
291.713	0.2	posner	invalid_cue	correct	left	n/a	n/a	54
291.913	0.448	posner	target_response	correct	left	right	right	54
295.281	0.2	posner	valid_cue	correct	left	n/a	n/a	55
295.481	0.508	posner	target_response	correct	left	left	left	55
298.749	0.2	posner	invalid_cue	correct	left	n/a	n/a	56
298.949	0.564	posner	target_response	correct	left	right	right	56
305.818	0.2	posner	invalid_cue	correct	left	n/a	n/a	57
306.018	0.537	posner	target_response	correct	left	right	right	57
310.087	0.2	posner	invalid_cue	correct	left	n/a	n/a	58
310.287	0.442	posner	target_response	correct	left	right	right	58
313.154	0.2	posner	valid_cue	correct	left	n/a	n/a	59
313.354	0.465	posner	target_response	correct	left	left	left	59
317.022	0.2	posner	valid_cue	correct	right	n/a	n/a	60
317.223	0.451	posner	target_response	correct	right	right	right	60
321.391	0.2	posner	invalid_cue	correct	left	n/a	n/a	61
321.591	0.565	posner	target_response	correct	left	right	right	61
324.859	0.2	posner	invalid_cue	correct	left	n/a	n/a	62
325.059	0.518	posner	target_response	correct	left	right	right	62
332.328	0.2	posner	valid_cue	correct	right	n/a	n/a	63
332.528	0.531	posner	target_response	correct	right	right	right	63
335.396	0.2	posner	valid_cue	correct	left	n/a	n/a	64
335.596	0.514	posner	target_response	correct	left	left	left	64
342.865	0.2	posner	valid_cue	correct	left	n/a	n/a	65
343.066	0.521	posner	target_response	correct	left	left	left	65
348.134	0.2	posner	invalid_cue	correct	right	n/a	n/a	66
348.334	0.544	posner	target_response	correct	right	left	left	66
351.202	0.2	posner	invalid_cue	correct	left	n/a	n/a	67
351.402	0.594	posner	target_response	correct	left	right	right	67
354.97	0.2	posner	valid_cue	correct	right	n/a	n/a	68
355.17	0.467	posner	target_response	correct	right	right	right	68
359.338	0.2	posner	invalid_cue	correct	right	n/a	n/a	69
359.538	0.413	posner	target_response	correct	right	left	left	69
363.406	0.2	posner	invalid_cue	correct	right	n/a	n/a	70
363.607	0.478	posner	target_response	correct	right	left	left	70
367.074	0.2	posner	valid_cue	correct	left	n/a	n/a	71
367.275	0.564	posner	target_response	correct	left	left	left	71
372.443	0.2	posner	valid_cue	correct	left	n/a	n/a	72
372.643	0.512	posner	target_response	correct	left	left	left	72
379.913	0.2	posner	invalid_cue	correct	right	n/a	n/a	73
380.113	0.516	posner	target_response	correct	right	left	left	73
383.18	0.2	posner	valid_cue	correct	left	n/a	n/a	74
383.381	0.504	posner	target_response	correct	left	left	left	74
387.049	0.2	posner	valid_cue	correct	right	n/a	n/a	75
387.249	0.561	posner	target_response	correct	right	right	right	75
392.117	0.2	posner	valid_cue	correct	left	n/a	n/a	76
392.317	0.461	posner	target_response	correct	left	left	left	76
395.085	0.2	posner	valid_cue	correct	right	n/a	n/a	77
395.285	0.538	posner	target_response	correct	right	right	right	77
398.153	0.2	posner	invalid_cue	correct	left	n/a	n/a	78
398.353	0.625	posner	target_response	correct	left	right	right	78
402.121	0.2	posner	valid_cue	correct	right	n/a	n/a	79
402.321	0.439	posner	target_response	correct	right	right	right	79
406.189	0.2	posner	valid_cue	correct	right	n/a	n/a	80
406.389	0.543	posner	target_response	correct	right	right	right	80
409.357	0.2	posner	valid_cue	correct	left	n/a	n/a	81
409.557	0.423	posner	target_response	correct	left	left	left	81
412.525	0.2	posner	valid_cue	correct	right	n/a	n/a	82
412.725	0.447	posner	target_response	correct	right	right	right	82
415.993	0.2	posner	valid_cue	correct	right	n/a	n/a	83
416.193	0.424	posner	target_response	correct	right	right	right	83
420.261	0.2	posner	invalid_cue	correct	left	n/a	n/a	84
420.461	0.521	posner	target_response	correct	left	right	right	84
427.73	0.2	posner	valid_cue	correct	right	n/a	n/a	85
427.931	0.475	posner	target_response	correct	right	right	right	85
434.2	0.2	posner	invalid_cue	correct	left	n/a	n/a	86
434.4	0.548	posner	target_response	correct	left	right	right	86
437.267	0.2	posner	valid_cue	correct	left	n/a	n/a	87
437.467	0.574	posner	target_response	correct	left	left	left	87
444.737	0.2	posner	invalid_cue	correct	right	n/a	n/a	88
444.937	0.54	posner	target_response	correct	right	left	left	88
449.305	0.2	posner	valid_cue	correct	right	n/a	n/a	89
449.505	0.522	posner	target_response	correct	right	right	right	89
455.474	0.2	posner	invalid_cue	correct	left	n/a	n/a	90
455.674	0.594	posner	target_response	correct	left	right	right	90
460.643	0.2	posner	invalid_cue	correct	right	n/a	n/a	91
460.843	0.515	posner	target_response	correct	right	left	left	91
464.811	0.2	posner	invalid_cue	correct	left	n/a	n/a	92
465.011	0.542	posner	target_response	correct	left	right	right	92
468.079	0.2	posner	invalid_cue	correct	right	n/a	n/a	93
468.279	0.458	posner	target_response	correct	right	left	left	93
474.448	0.2	posner	valid_cue	correct	left	n/a	n/a	94
474.648	0.429	posner	target_response	correct	left	left	left	94
481.917	0.2	posner	valid_cue	correct	right	n/a	n/a	95
482.117	0.53	posner	target_response	correct	right	right	right	95
485.185	0.2	posner	invalid_cue	correct	right	n/a	n/a	96
485.385	0.581	posner	target_response	correct	right	left	left	96
489.754	0.2	posner	invalid_cue	correct	right	n/a	n/a	97
489.954	0.501	posner	target_response	correct	right	left	left	97
493.021	0.2	posner	valid_cue	correct	right	n/a	n/a	98
493.222	0.687	posner	target_response	correct	right	right	right	98
500.491	0.2	posner	valid_cue	correct	left	n/a	n/a	99
500.691	0.466	posner	target_response	correct	left	left	left	99
506.96	0.2	posner	valid_cue	correct	left	n/a	n/a	100
507.16	0.41	posner	target_response	correct	left	left	left	100
510.328	0.2	posner	invalid_cue	correct	right	n/a	n/a	101
510.528	0.513	posner	target_response	correct	right	left	left	101
513.496	0.2	posner	invalid_cue	correct	left	n/a	n/a	102
513.696	0.539	posner	target_response	correct	left	right	right	102
517.464	0.2	posner	valid_cue	correct	left	n/a	n/a	103
517.664	0.447	posner	target_response	correct	left	left	left	103
521.032	0.2	posner	invalid_cue	correct	left	n/a	n/a	104
521.232	0.511	posner	target_response	correct	left	right	right	104
524.6	0.2	posner	valid_cue	correct	left	n/a	n/a	105
524.8	0.574	posner	target_response	correct	left	left	left	105
527.968	0.2	posner	valid_cue	correct	left	n/a	n/a	106
528.168	0.483	posner	target_response	correct	left	left	left	106
531.136	0.2	posner	valid_cue	correct	right	n/a	n/a	107
531.336	0.655	posner	target_response	correct	right	right	right	107
535.104	0.2	posner	invalid_cue	correct	right	n/a	n/a	108
535.304	0.456	posner	target_response	correct	right	left	left	108
538.772	0.2	posner	invalid_cue	correct	right	n/a	n/a	109
538.972	0.431	posner	target_response	correct	right	left	left	109
546.241	0.2	posner	valid_cue	correct	right	n/a	n/a	110
546.441	0.528	posner	target_response	correct	right	right	right	110
550.81	0.2	posner	valid_cue	correct	right	n/a	n/a	111
551.01	0.408	posner	target_response	correct	right	right	right	111
555.378	0.2	posner	invalid_cue	correct	left	n/a	n/a	112
555.578	0.436	posner	target_response	correct	left	right	right	112
558.646	0.2	posner	invalid_cue	correct	right	n/a	n/a	113
558.846	0.483	posner	target_response	correct	right	left	left	113
561.914	0.2	posner	invalid_cue	correct	right	n/a	n/a	114
562.114	0.484	posner	target_response	correct	right	left	left	114
568.083	0.2	posner	invalid_cue	correct	left	n/a	n/a	115
568.283	0.507	posner	target_response	correct	left	right	right	115
574.952	0.2	posner	invalid_cue	correct	left	n/a	n/a	116
575.152	0.481	posner	target_response	correct	left	right	right	116
582.421	0.2	posner	invalid_cue	correct	left	n/a	n/a	117
582.622	0.735	posner	target_response	correct	left	right	right	117
589.391	0.2	posner	valid_cue	correct	left	n/a	n/a	118
589.591	0.508	posner	target_response	correct	left	left	left	118
595.96	0.2	posner	invalid_cue	correct	right	n/a	n/a	119
596.16	0.695	posner	target_response	correct	right	left	left	119
599.128	0.2	posner	valid_cue	correct	right	n/a	n/a	120
599.328	0.463	posner	target_response	correct	right	right	right	120
