onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	trial_index
14.828	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	1
25.799	2.683	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	1
44.339	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	2
55.326	2.335	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	2
73.85	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	3
84.837	2.744	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	3
103.361	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	4
114.348	2.364	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	4
132.889	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
143.876	3.49	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
162.416	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
173.404	3.53	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
191.927	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	7
202.915	1.867	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	7
221.438	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	8
232.426	4.994	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	8
250.949	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	9
261.937	3.382	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	9
280.46	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	10
291.448	2.352	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	10
309.971	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	11
320.959	3.539	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/4p_question.txt	11
339.482	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	12
350.47	3.227	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	12
368.993	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	13
379.981	3.649	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	13
398.504	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	14
409.492	2.471	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	14
428.015	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	15
439.003	3.361	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	15
457.526	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	16
468.514	2.886	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	16
487.037	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	17
498.025	3.139	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	17
516.548	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	18
527.536	2.374	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	18
546.059	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
557.047	n/a	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	19
575.57	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
586.558	2.365	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
