onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.85	1.321	face	n/a	sex	happy	male	WC	old	task-faces/1Happy_Model3_2Male_1WC_2Old.mp4
5.171	1.869	rating	0.1707	sex	happy	male	WC	old	n/a
5.854	1.185	rating_mouse_trajectory	0.1707	sex	happy	male	WC	old	n/a
7.194	2.045	face	n/a	sex	pleasure	female	EA	young	task-faces/8Pleasure_Model1_1Female_2EA_1Young.mp4
9.239	1.135	rating	0.2091	sex	pleasure	female	EA	young	n/a
9.589	0.785	rating_mouse_trajectory	0.2091	sex	pleasure	female	EA	young	n/a
11.179	1.311	face	n/a	sex	disgust	male	African	old	task-faces/4Disgust_Model5_2Male_3African_2Old.mp4
12.49	1.496	rating	0.1161	sex	disgust	male	African	old	n/a
12.757	1.23	rating_mouse_trajectory	0.1161	sex	disgust	male	African	old	n/a
15.414	2.045	face	n/a	sex	pain	male	WC	old	task-faces/7Pain_Model2_2Male_1WC_2Old.mp4
17.459	1.185	rating	0.0777	sex	pain	male	WC	old	n/a
17.809	0.835	rating_mouse_trajectory	0.0777	sex	pain	male	WC	old	n/a
19.381	1.312	face	n/a	sex	anger	male	African	old	task-faces/5Anger_Model3_2Male_3African_2Old.mp4
20.693	1.185	rating	0.1485	sex	anger	male	African	old	n/a
21.06	0.818	rating_mouse_trajectory	0.1485	sex	anger	male	African	old	n/a
26.635	1.311	face	n/a	sex	happy	male	African	young	task-faces/1Happy_Model1_2Male_3African_1Young.mp4
27.946	1.441	rating	0.1404	sex	happy	male	African	young	n/a
28.313	1.074	rating_mouse_trajectory	0.1404	sex	happy	male	African	young	n/a
29.874	1.307	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
31.181	1.056	rating	0.2152	sex	disgust	male	African	young	n/a
31.564	0.673	rating_mouse_trajectory	0.2152	sex	disgust	male	African	young	n/a
33.104	1.311	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
34.415	1.188	rating	0.1282	sex	fear	male	African	old	n/a
34.799	0.805	rating_mouse_trajectory	0.1282	sex	fear	male	African	old	n/a
36.324	1.309	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
37.633	1.403	rating	0.1768	sex	fear	female	African	young	n/a
37.85	1.187	rating_mouse_trajectory	0.1768	sex	fear	female	African	young	n/a
39.559	1.309	face	n/a	sex	happy	male	EA	young	task-faces/1Happy_Model1_2Male_2EA_1Young.mp4
40.868	1.833	rating	0.2031	sex	happy	male	EA	young	n/a
41.301	1.4	rating_mouse_trajectory	0.2031	sex	happy	male	EA	young	n/a
44.778	1.308	face	n/a	sex	fear	male	WC	old	task-faces/3Fear_Model3_2Male_1WC_2Old.mp4
46.086	1.102	rating	0.1525	sex	fear	male	WC	old	n/a
46.503	0.685	rating_mouse_trajectory	0.1525	sex	fear	male	WC	old	n/a
48.993	2.045	face	n/a	sex	pain	female	African	young	task-faces/7Pain_Model4_1Female_3African_1Young.mp4
51.038	1.702	rating	0.2476	sex	pain	female	African	young	n/a
51.405	1.335	rating_mouse_trajectory	0.2476	sex	pain	female	African	young	n/a
54.958	2.049	face	n/a	sex	pain	male	African	young	task-faces/7Pain_Model3_2Male_3African_1Young.mp4
57.007	1.446	rating	0.0817	sex	pain	male	African	young	n/a
57.324	1.13	rating_mouse_trajectory	0.0817	sex	pain	male	African	young	n/a
59.925	1.3	face	n/a	sex	disgust	female	WC	young	task-faces/4Disgust_Model2_1Female_1WC_1Young.mp4
61.225	1.817	rating	0.1383	sex	disgust	female	WC	young	n/a
61.692	1.35	rating_mouse_trajectory	0.1383	sex	disgust	female	WC	young	n/a
64.132	2.045	face	n/a	sex	pain	male	WC	young	task-faces/7Pain_Model4_2Male_1WC_1Young.mp4
66.177	1.443	rating	0.2415	sex	pain	male	WC	young	n/a
66.51	1.109	rating_mouse_trajectory	0.2415	sex	pain	male	WC	young	n/a
69.084	2.045	face	n/a	sex	pain	male	African	old	task-faces/7Pain_Model1_2Male_3African_2Old.mp4
71.129	1.641	rating	0.1161	sex	pain	male	African	old	n/a
71.546	1.224	rating_mouse_trajectory	0.1161	sex	pain	male	African	old	n/a
74.053	1.311	face	n/a	sex	surprise	male	EA	young	task-faces/2Surprise_Model4_2Male_2EA_1Young.mp4
75.364	1.823	rating	0.2718	sex	surprise	male	EA	young	n/a
75.814	1.373	rating_mouse_trajectory	0.2718	sex	surprise	male	EA	young	n/a
78.288	1.311	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
79.599	1.855	rating	0.3244	sex	fear	female	WC	young	n/a
80.432	1.021	rating_mouse_trajectory	0.3244	sex	fear	female	WC	young	n/a
84.523	1.311	face	n/a	sex	surprise	female	EA	old	task-faces/2Surprise_Model3_1Female_2EA_2Old.mp4
85.834	1.402	rating	0.1404	sex	surprise	female	EA	old	n/a
86.201	1.036	rating_mouse_trajectory	0.1404	sex	surprise	female	EA	old	n/a
87.739	1.314	face	n/a	sex	anger	female	EA	young	task-faces/5Anger_Model5_1Female_2EA_1Young.mp4
89.052	1.869	rating	0.1323	sex	anger	female	EA	young	n/a
89.486	1.435	rating_mouse_trajectory	0.1323	sex	anger	female	EA	young	n/a
91.958	1.312	face	n/a	sex	happy	male	WC	young	task-faces/1Happy_Model5_2Male_1WC_1Young.mp4
93.271	1.435	rating	0.0251	sex	happy	male	WC	young	n/a
93.704	1.002	rating_mouse_trajectory	0.0251	sex	happy	male	WC	young	n/a
95.176	2.046	face	n/a	sex	pain	female	African	old	task-faces/7Pain_Model5_1Female_3African_2Old.mp4
97.222	1.802	rating	0.0979	sex	pain	female	African	old	n/a
97.555	1.468	rating_mouse_trajectory	0.0979	sex	pain	female	African	old	n/a
100.142	1.315	face	n/a	sex	anger	male	EA	old	task-faces/5Anger_Model2_2Male_2EA_2Old.mp4
101.457	1.085	rating	0.3426	sex	anger	male	EA	old	n/a
101.807	0.735	rating_mouse_trajectory	0.3426	sex	anger	male	EA	old	n/a
104.364	1.311	face	n/a	sex	disgust	male	WC	young	task-faces/4Disgust_Model3_2Male_1WC_1Young.mp4
105.675	1.618	rating	0.1444	sex	disgust	male	WC	young	n/a
106.075	1.218	rating_mouse_trajectory	0.1444	sex	disgust	male	WC	young	n/a
108.592	2.034	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
110.627	1.202	rating	0.29	sex	pleasure	male	EA	old	n/a
111.11	0.718	rating_mouse_trajectory	0.29	sex	pleasure	male	EA	old	n/a
112.532	1.312	face	n/a	sex	sad	female	EA	young	task-faces/6Sad_Model2_1Female_2EA_1Young.mp4
113.845	1.767	rating	0.4964	sex	sad	female	EA	young	n/a
114.378	1.233	rating_mouse_trajectory	0.4964	sex	sad	female	EA	young	n/a
115.768	2.045	face	n/a	sex	pain	female	WC	old	task-faces/7Pain_Model4_1Female_1WC_2Old.mp4
117.813	1.44	rating	0.2132	sex	pain	female	WC	old	n/a
118.063	1.19	rating_mouse_trajectory	0.2132	sex	pain	female	WC	old	n/a
119.741	1.307	face	n/a	sex	sad	male	EA	young	task-faces/6Sad_Model3_2Male_2EA_1Young.mp4
121.048	1.806	rating	0.4397	sex	sad	male	EA	young	n/a
121.581	1.273	rating_mouse_trajectory	0.4397	sex	sad	male	EA	young	n/a
123.972	1.311	face	n/a	sex	disgust	female	WC	old	task-faces/4Disgust_Model1_1Female_1WC_2Old.mp4
125.282	1.621	rating	0.4175	sex	disgust	female	WC	old	n/a
125.999	0.904	rating_mouse_trajectory	0.4175	sex	disgust	female	WC	old	n/a
128.207	2.044	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
130.251	1.586	rating	0.1606	sex	pleasure	female	African	young	n/a
130.668	1.169	rating_mouse_trajectory	0.1606	sex	pleasure	female	African	young	n/a
133.159	2.044	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
135.203	1.835	rating	0.1505	sex	pain	female	EA	old	n/a
135.436	1.602	rating_mouse_trajectory	0.1505	sex	pain	female	EA	old	n/a
137.106	1.298	face	n/a	sex	anger	female	African	young	task-faces/5Anger_Model1_1Female_3African_1Young.mp4
138.404	1.152	rating	0.5186	sex	anger	female	African	young	n/a
138.821	0.735	rating_mouse_trajectory	0.5186	sex	anger	female	African	young	n/a
140.325	2.031	face	n/a	sex	pleasure	male	WC	old	task-faces/8Pleasure_Model3_2Male_1WC_2Old.mp4
142.355	1.585	rating	0.1545	sex	pleasure	male	WC	old	n/a
142.755	1.185	rating_mouse_trajectory	0.1545	sex	pleasure	male	WC	old	n/a
145.275	1.315	face	n/a	sex	fear	male	African	young	task-faces/3Fear_Model5_2Male_3African_1Young.mp4
146.59	1.413	rating	0.1505	sex	fear	male	African	young	n/a
147.024	0.98	rating_mouse_trajectory	0.1505	sex	fear	male	African	young	n/a
148.496	2.046	face	n/a	sex	pleasure	male	WC	young	task-faces/8Pleasure_Model4_2Male_1WC_1Young.mp4
150.542	1.412	rating	0.11	sex	pleasure	male	WC	young	n/a
150.975	0.978	rating_mouse_trajectory	0.11	sex	pleasure	male	WC	young	n/a
152.448	2.045	face	n/a	sex	pain	female	WC	young	task-faces/7Pain_Model1_1Female_1WC_1Young.mp4
154.493	1.168	rating	0.5307	sex	pain	female	WC	young	n/a
154.96	0.701	rating_mouse_trajectory	0.5307	sex	pain	female	WC	young	n/a
158.4	1.312	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
159.712	1.567	rating	0.5672	sex	sad	female	WC	young	n/a
160.729	0.55	rating_mouse_trajectory	0.5672	sex	sad	female	WC	young	n/a
163.636	1.311	face	n/a	sex	happy	male	African	old	task-faces/1Happy_Model5_2Male_3African_2Old.mp4
164.947	1.406	rating	0.1262	sex	happy	male	African	old	n/a
165.314	1.04	rating_mouse_trajectory	0.1262	sex	happy	male	African	old	n/a
169.875	1.308	face	n/a	sex	surprise	male	WC	old	task-faces/2Surprise_Model2_2Male_1WC_2Old.mp4
171.183	1.187	rating	0.11	sex	surprise	male	WC	old	n/a
171.45	0.92	rating_mouse_trajectory	0.11	sex	surprise	male	WC	old	n/a
174.091	1.31	face	n/a	sex	disgust	female	African	young	task-faces/4Disgust_Model5_1Female_3African_1Young.mp4
175.401	1.069	rating	0.3083	sex	disgust	female	African	young	n/a
175.868	0.602	rating_mouse_trajectory	0.3083	sex	disgust	female	African	young	n/a
178.308	1.312	face	n/a	sex	happy	female	WC	young	task-faces/1Happy_Model5_1Female_1WC_1Young.mp4
179.619	1.218	rating	0.551	sex	happy	female	WC	young	n/a
180.069	0.768	rating_mouse_trajectory	0.551	sex	happy	female	WC	young	n/a
181.541	2.046	face	n/a	sex	pleasure	female	WC	old	task-faces/8Pleasure_Model3_1Female_1WC_2Old.mp4
183.588	1.185	rating	0.2516	sex	pleasure	female	WC	old	n/a
183.721	1.052	rating_mouse_trajectory	0.2516	sex	pleasure	female	WC	old	n/a
186.509	1.314	face	n/a	sex	fear	male	WC	young	task-faces/3Fear_Model4_2Male_1WC_1Young.mp4
