onset	duration	trial_type	response_value	stim_file
2.766	142.349	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
147.461	2.301	rating_relevance	12.19	n/a
151.679	1.499	rating_happy	16.56	n/a
157.014	1.815	rating_sad	1.04	n/a
161.7	1.483	rating_afraid	0.62	n/a
167.018	1.783	rating_disgusted	0.42	n/a
172.02	1.767	rating_warm	7.08	n/a
177.689	2.416	rating_engaged	20.0	n/a
180.305	339.061	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
522.651	3.23	rating_relevance	29.38	n/a
526.019	1.583	rating_happy	9.58	n/a
531.321	1.867	rating_sad	36.35	n/a
535.439	0.966	rating_afraid	0.0	n/a
540.141	0.649	rating_disgusted	0.0	n/a
546.977	2.472	rating_warm	56.25	n/a
552.495	2.97	rating_engaged	47.6	n/a
