onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
7.274	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
7.507	0.404	posner	target_response	correct	right	left	left	1
14.91	0.2	posner	valid_cue	correct	left	n/a	n/a	2
15.11	0.47	posner	target_response	correct	left	left	left	2
21.696	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
21.896	0.275	posner	target_response	correct	left	right	right	3
24.664	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
24.864	0.376	posner	target_response	correct	right	left	left	4
27.932	0.2	posner	valid_cue	correct	right	n/a	n/a	5
28.132	0.365	posner	target_response	correct	right	right	right	5
31.333	0.2	posner	valid_cue	correct	right	n/a	n/a	6
31.533	0.289	posner	target_response	correct	right	right	right	6
35.501	0.2	posner	invalid_cue	correct	right	n/a	n/a	7
35.701	0.381	posner	target_response	correct	right	left	left	7
46.372	0.2	posner	valid_cue	correct	right	n/a	n/a	8
46.572	0.283	posner	target_response	correct	right	right	right	8
53.641	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	9
53.841	0.226	posner	target_response	incorrect	left	right	left	9
57.609	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
57.81	0.369	posner	target_response	correct	right	left	left	10
60.577	0.2	posner	valid_cue	correct	right	n/a	n/a	11
60.777	0.346	posner	target_response	correct	right	right	right	11
68.047	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
68.247	0.333	posner	target_response	correct	right	left	left	12
72.615	0.2	posner	valid_cue	correct	left	n/a	n/a	13
72.815	0.387	posner	target_response	correct	left	left	left	13
75.983	0.2	posner	valid_cue	correct	left	n/a	n/a	14
76.183	0.362	posner	target_response	correct	left	left	left	14
79.351	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
79.551	0.365	posner	target_response	correct	right	left	left	15
85.92	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
86.12	0.348	posner	target_response	correct	left	right	right	16
94.29	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
94.49	0.339	posner	target_response	correct	right	left	left	17
97.358	0.2	posner	valid_cue	correct	left	n/a	n/a	18
97.558	0.373	posner	target_response	correct	left	left	left	18
101.226	0.2	posner	valid_cue	correct	right	n/a	n/a	19
101.426	0.314	posner	target_response	correct	right	right	right	19
104.377	0.2	posner	invalid_cue	correct	left	n/a	n/a	20
104.577	0.424	posner	target_response	correct	left	right	right	20
107.745	0.2	posner	valid_cue	correct	right	n/a	n/a	21
107.945	0.299	posner	target_response	correct	right	right	right	21
115.214	0.2	posner	invalid_cue	correct	left	n/a	n/a	22
115.414	0.33	posner	target_response	correct	left	right	right	22
119.783	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
119.983	0.369	posner	target_response	correct	right	left	left	23
124.851	0.2	posner	valid_cue	correct	left	n/a	n/a	24
125.051	0.321	posner	target_response	correct	left	left	left	24
128.019	0.2	posner	invalid_cue	correct	left	n/a	n/a	25
128.219	0.37	posner	target_response	correct	left	right	right	25
135.088	0.2	posner	invalid_cue	correct	left	n/a	n/a	26
135.288	0.356	posner	target_response	correct	left	right	right	26
138.856	0.2	posner	invalid_cue	correct	right	n/a	n/a	27
