onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
8.831	32.166	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
40.997	3.983	rating_feeling	827	623	Slaying of kin unrecognized	town	Text	n/a
42.147	2.833	feeling_mouse_trajectory	827	623	Slaying of kin unrecognized	town	Text	n/a
45.035	1.604	rating_expectation	838	587	Slaying of kin unrecognized	town	Text	n/a
45.085	1.554	expectation_mouse_trajectory	838	587	Slaying of kin unrecognized	town	Text	n/a
53.131	17.095	narrative_presentation	n/a	n/a	Erroneous judgement	town	Text	task-narratives/Narrative3Situation2.txt
70.226	3.833	rating_feeling	951	494	Erroneous judgement	town	Text	n/a
71.609	2.45	feeling_mouse_trajectory	951	494	Erroneous judgement	town	Text	n/a
74.242	3.635	rating_expectation	945	615	Erroneous judgement	town	Text	n/a
74.275	3.601	expectation_mouse_trajectory	945	615	Erroneous judgement	town	Text	n/a
80.308	10.395	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
90.703	2.671	rating_feeling	1075	573	Revolt	town	Text	n/a
91.737	1.637	feeling_mouse_trajectory	1075	573	Revolt	town	Text	n/a
94.734	2.836	rating_expectation	1049	604	Revolt	town	Text	n/a
95.351	2.219	expectation_mouse_trajectory	1049	604	Revolt	town	Text	n/a
99.798	28.148	narrative_presentation	n/a	n/a	The enigma	city	Text	task-narratives/Narrative3Situation4.txt
127.946	3.723	rating_feeling	945	557	The enigma	city	Text	n/a
128.463	3.207	feeling_mouse_trajectory	945	557	The enigma	city	Text	n/a
131.984	3.972	rating_expectation	904	516	The enigma	city	Text	n/a
132.751	3.205	expectation_mouse_trajectory	904	516	The enigma	city	Text	n/a
139.08	15.08	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
154.159	2.751	rating_feeling	1222	508	Deliverance	city	Text	n/a
154.193	2.718	feeling_mouse_trajectory	1222	508	Deliverance	city	Text	n/a
158.172	1.584	rating_expectation	1139	552	Deliverance	city	Text	n/a
158.722	1.034	expectation_mouse_trajectory	1139	552	Deliverance	city	Text	n/a
165.239	15.08	narrative_presentation	n/a	n/a	Remorse	city	Text	task-narratives/Narrative3Situation6.txt
180.319	3.02	rating_feeling	950	550	Remorse	city	Text	n/a
181.769	1.57	feeling_mouse_trajectory	950	550	Remorse	city	Text	n/a
184.351	2.119	rating_expectation	896	540	Remorse	city	Text	n/a
185.051	1.419	expectation_mouse_trajectory	896	540	Remorse	city	Text	n/a
192.416	36.853	narrative_presentation	n/a	n/a	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
229.269	1.602	rating_feeling	642	494	Loss of loved one	forest	Text	n/a
229.302	1.569	feeling_mouse_trajectory	642	494	Loss of loved one	forest	Text	n/a
233.284	2.034	rating_expectation	592	467	Loss of loved one	forest	Text	n/a
233.5	1.818	expectation_mouse_trajectory	592	467	Loss of loved one	forest	Text	n/a
239.35	9.707	narrative_presentation	n/a	n/a	All sacrificed for passion	forest	Text	task-narratives/Narrative3Situation8.txt
249.057	3.118	rating_feeling	951	563	All sacrificed for passion	forest	Text	n/a
250.557	1.618	feeling_mouse_trajectory	951	563	All sacrificed for passion	forest	Text	n/a
253.075	1.827	rating_expectation	776	604	All sacrificed for passion	forest	Text	n/a
253.808	1.094	expectation_mouse_trajectory	776	604	All sacrificed for passion	forest	Text	n/a
258.141	27.481	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
285.622	2.318	rating_feeling	765	485	Discovery of dishonour of loved one	forest	Text	n/a
286.605	1.335	feeling_mouse_trajectory	765	485	Discovery of dishonour of loved one	forest	Text	n/a
289.639	2.868	rating_expectation	826	540	Discovery of dishonour of loved one	forest	Text	n/a
290.089	2.418	expectation_mouse_trajectory	826	540	Discovery of dishonour of loved one	forest	Text	n/a
295.721	22.448	narrative_presentation	n/a	n/a	Conflict with a god	swamp	Text	task-narratives/Narrative4Situation1.txt
318.169	3.883	rating_feeling	955	378	Conflict with a god	swamp	Text	n/a
319.819	2.233	feeling_mouse_trajectory	955	378	Conflict with a god	swamp	Text	n/a
322.201	3.886	rating_expectation	949	535	Conflict with a god	swamp	Text	n/a
323.085	3.002	expectation_mouse_trajectory	949	535	Conflict with a god	swamp	Text	n/a
331.268	24.796	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
356.064	1.788	rating_feeling	572	394	Adultery	swamp	Text	n/a
356.13	1.722	feeling_mouse_trajectory	572	394	Adultery	swamp	Text	n/a
360.085	1.087	rating_expectation	657	483	Adultery	swamp	Text	n/a
360.418	0.754	expectation_mouse_trajectory	657	483	Adultery	swamp	Text	n/a
366.164	21.111	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	swamp	Text	task-narratives/Narrative4Situation3.txt
387.276	1.844	rating_feeling	611	385	Slaying of kin unrecognized	swamp	Text	n/a
387.392	1.727	feeling_mouse_trajectory	611	385	Slaying of kin unrecognized	swamp	Text	n/a
391.293	1.526	rating_expectation	599	365	Slaying of kin unrecognized	swamp	Text	n/a
391.51	1.309	expectation_mouse_trajectory	599	365	Slaying of kin unrecognized	swamp	Text	n/a
