onset	duration	trial_type	response_value	stim_file
2.769	105.981	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
111.416	2.609	rating_relevance	27.71	n/a
116.585	2.767	rating_happy	57.92	n/a
120.786	1.95	rating_sad	16.15	n/a
125.038	1.183	rating_afraid	0.1	n/a
130.907	2.033	rating_disgusted	0.21	n/a
137.259	3.367	rating_warm	12.81	n/a
141.944	3.034	rating_engaged	54.38	n/a
143.946	74.827	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
221.941	3.118	rating_relevance	19.58	n/a
226.209	2.365	rating_happy	28.12	n/a
230.861	1.999	rating_sad	11.77	n/a
235.096	1.216	rating_afraid	5.94	n/a
241.548	2.65	rating_disgusted	12.5	n/a
246.35	2.433	rating_warm	1.04	n/a
252.435	3.5	rating_engaged	46.98	n/a
253.969	196.925	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
455.445	n/a	rating_relevance	n/a	n/a
458.045	2.083	rating_happy	2.29	n/a
463.531	2.551	rating_sad	4.58	n/a
469.066	3.066	rating_afraid	8.02	n/a
472.934	1.916	rating_disgusted	0.31	n/a
477.686	1.649	rating_warm	0.42	n/a
483.738	2.684	rating_engaged	12.5	n/a
