onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.836	3.431	cue	n/a	n/a	likeability	n/a	n/a
6.268	5.323	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
11.707	1.784	rating	122.4	Strongest possible	likeability	n/a	n/a
12.673	0.818	rating_mouse_trajectory	122.4	Strongest possible	likeability	n/a	n/a
16.922	5.4	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
22.394	1.618	rating	66.77	Very strong	likeability	n/a	n/a
22.944	1.068	rating_mouse_trajectory	66.77	Very strong	likeability	n/a	n/a
27.517	5.006	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
32.582	2.924	rating	150.65	Strongest possible	likeability	n/a	n/a
33.065	2.441	rating_mouse_trajectory	150.65	Strongest possible	likeability	n/a	n/a
37.617	3.118	cue	n/a	n/a	mentalizing	remember	n/a
40.735	5.505	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
46.304	4.453	rating	66.63	Very strong	mentalizing	remember	n/a
47.287	3.469	rating_mouse_trajectory	66.63	Very strong	mentalizing	remember	n/a
51.389	5.22	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
56.691	2.435	rating	52.81	Strong	mentalizing	remember	n/a
57.858	1.268	rating_mouse_trajectory	52.81	Strong	mentalizing	remember	n/a
61.833	5.563	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
67.462	2.402	rating	43.97	Strong	mentalizing	remember	n/a
68.846	1.019	rating_mouse_trajectory	43.97	Strong	mentalizing	remember	n/a
72.498	3.131	cue	n/a	n/a	similarity	n/a	n/a
75.629	5.295	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
80.985	1.406	rating	47.76	Strong	similarity	n/a	n/a
81.551	0.84	rating_mouse_trajectory	47.76	Strong	similarity	n/a	n/a
86.073	5.799	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
91.939	1.852	rating	114.56	Strongest possible	similarity	n/a	n/a
92.439	1.352	rating_mouse_trajectory	114.56	Strongest possible	similarity	n/a	n/a
