onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.8	2.042	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
5.841	1.8	rating	0.2051	intensity	pain	female	African	young	n/a
6.991	0.65	rating_mouse_trajectory	0.2051	intensity	pain	female	African	young	n/a
7.766	1.309	face	n/a	intensity	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
9.076	1.033	rating	0.0	intensity	fear	female	African	young	n/a
9.476	0.633	rating_mouse_trajectory	0.0	intensity	fear	female	African	young	n/a
11.0	1.31	face	n/a	intensity	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
12.31	1.667	rating	0.4559	intensity	anger	female	WC	young	n/a
12.61	1.367	rating_mouse_trajectory	0.4559	intensity	anger	female	WC	young	n/a
15.231	1.314	face	n/a	intensity	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
16.545	1.0	rating	0.553	intensity	happy	female	African	young	n/a
17.312	0.233	rating_mouse_trajectory	0.553	intensity	happy	female	African	young	n/a
18.475	2.039	face	n/a	intensity	pleasure	male	African	young	task-faces/8Pleasure_Model4_2Male_3African_1Young.mp4
20.513	0.95	rating	0.5489	intensity	pleasure	male	African	young	n/a
21.197	0.267	rating_mouse_trajectory	0.5489	intensity	pleasure	male	African	young	n/a
26.438	1.312	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
27.749	1.467	rating	0.286	intensity	anger	male	EA	young	n/a
27.799	1.417	rating_mouse_trajectory	0.286	intensity	anger	male	EA	young	n/a
29.672	1.312	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
30.984	0.9	rating	0.5611	intensity	surprise	male	EA	young	n/a
31.367	0.517	rating_mouse_trajectory	0.5611	intensity	surprise	male	EA	young	n/a
32.907	1.312	face	n/a	intensity	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
34.219	1.483	rating	0.5813	intensity	surprise	male	WC	young	n/a
34.735	0.967	rating_mouse_trajectory	0.5813	intensity	surprise	male	WC	young	n/a
36.141	1.312	face	n/a	intensity	sad	female	African	old	task-faces/6Sad_Model5_1Female_3African_2Old.mp4
37.453	1.783	rating	0.3608	intensity	sad	female	African	old	n/a
37.87	1.367	rating_mouse_trajectory	0.3608	intensity	sad	female	African	old	n/a
39.376	1.311	face	n/a	intensity	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
40.688	0.917	rating	0.3669	intensity	disgust	male	WC	old	n/a
41.188	0.417	rating_mouse_trajectory	0.3669	intensity	disgust	male	WC	old	n/a
44.612	2.044	face	n/a	intensity	pain	male	African	old	task-faces/7Pain_Model3_2Male_3African_2Old.mp4
46.657	1.683	rating	0.5813	intensity	pain	male	African	old	n/a
47.023	1.317	rating_mouse_trajectory	0.5813	intensity	pain	male	African	old	n/a
49.579	2.046	face	n/a	intensity	pleasure	female	African	young	task-faces/8Pleasure_Model4_1Female_3African_1Young.mp4
51.625	1.483	rating	0.5611	intensity	pleasure	female	African	young	n/a
52.042	1.067	rating_mouse_trajectory	0.5611	intensity	pleasure	female	African	young	n/a
55.547	2.047	face	n/a	intensity	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
57.594	1.233	rating	0.646	intensity	pain	male	WC	old	n/a
58.261	0.567	rating_mouse_trajectory	0.646	intensity	pain	male	WC	old	n/a
