onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.795	3.137	cue	n/a	n/a	likeability	n/a	n/a
5.932	6.183	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
12.199	2.918	rating	44.02	Strong	likeability	n/a	n/a
13.082	2.035	rating_mouse_trajectory	44.02	Strong	likeability	n/a	n/a
17.322	5.565	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
22.953	1.268	rating	32.42	Strong	likeability	n/a	n/a
23.486	0.734	rating_mouse_trajectory	32.42	Strong	likeability	n/a	n/a
28.095	5.112	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
33.273	2.201	rating	9.22	Weak	likeability	n/a	n/a
33.657	1.818	rating_mouse_trajectory	9.22	Weak	likeability	n/a	n/a
38.308	3.183	cue	n/a	n/a	similarity	n/a	n/a
41.491	5.121	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
46.678	1.684	rating	9.24	Weak	similarity	n/a	n/a
47.078	1.284	rating_mouse_trajectory	9.24	Weak	similarity	n/a	n/a
51.785	6.844	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
58.699	2.118	rating	67.03	Very strong	similarity	n/a	n/a
59.283	1.535	rating_mouse_trajectory	67.03	Very strong	similarity	n/a	n/a
63.856	6.673	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
70.587	1.926	rating	9.04	Weak	similarity	n/a	n/a
71.254	1.26	rating_mouse_trajectory	9.04	Weak	similarity	n/a	n/a
75.622	3.127	cue	n/a	n/a	mentalizing	remember	n/a
78.75	5.496	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
84.309	4.9	rating	40.3	Strong	mentalizing	remember	n/a
87.092	2.117	rating_mouse_trajectory	40.3	Strong	mentalizing	remember	n/a
89.386	5.227	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
94.679	2.817	rating	27.69	Moderate	mentalizing	remember	n/a
96.529	0.967	rating_mouse_trajectory	27.69	Moderate	mentalizing	remember	n/a
99.778	5.556	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
105.4	1.784	rating	94.83	Very strong	mentalizing	remember	n/a
106.217	0.968	rating_mouse_trajectory	94.83	Very strong	mentalizing	remember	n/a
110.435	3.156	cue	n/a	n/a	similarity	n/a	n/a
113.592	5.321	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
118.972	3.224	rating	40.32	Strong	similarity	n/a	n/a
119.705	2.491	rating_mouse_trajectory	40.32	Strong	similarity	n/a	n/a
124.071	5.558	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
129.692	1.37	rating	13.92	Moderate	similarity	n/a	n/a
129.992	1.07	rating_mouse_trajectory	13.92	Moderate	similarity	n/a	n/a
134.809	4.071	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
138.946	2.068	rating	12.01	Moderate	similarity	n/a	n/a
139.346	1.668	rating_mouse_trajectory	12.01	Moderate	similarity	n/a	n/a
143.964	3.131	cue	n/a	n/a	mentalizing	danger	n/a
147.095	5.3	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
152.468	4.817	rating	28.21	Moderate	mentalizing	danger	n/a
154.384	2.9	rating_mouse_trajectory	28.21	Moderate	mentalizing	danger	n/a
157.577	6.345	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
163.989	2.574	rating	101.99	Strongest possible	mentalizing	danger	n/a
164.522	2.041	rating_mouse_trajectory	101.99	Strongest possible	mentalizing	danger	n/a
169.129	5.117	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
174.309	2.07	rating	107.05	Strongest possible	mentalizing	danger	n/a
174.792	1.587	rating_mouse_trajectory	107.05	Strongest possible	mentalizing	danger	n/a
179.328	3.144	cue	n/a	n/a	similarity	n/a	n/a
