onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
4.83	22.446	narrative_presentation	n/a	n/a	Conflict with a god	swamp	Text	task-narratives/Narrative4Situation1.txt
27.275	3.568	rating_feeling	903	489	Conflict with a god	swamp	Text	n/a
28.625	2.218	feeling_mouse_trajectory	903	489	Conflict with a god	swamp	Text	n/a
31.342	2.107	rating_expectation	1053	485	Conflict with a god	swamp	Text	n/a
32.275	1.174	expectation_mouse_trajectory	1053	485	Conflict with a god	swamp	Text	n/a
40.426	24.797	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
65.223	1.834	rating_feeling	646	433	Adultery	swamp	Text	n/a
65.956	1.101	feeling_mouse_trajectory	646	433	Adultery	swamp	Text	n/a
69.24	1.959	rating_expectation	605	355	Adultery	swamp	Text	n/a
70.007	1.193	expectation_mouse_trajectory	605	355	Adultery	swamp	Text	n/a
75.323	21.112	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	swamp	Text	task-narratives/Narrative4Situation3.txt
96.434	2.468	rating_feeling	589	372	Slaying of kin unrecognized	swamp	Text	n/a
96.918	1.984	feeling_mouse_trajectory	589	372	Slaying of kin unrecognized	swamp	Text	n/a
100.45	2.251	rating_expectation	620	380	Slaying of kin unrecognized	swamp	Text	n/a
101.467	1.234	expectation_mouse_trajectory	620	380	Slaying of kin unrecognized	swamp	Text	n/a
105.517	21.112	narrative_presentation	n/a	n/a	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
126.629	2.505	rating_feeling	618	369	Fatal imprudence	hospital	Text	n/a
127.513	1.621	feeling_mouse_trajectory	618	369	Fatal imprudence	hospital	Text	n/a
130.648	2.336	rating_expectation	568	399	Fatal imprudence	hospital	Text	n/a
131.515	1.47	expectation_mouse_trajectory	568	399	Fatal imprudence	hospital	Text	n/a
135.745	25.799	narrative_presentation	n/a	n/a	Erroneous judgement	hospital	Text	task-narratives/Narrative4Situation5.txt
161.544	3.767	rating_feeling	840	447	Erroneous judgement	hospital	Text	n/a
163.211	2.1	feeling_mouse_trajectory	840	447	Erroneous judgement	hospital	Text	n/a
165.565	0.034	rating_expectation	960	707	Erroneous judgement	hospital	Text	n/a
165.799	-0.2	expectation_mouse_trajectory	960	707	Erroneous judgement	hospital	Text	n/a
170.658	23.445	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative4Situation6.txt
194.103	2.968	rating_feeling	1086	532	Necessity of sacrificing loved ones	hospital	Text	n/a
195.019	2.051	feeling_mouse_trajectory	1086	532	Necessity of sacrificing loved ones	hospital	Text	n/a
198.12	2.368	rating_expectation	742	523	Necessity of sacrificing loved ones	hospital	Text	n/a
199.12	1.368	expectation_mouse_trajectory	742	523	Necessity of sacrificing loved ones	hospital	Text	n/a
203.187	19.097	narrative_presentation	n/a	n/a	Recovery of a lost one	prison	Text	task-narratives/Narrative4Situation7.txt
222.284	3.002	rating_feeling	1147	509	Recovery of a lost one	prison	Text	n/a
223.667	1.619	feeling_mouse_trajectory	1147	509	Recovery of a lost one	prison	Text	n/a
226.298	2.201	rating_expectation	687	488	Recovery of a lost one	prison	Text	n/a
227.465	1.034	expectation_mouse_trajectory	687	488	Recovery of a lost one	prison	Text	n/a
231.364	38.536	narrative_presentation	n/a	n/a	Crimes of love	prison	Text	task-narratives/Narrative4Situation8.txt
269.9	2.001	rating_feeling	607	354	Crimes of love	prison	Text	n/a
270.75	1.151	feeling_mouse_trajectory	607	354	Crimes of love	prison	Text	n/a
273.915	1.868	rating_expectation	564	408	Crimes of love	prison	Text	n/a
274.649	1.134	expectation_mouse_trajectory	564	408	Crimes of love	prison	Text	n/a
282.983	12.391	narrative_presentation	n/a	n/a	Abduction	prison	Text	task-narratives/Narrative4Situation9.txt
295.374	1.808	rating_feeling	617	347	Abduction	prison	Text	n/a
295.857	1.325	feeling_mouse_trajectory	617	347	Abduction	prison	Text	n/a
299.391	1.79	rating_expectation	582	380	Abduction	prison	Text	n/a
300.208	0.974	expectation_mouse_trajectory	582	380	Abduction	prison	Text	n/a
309.477	32.165	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
341.642	2.208	rating_feeling	673	417	Slaying of kin unrecognized	town	Text	n/a
342.425	1.424	feeling_mouse_trajectory	673	417	Slaying of kin unrecognized	town	Text	n/a
345.665	1.784	rating_expectation	659	440	Slaying of kin unrecognized	town	Text	n/a
346.382	1.067	expectation_mouse_trajectory	659	440	Slaying of kin unrecognized	town	Text	n/a
353.76	17.094	narrative_presentation	n/a	n/a	Erroneous judgement	town	Text	task-narratives/Narrative3Situation2.txt
370.853	2.568	rating_feeling	1189	470	Erroneous judgement	town	Text	n/a
371.537	1.884	feeling_mouse_trajectory	1189	470	Erroneous judgement	town	Text	n/a
374.87	2.751	rating_expectation	753	509	Erroneous judgement	town	Text	n/a
376.07	1.551	expectation_mouse_trajectory	753	509	Erroneous judgement	town	Text	n/a
380.937	10.391	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
391.328	3.206	rating_feeling	1041	503	Revolt	town	Text	n/a
392.044	2.489	feeling_mouse_trajectory	1041	503	Revolt	town	Text	n/a
395.348	2.404	rating_expectation	753	491	Revolt	town	Text	n/a
396.848	0.904	expectation_mouse_trajectory	753	491	Revolt	town	Text	n/a
400.41	28.148	narrative_presentation	n/a	n/a	The enigma	city	Text	task-narratives/Narrative3Situation4.txt
428.558	2.325	rating_feeling	706	448	The enigma	city	Text	n/a
429.725	1.159	feeling_mouse_trajectory	706	448	The enigma	city	Text	n/a
432.574	1.891	rating_expectation	662	439	The enigma	city	Text	n/a
433.391	1.074	expectation_mouse_trajectory	662	439	The enigma	city	Text	n/a
439.642	15.075	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
454.717	2.268	rating_feeling	657	433	Deliverance	city	Text	n/a
455.534	1.451	feeling_mouse_trajectory	657	433	Deliverance	city	Text	n/a
458.734	2.201	rating_expectation	658	456	Deliverance	city	Text	n/a
459.868	1.068	expectation_mouse_trajectory	658	456	Deliverance	city	Text	n/a
465.818	15.082	narrative_presentation	n/a	n/a	Remorse	city	Text	task-narratives/Narrative3Situation6.txt
480.9	3.535	rating_feeling	1138	514	Remorse	city	Text	n/a
482.033	2.402	feeling_mouse_trajectory	1138	514	Remorse	city	Text	n/a
484.931	1.588	rating_expectation	723	529	Remorse	city	Text	n/a
485.481	1.038	expectation_mouse_trajectory	723	529	Remorse	city	Text	n/a
492.995	36.85	narrative_presentation	n/a	n/a	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
529.845	2.204	rating_feeling	576	388	Loss of loved one	forest	Text	n/a
530.612	1.438	feeling_mouse_trajectory	576	388	Loss of loved one	forest	Text	n/a
533.865	2.436	rating_expectation	609	356	Loss of loved one	forest	Text	n/a
534.648	1.653	expectation_mouse_trajectory	609	356	Loss of loved one	forest	Text	n/a
539.929	9.706	narrative_presentation	n/a	n/a	All sacrificed for passion	forest	Text	task-narratives/Narrative3Situation8.txt
549.635	3.185	rating_feeling	759	516	All sacrificed for passion	forest	Text	n/a
550.769	2.051	feeling_mouse_trajectory	759	516	All sacrificed for passion	forest	Text	n/a
553.653	2.001	rating_expectation	796	538	All sacrificed for passion	forest	Text	n/a
554.42	1.234	expectation_mouse_trajectory	796	538	All sacrificed for passion	forest	Text	n/a
558.72	27.481	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
586.2	2.451	rating_feeling	625	374	Discovery of dishonour of loved one	forest	Text	n/a
586.784	1.868	feeling_mouse_trajectory	625	374	Discovery of dishonour of loved one	forest	Text	n/a
590.217	1.784	rating_expectation	566	401	Discovery of dishonour of loved one	forest	Text	n/a
590.817	1.184	expectation_mouse_trajectory	566	401	Discovery of dishonour of loved one	forest	Text	n/a
