onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.895	1.433	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
5.328	1.667	rating	0.2638	sex	surprise	female	African	old	n/a
6.078	0.917	rating_mouse_trajectory	0.2638	sex	surprise	female	African	old	n/a
7.472	1.357	face	n/a	sex	disgust	male	EA	young	task-faces/4Disgust_Model4_2Male_2EA_1Young.mp4
8.829	1.167	rating	0.2617	sex	disgust	male	EA	young	n/a
9.362	0.633	rating_mouse_trajectory	0.2617	sex	disgust	male	EA	young	n/a
10.796	1.351	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
12.147	0.6	rating	0.5449	sex	sad	female	WC	young	n/a
12.297	0.45	rating_mouse_trajectory	0.5449	sex	sad	female	WC	young	n/a
15.096	2.103	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
17.199	1.6	rating	0.3143	sex	pleasure	male	EA	old	n/a
17.515	1.283	rating_mouse_trajectory	0.3143	sex	pleasure	male	EA	old	n/a
19.142	2.075	face	n/a	sex	pain	male	EA	young	task-faces/7Pain_Model1_2Male_2EA_1Young.mp4
21.217	1.033	rating	0.2597	sex	pain	male	EA	young	n/a
21.55	0.7	rating_mouse_trajectory	0.2597	sex	pain	male	EA	young	n/a
27.194	2.076	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
29.27	1.4	rating	0.2273	sex	pleasure	female	African	young	n/a
29.787	0.883	rating_mouse_trajectory	0.2273	sex	pleasure	female	African	young	n/a
31.195	1.326	face	n/a	sex	surprise	female	EA	young	task-faces/2Surprise_Model5_1Female_2EA_1Young.mp4
32.521	1.567	rating	0.7249	sex	surprise	female	EA	young	n/a
32.921	1.167	rating_mouse_trajectory	0.7249	sex	surprise	female	EA	young	n/a
34.45	1.339	face	n/a	sex	disgust	female	African	old	task-faces/4Disgust_Model5_1Female_3African_2Old.mp4
35.789	0.883	rating	0.2213	sex	disgust	female	African	old	n/a
36.222	0.45	rating_mouse_trajectory	0.2213	sex	disgust	female	African	old	n/a
37.719	1.338	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
39.057	0.967	rating	0.2395	sex	fear	female	African	young	n/a
39.357	0.667	rating_mouse_trajectory	0.2395	sex	fear	female	African	young	n/a
40.983	2.092	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
43.075	0.867	rating	0.5328	sex	pain	female	EA	old	n/a
43.592	0.35	rating_mouse_trajectory	0.5328	sex	pain	female	EA	old	n/a
47.0	1.343	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
48.344	1.533	rating	0.5975	sex	fear	female	WC	young	n/a
48.877	1.0	rating_mouse_trajectory	0.5975	sex	fear	female	WC	young	n/a
51.278	1.334	face	n/a	sex	happy	female	EA	young	task-faces/1Happy_Model5_1Female_2EA_1Young.mp4
52.612	0.817	rating	0.5692	sex	happy	female	EA	young	n/a
53.112	0.317	rating_mouse_trajectory	0.5692	sex	happy	female	EA	young	n/a
56.547	2.084	face	n/a	sex	pain	female	African	old	task-faces/7Pain_Model5_1Female_3African_2Old.mp4
58.631	1.233	rating	0.1363	sex	pain	female	African	old	n/a
58.931	0.933	rating_mouse_trajectory	0.1363	sex	pain	female	African	old	n/a
61.563	1.352	face	n/a	sex	disgust	female	African	young	task-faces/4Disgust_Model5_1Female_3African_1Young.mp4
62.916	1.033	rating	0.5914	sex	disgust	female	African	young	n/a
63.466	0.483	rating_mouse_trajectory	0.5914	sex	disgust	female	African	young	n/a
65.854	1.346	face	n/a	sex	surprise	male	WC	old	task-faces/2Surprise_Model2_2Male_1WC_2Old.mp4
67.201	1.15	rating	0.2112	sex	surprise	male	WC	old	n/a
67.684	0.667	rating_mouse_trajectory	0.2112	sex	surprise	male	WC	old	n/a
70.112	1.341	face	n/a	sex	sad	female	African	old	task-faces/6Sad_Model1_1Female_3African_2Old.mp4
71.452	n/a	rating	n/a	sex	sad	female	African	old	n/a
n/a	n/a	rating_mouse_trajectory	n/a	sex	sad	female	African	old	n/a
74.376	2.078	face	n/a	sex	pleasure	female	WC	old	task-faces/8Pleasure_Model3_1Female_1WC_2Old.mp4
76.454	0.883	rating	0.3103	sex	pleasure	female	WC	old	n/a
76.804	0.533	rating_mouse_trajectory	0.3103	sex	pleasure	female	WC	old	n/a
79.382	1.324	face	n/a	sex	surprise	male	African	old	task-faces/2Surprise_Model2_2Male_3African_2Old.mp4
80.706	1.167	rating	0.1586	sex	surprise	male	African	old	n/a
81.289	0.583	rating_mouse_trajectory	0.1586	sex	surprise	male	African	old	n/a
85.629	1.329	face	n/a	sex	disgust	male	EA	old	task-faces/4Disgust_Model2_2Male_2EA_2Old.mp4
86.958	1.067	rating	0.6379	sex	disgust	male	EA	old	n/a
87.425	0.6	rating_mouse_trajectory	0.6379	sex	disgust	male	EA	old	n/a
88.879	1.314	face	n/a	sex	happy	female	African	young	task-faces/1Happy_Model3_1Female_3African_1Young.mp4
90.193	1.017	rating	0.6905	sex	happy	female	African	young	n/a
90.576	0.633	rating_mouse_trajectory	0.6905	sex	happy	female	African	young	n/a
93.12	1.308	face	n/a	sex	fear	female	African	old	task-faces/3Fear_Model3_1Female_3African_2Old.mp4
94.428	0.817	rating	0.6804	sex	fear	female	African	old	n/a
94.478	0.767	rating_mouse_trajectory	0.6804	sex	fear	female	African	old	n/a
96.363	1.316	face	n/a	sex	fear	male	WC	old	task-faces/3Fear_Model3_2Male_1WC_2Old.mp4
97.679	0.633	rating	0.2435	sex	fear	male	WC	old	n/a
98.062	0.25	rating_mouse_trajectory	0.2435	sex	fear	male	WC	old	n/a
100.61	1.387	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
101.997	1.717	rating	0.3143	sex	disgust	male	African	young	n/a
102.697	1.017	rating_mouse_trajectory	0.3143	sex	disgust	male	African	young	n/a
104.932	1.317	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
106.249	0.767	rating	0.1485	sex	fear	male	African	old	n/a
106.565	0.45	rating_mouse_trajectory	0.1485	sex	fear	male	African	old	n/a
109.178	1.306	face	n/a	sex	surprise	female	EA	old	task-faces/2Surprise_Model3_1Female_2EA_2Old.mp4
110.484	1.1	rating	0.6683	sex	surprise	female	EA	old	n/a
110.917	0.667	rating_mouse_trajectory	0.6683	sex	surprise	female	EA	old	n/a
112.41	1.308	face	n/a	sex	disgust	male	African	old	task-faces/4Disgust_Model5_2Male_3African_2Old.mp4
113.718	0.733	rating	0.1282	sex	disgust	male	African	old	n/a
114.018	0.433	rating_mouse_trajectory	0.1282	sex	disgust	male	African	old	n/a
115.646	1.306	face	n/a	sex	sad	male	African	old	task-faces/6Sad_Model1_2Male_3African_2Old.mp4
116.953	0.983	rating	0.3062	sex	sad	male	African	old	n/a
117.386	0.55	rating_mouse_trajectory	0.3062	sex	sad	male	African	old	n/a
