onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
8.853	32.166	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
41.02	1.618	rating_feeling	734	521	Slaying of kin unrecognized	town	Text	n/a
41.886	0.752	feeling_mouse_trajectory	734	521	Slaying of kin unrecognized	town	Text	n/a
45.103	1.851	rating_expectation	740	435	Slaying of kin unrecognized	town	Text	n/a
45.87	1.085	expectation_mouse_trajectory	740	435	Slaying of kin unrecognized	town	Text	n/a
53.186	17.112	narrative_presentation	n/a	n/a	Erroneous judgement	town	Text	task-narratives/Narrative3Situation2.txt
70.298	3.983	rating_feeling	1050	392	Erroneous judgement	town	Text	n/a
71.081	3.2	feeling_mouse_trajectory	1050	392	Erroneous judgement	town	Text	n/a
74.334	2.087	rating_expectation	1010	414	Erroneous judgement	town	Text	n/a
74.501	1.92	expectation_mouse_trajectory	1010	414	Erroneous judgement	town	Text	n/a
80.43	10.392	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
90.821	3.669	rating_feeling	992	373	Revolt	town	Text	n/a
91.688	2.802	feeling_mouse_trajectory	992	373	Revolt	town	Text	n/a
94.838	1.868	rating_expectation	1061	401	Revolt	town	Text	n/a
95.521	1.185	expectation_mouse_trajectory	1061	401	Revolt	town	Text	n/a
99.92	28.149	narrative_presentation	n/a	n/a	The enigma	city	Text	task-narratives/Narrative3Situation4.txt
128.069	2.268	rating_feeling	881	456	The enigma	city	Text	n/a
129.003	1.335	feeling_mouse_trajectory	881	456	The enigma	city	Text	n/a
132.085	2.251	rating_expectation	862	432	The enigma	city	Text	n/a
132.935	1.401	expectation_mouse_trajectory	862	432	The enigma	city	Text	n/a
139.185	15.098	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
154.283	2.391	rating_feeling	811	379	Deliverance	city	Text	n/a
155.183	1.491	feeling_mouse_trajectory	811	379	Deliverance	city	Text	n/a
158.317	2.322	rating_expectation	708	434	Deliverance	city	Text	n/a
159.183	1.456	expectation_mouse_trajectory	708	434	Deliverance	city	Text	n/a
165.411	15.076	narrative_presentation	n/a	n/a	Remorse	city	Text	task-narratives/Narrative3Situation6.txt
180.487	3.883	rating_feeling	933	435	Remorse	city	Text	n/a
181.871	2.5	feeling_mouse_trajectory	933	435	Remorse	city	Text	n/a
184.505	3.969	rating_expectation	975	440	Remorse	city	Text	n/a
184.721	3.752	expectation_mouse_trajectory	975	440	Remorse	city	Text	n/a
192.572	36.85	narrative_presentation	n/a	n/a	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
229.422	2.702	rating_feeling	708	390	Loss of loved one	forest	Text	n/a
230.022	2.102	feeling_mouse_trajectory	708	390	Loss of loved one	forest	Text	n/a
233.44	2.652	rating_expectation	706	432	Loss of loved one	forest	Text	n/a
233.94	2.152	expectation_mouse_trajectory	706	432	Loss of loved one	forest	Text	n/a
239.506	9.712	narrative_presentation	n/a	n/a	All sacrificed for passion	forest	Text	task-narratives/Narrative3Situation8.txt
249.218	2.388	rating_feeling	779	518	All sacrificed for passion	forest	Text	n/a
250.668	0.938	feeling_mouse_trajectory	779	518	All sacrificed for passion	forest	Text	n/a
