onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.809	3.522	cue	n/a	n/a	likeability	n/a	n/a
6.331	5.799	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
12.23	3.585	rating	95.84	Very strong	likeability	n/a	n/a
12.613	3.202	rating_mouse_trajectory	95.84	Very strong	likeability	n/a	n/a
17.338	6.843	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
24.251	1.468	rating	92.63	Very strong	likeability	n/a	n/a
24.584	1.134	rating_mouse_trajectory	92.63	Very strong	likeability	n/a	n/a
29.351	5.197	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
34.605	1.943	rating	4.69	Weak	likeability	n/a	n/a
34.821	1.726	rating_mouse_trajectory	4.69	Weak	likeability	n/a	n/a
39.64	3.151	cue	n/a	n/a	mentalizing	remember	n/a
42.791	5.557	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
48.41	4.087	rating	3.03	Weak	mentalizing	remember	n/a
49.393	3.104	rating_mouse_trajectory	3.03	Weak	mentalizing	remember	n/a
53.485	5.496	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
59.064	4.569	rating	71.23	Very strong	mentalizing	remember	n/a
60.247	3.385	rating_mouse_trajectory	71.23	Very strong	mentalizing	remember	n/a
64.231	5.234	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
69.518	1.497	rating	3.44	Weak	mentalizing	remember	n/a
69.884	1.13	rating_mouse_trajectory	3.44	Weak	mentalizing	remember	n/a
74.553	3.152	cue	n/a	n/a	likeability	n/a	n/a
77.705	5.176	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
82.939	2.025	rating	20.94	Moderate	likeability	n/a	n/a
83.439	1.525	rating_mouse_trajectory	20.94	Moderate	likeability	n/a	n/a
88.055	6.123	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
94.244	1.42	rating	100.78	Strongest possible	likeability	n/a	n/a
94.644	1.02	rating_mouse_trajectory	100.78	Strongest possible	likeability	n/a	n/a
99.339	5.825	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
105.231	1.918	rating	20.94	Moderate	likeability	n/a	n/a
105.598	1.551	rating_mouse_trajectory	20.94	Moderate	likeability	n/a	n/a
110.266	3.191	cue	n/a	n/a	mentalizing	danger	n/a
113.457	5.112	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
118.636	3.101	rating	27.22	Moderate	mentalizing	danger	n/a
119.319	2.418	rating_mouse_trajectory	27.22	Moderate	mentalizing	danger	n/a
123.739	6.342	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
130.14	2.59	rating	159.89	Strongest possible	mentalizing	danger	n/a
130.94	1.79	rating_mouse_trajectory	159.89	Strongest possible	mentalizing	danger	n/a
135.212	5.302	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
140.577	1.603	rating	68.58	Very strong	mentalizing	danger	n/a
140.961	1.22	rating_mouse_trajectory	68.58	Very strong	mentalizing	danger	n/a
145.613	3.166	cue	n/a	n/a	similarity	n/a	n/a
148.779	5.335	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
154.183	1.718	rating	26.99	Moderate	similarity	n/a	n/a
