onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.962	1.393	face	n/a	age	surprise	male	African	old	task-faces/2Surprise_Model3_2Male_3African_2Old.mp4
5.355	1.683	rating	0.7006	age	surprise	male	African	old	n/a
6.355	0.683	rating_mouse_trajectory	0.7006	age	surprise	male	African	old	n/a
7.706	1.367	face	n/a	age	happy	male	WC	old	task-faces/1Happy_Model1_2Male_1WC_2Old.mp4
9.073	0.971	rating	0.466	age	happy	male	WC	old	n/a
11.021	1.353	face	n/a	age	sad	male	African	young	task-faces/6Sad_Model2_2Male_3African_1Young.mp4
12.374	0.802	rating	0.3285	age	sad	male	African	young	n/a
12.791	0.385	rating_mouse_trajectory	0.3285	age	sad	male	African	young	n/a
15.31	2.049	face	n/a	age	pleasure	female	EA	young	task-faces/8Pleasure_Model2_1Female_2EA_1Young.mp4
17.359	0.268	rating	0.466	age	pleasure	female	EA	young	n/a
19.29	1.337	face	n/a	age	fear	female	African	old	task-faces/3Fear_Model2_1Female_3African_2Old.mp4
20.627	0.752	rating	0.8827	age	fear	female	African	old	n/a
20.811	0.568	rating_mouse_trajectory	0.8827	age	fear	female	African	old	n/a
26.575	1.322	face	n/a	age	fear	male	African	young	task-faces/3Fear_Model1_2Male_3African_1Young.mp4
27.897	1.144	rating	0.3548	age	fear	male	African	young	n/a
28.513	0.527	rating_mouse_trajectory	0.3548	age	fear	male	African	young	n/a
29.827	1.354	face	n/a	age	happy	female	EA	old	task-faces/1Happy_Model5_1Female_2EA_2Old.mp4
31.181	0.875	rating	0.5854	age	happy	female	EA	old	n/a
31.448	0.608	rating_mouse_trajectory	0.5854	age	happy	female	EA	old	n/a
33.122	1.327	face	n/a	age	happy	female	WC	young	task-faces/1Happy_Model2_1Female_1WC_1Young.mp4
34.449	1.59	rating	0.3487	age	happy	female	WC	young	n/a
35.232	0.807	rating_mouse_trajectory	0.3487	age	happy	female	WC	young	n/a
36.389	1.328	face	n/a	age	disgust	female	African	old	task-faces/4Disgust_Model3_1Female_3African_2Old.mp4
37.717	1.439	rating	0.7411	age	disgust	female	African	old	n/a
38.034	1.122	rating_mouse_trajectory	0.7411	age	disgust	female	African	old	n/a
39.641	1.327	face	n/a	age	happy	female	WC	old	task-faces/1Happy_Model5_1Female_1WC_2Old.mp4
40.968	1.704	rating	0.3184	age	happy	female	WC	old	n/a
41.652	1.021	rating_mouse_trajectory	0.3184	age	happy	female	WC	old	n/a
44.895	1.325	face	n/a	age	happy	female	EA	young	task-faces/1Happy_Model4_1Female_2EA_1Young.mp4
46.22	0.886	rating	0.2314	age	happy	female	EA	young	n/a
46.637	0.469	rating_mouse_trajectory	0.2314	age	happy	female	EA	young	n/a
49.148	2.057	face	n/a	age	pain	male	African	young	task-faces/7Pain_Model4_2Male_3African_1Young.mp4
51.205	0.919	rating	0.3871	age	pain	male	African	young	n/a
51.639	0.485	rating_mouse_trajectory	0.3871	age	pain	male	African	young	n/a
55.124	1.333	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model3_2Male_2EA_1Young.mp4
56.457	1.235	rating	0.199	age	anger	male	EA	young	n/a
56.874	0.818	rating_mouse_trajectory	0.199	age	anger	male	EA	young	n/a
59.384	1.325	face	n/a	age	sad	male	EA	young	task-faces/6Sad_Model4_2Male_2EA_1Young.mp4
60.709	1.635	rating	0.2577	age	sad	male	EA	young	n/a
61.292	1.052	rating_mouse_trajectory	0.2577	age	sad	male	EA	young	n/a
63.632	1.328	face	n/a	age	sad	female	WC	young	task-faces/6Sad_Model5_1Female_1WC_1Young.mp4
64.96	1.445	rating	0.1161	age	sad	female	WC	young	n/a
65.244	1.162	rating_mouse_trajectory	0.1161	age	sad	female	WC	young	n/a
67.875	1.337	face	n/a	age	happy	male	EA	old	task-faces/1Happy_Model1_2Male_2EA_2Old.mp4
69.212	1.477	rating	0.6056	age	happy	male	EA	old	n/a
70.029	0.66	rating_mouse_trajectory	0.6056	age	happy	male	EA	old	n/a
72.125	2.072	face	n/a	age	pleasure	male	WC	old	task-faces/8Pleasure_Model2_2Male_1WC_2Old.mp4
74.197	1.442	rating	0.5854	age	pleasure	male	WC	old	n/a
74.547	1.092	rating_mouse_trajectory	0.5854	age	pleasure	male	WC	old	n/a
77.133	1.333	face	n/a	age	fear	male	African	old	task-faces/3Fear_Model4_2Male_3African_2Old.mp4
78.466	1.757	rating	0.822	age	fear	male	African	old	n/a
79.616	0.607	rating_mouse_trajectory	0.822	age	fear	male	African	old	n/a
83.395	1.323	face	n/a	age	disgust	female	African	young	task-faces/4Disgust_Model4_1Female_3African_1Young.mp4
84.718	1.705	rating	0.6137	age	disgust	female	African	young	n/a
85.134	1.288	rating_mouse_trajectory	0.6137	age	disgust	female	African	young	n/a
86.641	1.328	face	n/a	age	surprise	male	WC	young	task-faces/2Surprise_Model3_2Male_1WC_1Young.mp4
87.969	1.804	rating	0.1768	age	surprise	male	WC	young	n/a
88.552	1.22	rating_mouse_trajectory	0.1768	age	surprise	male	WC	young	n/a
90.9	2.054	face	n/a	age	pleasure	male	EA	young	task-faces/8Pleasure_Model4_2Male_2EA_1Young.mp4
92.954	1.717	rating	0.5307	age	pleasure	male	EA	young	n/a
93.704	0.967	rating_mouse_trajectory	0.5307	age	pleasure	male	EA	young	n/a
94.859	1.313	face	n/a	age	anger	male	WC	old	task-faces/5Anger_Model3_2Male_1WC_2Old.mp4
96.172	0.833	rating	0.3345	age	anger	male	WC	old	n/a
96.639	0.367	rating_mouse_trajectory	0.3345	age	anger	male	WC	old	n/a
99.106	1.318	face	n/a	age	disgust	female	WC	young	task-faces/4Disgust_Model5_1Female_1WC_1Young.mp4
100.424	1.585	rating	0.2476	age	disgust	female	WC	young	n/a
100.724	1.285	rating_mouse_trajectory	0.2476	age	disgust	female	WC	young	n/a
103.348	1.311	face	n/a	age	surprise	female	WC	old	task-faces/2Surprise_Model3_1Female_1WC_2Old.mp4
104.659	1.683	rating	0.733	age	surprise	female	WC	old	n/a
105.275	1.067	rating_mouse_trajectory	0.733	age	surprise	female	WC	old	n/a
107.595	1.315	face	n/a	age	sad	male	African	old	task-faces/6Sad_Model2_2Male_3African_2Old.mp4
108.91	1.035	rating	0.7249	age	sad	male	African	old	n/a
109.26	0.685	rating_mouse_trajectory	0.7249	age	sad	male	African	old	n/a
110.83	1.315	face	n/a	age	disgust	male	WC	young	task-faces/4Disgust_Model2_2Male_1WC_1Young.mp4
112.145	1.135	rating	0.1303	age	disgust	male	WC	young	n/a
112.478	0.802	rating_mouse_trajectory	0.1303	age	disgust	male	WC	young	n/a
114.056	1.307	face	n/a	age	anger	female	African	old	task-faces/5Anger_Model3_1Female_3African_2Old.mp4
115.363	1.802	rating	0.7532	age	anger	female	African	old	n/a
115.613	1.552	rating_mouse_trajectory	0.7532	age	anger	female	African	old	n/a
