onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.814	3.145	cue	n/a	n/a	likeability	n/a	n/a
5.959	5.843	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
11.885	4.592	rating	19.26	Moderate	likeability	n/a	n/a
12.635	3.842	rating_mouse_trajectory	19.26	Moderate	likeability	n/a	n/a
17.176	6.117	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
23.356	2.871	rating	31.29	Strong	likeability	n/a	n/a
24.239	1.988	rating_mouse_trajectory	31.29	Strong	likeability	n/a	n/a
28.497	5.164	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
33.744	2.618	rating	24.92	Moderate	likeability	n/a	n/a
33.794	2.568	rating_mouse_trajectory	24.92	Moderate	likeability	n/a	n/a
38.779	3.122	cue	n/a	n/a	mentalizing	remember	n/a
41.901	5.227	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
47.199	3.552	rating	0.94	Barely-detectable	mentalizing	remember	n/a
48.066	2.685	rating_mouse_trajectory	0.94	Barely-detectable	mentalizing	remember	n/a
52.277	5.51	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
57.853	3.642	rating	156.99	Strongest-possible	mentalizing	remember	n/a
58.987	2.508	rating_mouse_trajectory	156.99	Strongest-possible	mentalizing	remember	n/a
62.982	5.563	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
68.608	1.955	rating	3.78	Weak	mentalizing	remember	n/a
68.941	1.622	rating_mouse_trajectory	3.78	Weak	mentalizing	remember	n/a
73.643	3.117	cue	n/a	n/a	similarity	n/a	n/a
76.76	5.802	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
82.63	2.051	rating	29.86	Strong	similarity	n/a	n/a
82.914	1.768	rating_mouse_trajectory	29.86	Strong	similarity	n/a	n/a
87.711	6.19	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
93.968	2.718	rating	2.85	Barely-detectable	similarity	n/a	n/a
94.468	2.218	rating_mouse_trajectory	2.85	Barely-detectable	similarity	n/a	n/a
99.05	5.306	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
104.422	1.874	rating	12.3	Moderate	similarity	n/a	n/a
104.472	1.824	rating_mouse_trajectory	12.3	Moderate	similarity	n/a	n/a
109.441	3.157	cue	n/a	n/a	likeability	n/a	n/a
112.598	5.333	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
117.995	2.386	rating	24.1	Moderate	likeability	n/a	n/a
118.261	2.119	rating_mouse_trajectory	24.1	Moderate	likeability	n/a	n/a
123.067	5.397	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
128.532	1.918	rating	8.39	Weak	likeability	n/a	n/a
129.066	1.384	rating_mouse_trajectory	8.39	Weak	likeability	n/a	n/a
133.62	5.011	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
138.686	2.851	rating	3.48	Weak	likeability	n/a	n/a
139.32	2.218	rating_mouse_trajectory	3.48	Weak	likeability	n/a	n/a
143.722	3.178	cue	n/a	n/a	mentalizing	danger	n/a
146.9	5.115	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
152.075	3.906	rating	28.73	Moderate	mentalizing	danger	n/a
153.075	2.906	rating_mouse_trajectory	28.73	Moderate	mentalizing	danger	n/a
157.182	6.35	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
163.597	3.469	rating	17.91	Moderate	mentalizing	danger	n/a
163.98	3.085	rating_mouse_trajectory	17.91	Moderate	mentalizing	danger	n/a
168.669	5.298	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
174.034	2.768	rating	7.84	Weak	mentalizing	danger	n/a
174.151	2.651	rating_mouse_trajectory	7.84	Weak	mentalizing	danger	n/a
179.053	3.165	cue	n/a	n/a	similarity	n/a	n/a
182.218	5.331	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
187.606	3.193	rating	13.76	Moderate	similarity	n/a	n/a
187.84	2.96	rating_mouse_trajectory	13.76	Moderate	similarity	n/a	n/a
192.724	5.562	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
198.344	2.989	rating	61.57	Strong	similarity	n/a	n/a
198.828	2.506	rating_mouse_trajectory	61.57	Strong	similarity	n/a	n/a
203.458	4.075	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
207.598	2.752	rating	18.87	Moderate	similarity	n/a	n/a
207.981	2.369	rating_mouse_trajectory	18.87	Moderate	similarity	n/a	n/a
212.617	3.183	cue	n/a	n/a	likeability	n/a	n/a
215.8	5.104	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
220.97	2.268	rating	6.39	Weak	likeability	n/a	n/a
221.237	2.001	rating_mouse_trajectory	6.39	Weak	likeability	n/a	n/a
226.081	5.561	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
231.708	2.034	rating	11.4	Moderate	likeability	n/a	n/a
232.041	1.701	rating_mouse_trajectory	11.4	Moderate	likeability	n/a	n/a
236.795	6.19	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
243.046	1.472	rating	0.47	Barely-detectable	likeability	n/a	n/a
243.412	1.106	rating_mouse_trajectory	0.47	Barely-detectable	likeability	n/a	n/a
248.065	3.138	cue	n/a	n/a	similarity	n/a	n/a
251.202	5.183	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
256.451	2.535	rating	12.58	Moderate	similarity	n/a	n/a
257.001	1.985	rating_mouse_trajectory	12.58	Moderate	similarity	n/a	n/a
261.514	5.392	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
266.956	2.801	rating	2.11	Barely-detectable	similarity	n/a	n/a
267.506	2.251	rating_mouse_trajectory	2.11	Barely-detectable	similarity	n/a	n/a
272.05	5.56	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
277.677	2.601	rating	8.65	Weak	similarity	n/a	n/a
278.06	2.218	rating_mouse_trajectory	8.65	Weak	similarity	n/a	n/a
282.695	3.155	cue	n/a	n/a	mentalizing	tired	n/a
285.85	5.57	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
291.482	2.488	rating	1.01	Barely-detectable	mentalizing	tired	n/a
292.532	1.438	rating_mouse_trajectory	1.01	Barely-detectable	mentalizing	tired	n/a
296.567	6.203	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
302.837	1.951	rating	1.5	Barely-detectable	mentalizing	tired	n/a
303.17	1.618	rating_mouse_trajectory	1.5	Barely-detectable	mentalizing	tired	n/a
307.931	5.01	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
313.008	2.284	rating	23.79	Moderate	mentalizing	tired	n/a
313.458	1.834	rating_mouse_trajectory	23.79	Moderate	mentalizing	tired	n/a
318.026	3.139	cue	n/a	n/a	similarity	n/a	n/a
321.166	6.839	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
328.064	2.574	rating	21.93	Moderate	similarity	n/a	n/a
328.397	2.241	rating_mouse_trajectory	21.93	Moderate	similarity	n/a	n/a
333.203	6.682	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
339.952	2.636	rating	13.57	Moderate	similarity	n/a	n/a
340.585	2.003	rating_mouse_trajectory	13.57	Moderate	similarity	n/a	n/a
345.098	5.108	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
350.273	1.851	rating	36.62	Strong	similarity	n/a	n/a
350.323	1.801	rating_mouse_trajectory	36.62	Strong	similarity	n/a	n/a
355.292	3.16	cue	n/a	n/a	mentalizing	heights	n/a
358.452	5.01	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
363.528	4.567	rating	18.94	Moderate	mentalizing	heights	n/a
364.462	3.633	rating_mouse_trajectory	18.94	Moderate	mentalizing	heights	n/a
368.625	5.198	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
373.883	2.107	rating	4.21	Weak	mentalizing	heights	n/a
374.499	1.49	rating_mouse_trajectory	4.21	Weak	mentalizing	heights	n/a
378.975	5.832	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
384.87	2.12	rating	0.48	Barely-detectable	mentalizing	heights	n/a
385.487	1.503	rating_mouse_trajectory	0.48	Barely-detectable	mentalizing	heights	n/a
389.889	3.156	cue	n/a	n/a	similarity	n/a	n/a
393.045	6.115	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
399.226	2.735	rating	34.8	Strong	similarity	n/a	n/a
399.86	2.101	rating_mouse_trajectory	34.8	Strong	similarity	n/a	n/a
404.337	5.011	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
409.414	3.001	rating	63.55	Strong	similarity	n/a	n/a
410.047	2.368	rating_mouse_trajectory	63.55	Strong	similarity	n/a	n/a
414.48	5.505	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
420.051	4.057	rating	36.63	Strong	similarity	n/a	n/a
420.418	3.69	rating_mouse_trajectory	36.63	Strong	similarity	n/a	n/a
425.07	3.134	cue	n/a	n/a	likeability	n/a	n/a
428.204	6.838	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
435.108	2.768	rating	83.31	Very-strong	likeability	n/a	n/a
435.374	2.501	rating_mouse_trajectory	83.31	Very-strong	likeability	n/a	n/a
440.181	5.798	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
446.045	2.201	rating	35.67	Strong	likeability	n/a	n/a
446.395	1.851	rating_mouse_trajectory	35.67	Strong	likeability	n/a	n/a
451.143	5.194	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
456.4	2.368	rating	8.26	Weak	likeability	n/a	n/a
456.816	1.951	rating_mouse_trajectory	8.26	Weak	likeability	n/a	n/a
461.435	3.187	cue	n/a	n/a	mentalizing	angry	n/a
464.622	6.671	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
471.356	3.887	rating	20.67	Moderate	mentalizing	angry	n/a
472.472	2.771	rating_mouse_trajectory	20.67	Moderate	mentalizing	angry	n/a
476.462	4.081	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
480.61	2.385	rating	0.0	No-sensation	mentalizing	angry	n/a
480.943	2.051	rating_mouse_trajectory	0.0	No-sensation	mentalizing	angry	n/a
485.725	5.172	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
490.964	1.818	rating	0.93	Barely-detectable	mentalizing	angry	n/a
491.297	1.484	rating_mouse_trajectory	0.93	Barely-detectable	mentalizing	angry	n/a
495.983	3.115	cue	n/a	n/a	likeability	n/a	n/a
499.097	5.506	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
504.669	2.818	rating	36.18	Strong	likeability	n/a	n/a
505.169	2.318	rating_mouse_trajectory	36.18	Strong	likeability	n/a	n/a
509.776	6.349	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
516.191	2.521	rating	38.55	Strong	likeability	n/a	n/a
516.591	2.121	rating_mouse_trajectory	38.55	Strong	likeability	n/a	n/a
521.313	4.082	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
525.461	2.451	rating	35.51	Strong	likeability	n/a	n/a
525.861	2.051	rating_mouse_trajectory	35.51	Strong	likeability	n/a	n/a
530.48	3.16	cue	n/a	n/a	mentalizing	calm	n/a
533.64	5.044	video	n/a	n/a	mentalizing	calm	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
538.733	4.552	rating	10.35	Moderate	mentalizing	calm	n/a
539.933	3.352	rating_mouse_trajectory	10.35	Moderate	mentalizing	calm	n/a
543.877	5.803	video	n/a	n/a	mentalizing	calm	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
549.738	2.991	rating	123.3	Strongest-possible	mentalizing	calm	n/a
550.138	2.591	rating_mouse_trajectory	123.3	Strongest-possible	mentalizing	calm	n/a
554.847	6.85	video	n/a	n/a	mentalizing	calm	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
561.759	2.854	rating	108.75	Strongest-possible	mentalizing	calm	n/a
561.843	2.77	rating_mouse_trajectory	108.75	Strongest-possible	mentalizing	calm	n/a
566.795	3.121	cue	n/a	n/a	likeability	n/a	n/a
569.915	5.3	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
575.282	3.235	rating	32.56	Strong	likeability	n/a	n/a
575.698	2.818	rating_mouse_trajectory	32.56	Strong	likeability	n/a	n/a
580.433	6.67	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
587.17	3.101	rating	6.21	Weak	likeability	n/a	n/a
587.386	2.885	rating_mouse_trajectory	6.21	Weak	likeability	n/a	n/a
592.251	5.224	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
597.541	1.424	rating	23.52	Moderate	likeability	n/a	n/a
597.791	1.174	rating_mouse_trajectory	23.52	Moderate	likeability	n/a	n/a
602.576	3.162	cue	n/a	n/a	similarity	n/a	n/a
