onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
5.828	10.395	narrative_presentation	n/a	n/a	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
16.224	2.253	rating_feeling	1112	552	Supplication	hospital	Text	n/a
17.44	1.036	feeling_mouse_trajectory	1112	552	Supplication	hospital	Text	n/a
20.288	1.917	rating_expectation	1144	587	Supplication	hospital	Text	n/a
21.038	1.167	expectation_mouse_trajectory	1144	587	Supplication	hospital	Text	n/a
26.353	14.409	narrative_presentation	n/a	n/a	Madness	hospital	Text	task-narratives/Narrative1Situation2.txt
40.762	1.9	rating_feeling	735	552	Madness	hospital	Text	n/a
41.262	1.4	feeling_mouse_trajectory	735	552	Madness	hospital	Text	n/a
44.787	1.751	rating_expectation	719	488	Madness	hospital	Text	n/a
45.421	1.118	expectation_mouse_trajectory	719	488	Madness	hospital	Text	n/a
49.862	20.778	narrative_presentation	n/a	n/a	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
70.639	3.985	rating_feeling	768	542	Murderous adultury	hospital	Text	n/a
71.289	3.335	feeling_mouse_trajectory	768	542	Murderous adultury	hospital	Text	n/a
74.656	0.017	rating_expectation	960	707	Murderous adultury	hospital	Text	n/a
74.756	-0.083	expectation_mouse_trajectory	960	707	Murderous adultury	hospital	Text	n/a
81.723	18.427	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Text	task-narratives/Narrative1Situation4.txt
100.15	2.217	rating_feeling	648	461	Recovery of a lost one	town	Text	n/a
100.7	1.667	feeling_mouse_trajectory	648	461	Recovery of a lost one	town	Text	n/a
104.171	1.804	rating_expectation	696	503	Recovery of a lost one	town	Text	n/a
104.871	1.104	expectation_mouse_trajectory	696	503	Recovery of a lost one	town	Text	n/a
111.251	11.057	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
122.308	3.917	rating_feeling	826	539	Slaying of kin unrecognized	town	Text	n/a
123.058	3.167	feeling_mouse_trajectory	826	539	Slaying of kin unrecognized	town	Text	n/a
126.325	1.717	rating_expectation	715	506	Slaying of kin unrecognized	town	Text	n/a
126.642	1.401	expectation_mouse_trajectory	715	506	Slaying of kin unrecognized	town	Text	n/a
131.392	25.131	narrative_presentation	n/a	n/a	An enemy loved	town	Text	task-narratives/Narrative1Situation6.txt
156.522	3.817	rating_feeling	1076	598	An enemy loved	town	Text	n/a
159.589	0.75	feeling_mouse_trajectory	1076	598	An enemy loved	town	Text	n/a
160.538	3.968	rating_expectation	729	556	An enemy loved	town	Text	n/a
160.805	3.702	expectation_mouse_trajectory	729	556	An enemy loved	town	Text	n/a
167.605	22.112	narrative_presentation	n/a	n/a	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
189.717	2.767	rating_feeling	1113	599	Fatal imprudence	prison	Text	n/a
190.567	1.917	feeling_mouse_trajectory	1113	599	Fatal imprudence	prison	Text	n/a
193.737	1.42	rating_expectation	769	550	Fatal imprudence	prison	Text	n/a
194.62	0.537	expectation_mouse_trajectory	769	550	Fatal imprudence	prison	Text	n/a
198.8	12.391	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	prison	Text	task-narratives/Narrative1Situation8.txt
211.191	3.667	rating_feeling	1142	579	Discovery of dishonour of loved one	prison	Text	n/a
212.174	2.683	feeling_mouse_trajectory	1142	579	Discovery of dishonour of loved one	prison	Text	n/a
215.208	0.3	rating_expectation	960	707	Discovery of dishonour of loved one	prison	Text	n/a
215.542	-0.033	expectation_mouse_trajectory	960	707	Discovery of dishonour of loved one	prison	Text	n/a
227.278	29.48	narrative_presentation	n/a	n/a	Abduction	prison	Text	task-narratives/Narrative1Situation9.txt
256.758	1.768	rating_feeling	591	411	Abduction	prison	Text	n/a
257.191	1.334	feeling_mouse_trajectory	591	411	Abduction	prison	Text	n/a
260.776	1.617	rating_expectation	633	429	Abduction	prison	Text	n/a
261.376	1.017	expectation_mouse_trajectory	633	429	Abduction	prison	Text	n/a
273.845	22.111	narrative_presentation	n/a	n/a	An enemy loved	forest	Text	task-narratives/Narrative2Situation1.txt
295.956	3.617	rating_feeling	766	559	An enemy loved	forest	Text	n/a
296.789	2.783	feeling_mouse_trajectory	766	559	An enemy loved	forest	Text	n/a
299.974	0.033	rating_expectation	960	707	An enemy loved	forest	Text	n/a
300.04	-0.033	expectation_mouse_trajectory	960	707	An enemy loved	forest	Text	n/a
306.04	36.183	narrative_presentation	n/a	n/a	Enmity of kin	forest	Text	task-narratives/Narrative2Situation2.txt
342.223	2.451	rating_feeling	707	478	Enmity of kin	forest	Text	n/a
342.89	1.784	feeling_mouse_trajectory	707	478	Enmity of kin	forest	Text	n/a
346.241	1.251	rating_expectation	775	515	Enmity of kin	forest	Text	n/a
346.608	0.884	expectation_mouse_trajectory	775	515	Enmity of kin	forest	Text	n/a
354.308	9.373	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	forest	Text	task-narratives/Narrative2Situation3.txt
363.681	3.974	rating_feeling	713	512	Necessity of sacrificing loved ones	forest	Text	n/a
365.031	2.624	feeling_mouse_trajectory	713	512	Necessity of sacrificing loved ones	forest	Text	n/a
367.704	3.906	rating_expectation	994	707	Necessity of sacrificing loved ones	forest	Text	n/a
367.771	3.839	expectation_mouse_trajectory	994	707	Necessity of sacrificing loved ones	forest	Text	n/a
374.783	18.427	narrative_presentation	n/a	n/a	Murderous adultury	town	Text	task-narratives/Narrative2Situation4.txt
393.21	2.434	rating_feeling	633	411	Murderous adultury	town	Text	n/a
393.676	1.968	feeling_mouse_trajectory	633	411	Murderous adultury	town	Text	n/a
397.226	1.417	rating_expectation	634	429	Murderous adultury	town	Text	n/a
397.626	1.017	expectation_mouse_trajectory	634	429	Murderous adultury	town	Text	n/a
404.294	16.746	narrative_presentation	n/a	n/a	Daring Enterprise	town	Text	task-narratives/Narrative2Situation5.txt
421.039	2.519	rating_feeling	617	417	Daring Enterprise	town	Text	n/a
421.689	1.869	feeling_mouse_trajectory	617	417	Daring Enterprise	town	Text	n/a
425.054	1.0	rating_expectation	610	421	Daring Enterprise	town	Text	n/a
425.521	0.533	expectation_mouse_trajectory	610	421	Daring Enterprise	town	Text	n/a
431.12	5.689	narrative_presentation	n/a	n/a	Ambition	town	Text	task-narratives/Narrative2Situation6.txt
436.809	2.018	rating_feeling	671	461	Ambition	town	Text	n/a
437.643	1.184	feeling_mouse_trajectory	671	461	Ambition	town	Text	n/a
440.826	2.051	rating_expectation	682	436	Ambition	town	Text	n/a
441.293	1.584	expectation_mouse_trajectory	682	436	Ambition	town	Text	n/a
445.893	19.097	narrative_presentation	n/a	n/a	Mistaken jealousy	hospital	Text	task-narratives/Narrative2Situation7.txt
464.989	3.119	rating_feeling	1233	498	Mistaken jealousy	hospital	Text	n/a
465.439	2.669	feeling_mouse_trajectory	1233	498	Mistaken jealousy	hospital	Text	n/a
469.004	1.451	rating_expectation	1140	566	Mistaken jealousy	hospital	Text	n/a
469.587	0.868	expectation_mouse_trajectory	1140	566	Mistaken jealousy	hospital	Text	n/a
476.07	18.094	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative2Situation8.txt
494.164	1.992	rating_feeling	1191	530	Discovery of dishonour of loved one	hospital	Text	n/a
495.298	0.858	feeling_mouse_trajectory	1191	530	Discovery of dishonour of loved one	hospital	Text	n/a
498.181	1.673	rating_expectation	1207	557	Discovery of dishonour of loved one	hospital	Text	n/a
498.631	1.223	expectation_mouse_trajectory	1207	557	Discovery of dishonour of loved one	hospital	Text	n/a
505.265	15.408	narrative_presentation	n/a	n/a	Self-sacrifice for an ideal	hospital	Text	task-narratives/Narrative2Situation9.txt
520.673	2.485	rating_feeling	1275	441	Self-sacrifice for an ideal	hospital	Text	n/a
521.606	1.551	feeling_mouse_trajectory	1275	441	Self-sacrifice for an ideal	hospital	Text	n/a
524.691	1.517	rating_expectation	1217	503	Self-sacrifice for an ideal	hospital	Text	n/a
525.341	0.867	expectation_mouse_trajectory	1217	503	Self-sacrifice for an ideal	hospital	Text	n/a
