onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.83	3.125	cue	n/a	n/a	mentalizing	remember	n/a
5.955	5.229	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
11.284	3.946	rating	10.85	Moderate	mentalizing	remember	n/a
12.484	2.746	rating_mouse_trajectory	10.85	Moderate	mentalizing	remember	n/a
16.443	5.503	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
22.004	2.342	rating	41.21	Strong	mentalizing	remember	n/a
22.671	1.676	rating_mouse_trajectory	41.21	Strong	mentalizing	remember	n/a
27.122	5.569	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
32.758	1.921	rating	26.46	Moderate	mentalizing	remember	n/a
33.158	1.521	rating_mouse_trajectory	26.46	Moderate	mentalizing	remember	n/a
37.793	3.146	cue	n/a	n/a	similarity	n/a	n/a
40.939	5.007	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
46.013	1.701	rating	27.29	Moderate	similarity	n/a	n/a
46.43	1.284	rating_mouse_trajectory	27.29	Moderate	similarity	n/a	n/a
51.137	5.043	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
56.25	1.934	rating	8.66	Weak	similarity	n/a	n/a
56.634	1.551	rating_mouse_trajectory	8.66	Weak	similarity	n/a	n/a
61.348	5.223	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
66.637	1.485	rating	31.68	Strong	similarity	n/a	n/a
66.921	1.202	rating_mouse_trajectory	31.68	Strong	similarity	n/a	n/a
71.673	3.124	cue	n/a	n/a	likeability	n/a	n/a
74.797	6.184	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
81.043	2.087	rating	30.27	Strong	likeability	n/a	n/a
81.593	1.537	rating_mouse_trajectory	30.27	Strong	likeability	n/a	n/a
86.171	5.109	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
91.347	1.984	rating	11.4	Moderate	likeability	n/a	n/a
91.747	1.584	rating_mouse_trajectory	11.4	Moderate	likeability	n/a	n/a
96.466	5.568	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
102.101	2.184	rating	41.93	Strong	likeability	n/a	n/a
102.734	1.551	rating_mouse_trajectory	41.93	Strong	likeability	n/a	n/a
107.136	3.123	cue	n/a	n/a	mentalizing	danger	n/a
110.259	5.304	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
115.622	2.34	rating	8.43	Weak	mentalizing	danger	n/a
116.189	1.774	rating_mouse_trajectory	8.43	Weak	mentalizing	danger	n/a
120.731	6.346	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
127.143	2.536	rating	47.92	Strong	mentalizing	danger	n/a
127.56	2.119	rating_mouse_trajectory	47.92	Strong	mentalizing	danger	n/a
132.283	5.114	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
137.464	2.484	rating	102.09	Strongest possible	mentalizing	danger	n/a
137.831	2.118	rating_mouse_trajectory	102.09	Strongest possible	mentalizing	danger	n/a
142.499	3.14	cue	n/a	n/a	likeability	n/a	n/a
145.639	5.564	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
151.269	1.551	rating	12.09	Moderate	likeability	n/a	n/a
151.619	1.201	rating_mouse_trajectory	12.09	Moderate	likeability	n/a	n/a
156.375	5.015	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
161.456	1.523	rating	30.75	Strong	likeability	n/a	n/a
162.006	0.973	rating_mouse_trajectory	30.75	Strong	likeability	n/a	n/a
166.557	5.054	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
171.677	1.203	rating	0.23	Barely detectable	likeability	n/a	n/a
171.877	1.003	rating_mouse_trajectory	0.23	Barely detectable	likeability	n/a	n/a
176.695	3.142	cue	n/a	n/a	similarity	n/a	n/a
179.838	5.192	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
185.098	2.635	rating	24.17	Moderate	similarity	n/a	n/a
185.798	1.935	rating_mouse_trajectory	24.17	Moderate	similarity	n/a	n/a
190.166	5.396	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
195.619	2.044	rating	9.81	Weak	similarity	n/a	n/a
196.136	1.527	rating_mouse_trajectory	9.81	Weak	similarity	n/a	n/a
200.721	5.559	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
206.34	1.173	rating	44.49	Strong	similarity	n/a	n/a
206.806	0.706	rating_mouse_trajectory	44.49	Strong	similarity	n/a	n/a
