onset	duration	trial_type	response_value	stim_file
2.766	106.332	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
111.316	2.188	rating_relevance	3.54	n/a
116.951	2.803	rating_happy	67.92	n/a
121.987	2.818	rating_sad	3.44	n/a
126.872	2.683	rating_afraid	13.96	n/a
131.69	2.484	rating_disgusted	1.67	n/a
137.442	3.217	rating_warm	74.06	n/a
142.278	3.035	rating_engaged	56.04	n/a
144.286	59.185	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
206.818	3.311	rating_relevance	9.48	n/a
210.253	1.732	rating_happy	6.77	n/a
215.922	2.382	rating_sad	19.79	n/a
220.924	2.365	rating_afraid	28.12	n/a
225.692	2.117	rating_disgusted	47.4	n/a
230.227	1.633	rating_warm	10.83	n/a
235.846	2.233	rating_engaged	37.6	n/a
238.645	20.943	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
261.289	1.662	rating_relevance	4.27	n/a
266.891	2.25	rating_happy	55.31	n/a
271.042	1.383	rating_sad	11.77	n/a
276.027	1.349	rating_afraid	5.94	n/a
282.88	3.183	rating_disgusted	9.79	n/a
287.498	2.784	rating_warm	48.02	n/a
292.317	2.588	rating_engaged	50.1	n/a
294.765	136.723	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
434.27	2.749	rating_relevance	18.85	n/a
440.455	3.916	rating_happy	28.02	n/a
443.19	1.633	rating_sad	8.23	n/a
448.742	2.166	rating_afraid	11.67	n/a
453.66	2.067	rating_disgusted	6.98	n/a
458.812	2.2	rating_warm	39.17	n/a
465.381	3.75	rating_engaged	39.27	n/a
